good_bad_flag,pct_ontime,total_ontime,max_active_of_loans,max_approval_duration,bank_name_clients,max_age_at_loan,avg_age_at_loan,employment_status,bank_account_type,total_num_of_loans,termdays
Good,100,7,7,1.018888889,GT Bank,36,35.4,Permanent,Savings,28,30
Good,71.42857143,5,7,1.004444444,FCMB,40,39.9,Permanent,Savings,28,30
Good,71.42857143,5,7,1.563333333,First Bank,30,29.6,Permanent,Savings,28,30
Bad,42.85714286,3,7,1.018333333,EcoBank,30,30,Permanent,Savings,28,60
Good,71.42857143,5,7,1.018333333,UBA,23,22.7,Student,Other,28,30
Good,85.71428571,6,7,1.02,First Bank,27,26.4,Permanent,Savings,28,30
Good,71.42857143,5,7,1.003888889,Access Bank,37,36.7,Unknown,Savings,28,60
Good,100,7,7,1.004166667,GT Bank,33,33.2,Permanent,Savings,28,60
Good,85.71428571,6,7,1.018611111,First Bank,25,24.5,Self-Employed,Other,28,60
Bad,85.71428571,6,7,1.018888889,EcoBank,45,44.5,Permanent,Savings,28,30
Good,100,7,7,1.019444444,First Bank,30,30.3,Unknown,Savings,28,30
Good,100,7,7,1.020277778,GT Bank,31,30.9,Permanent,Savings,28,60
Bad,28.57142857,2,7,1.019166667,Diamond Bank,32,31.5,Permanent,Savings,28,15
Good,71.42857143,5,7,1.019722222,UBA,47,46.8,Permanent,Other,28,30
Good,71.42857143,5,7,1.018333333,GT Bank,32,32.2,Permanent,Savings,28,30
Good,42.85714286,3,7,1.005555556,Access Bank,23,22.8,Student,Other,28,30
Good,85.71428571,6,7,1.018333333,GT Bank,30,29.7,Permanent,Savings,28,30
Good,42.85714286,3,7,1.019166667,First Bank,36,35.8,Unknown,Savings,28,15
Good,57.14285714,4,7,1.003055556,GT Bank,33,32.7,Permanent,Savings,28,30
Good,85.71428571,6,7,1.020555556,GT Bank,32,31.9,Self-Employed,Other,28,60
Bad,57.14285714,4,7,1.003611111,Zenith Bank,28,28.2,Permanent,Savings,28,30
Good,71.42857143,5,7,11.46555556,GT Bank,43,42.5,Permanent,Other,28,30
Bad,71.42857143,5,7,1.018611111,First Bank,28,28.2,Permanent,Other,28,60
Good,85.71428571,6,7,1.018611111,Skye Bank,25,25.3,Student,Savings,28,30
Good,100,7,7,1.018611111,Union Bank,37,36.6,Permanent,Savings,28,60
Good,85.71428571,6,7,1.018611111,GT Bank,28,27.7,Unknown,Savings,28,30
Good,57.14285714,4,7,1.018333333,First Bank,30,29.7,Permanent,Savings,28,30
Good,71.42857143,5,7,1.019166667,Fidelity Bank,44,43.4,Permanent,Savings,28,15
Good,42.85714286,3,7,1.003888889,GT Bank,26,25.6,Permanent,Savings,28,15
Good,42.85714286,3,7,1.019166667,GT Bank,37,36.6,Permanent,Other,28,60
Bad,57.14285714,4,7,1.004444444,Access Bank,34,33.7,Permanent,Savings,28,30
Good,100,7,7,1.004166667,GT Bank,30,29.8,Permanent,Savings,28,30
Good,85.71428571,6,7,1.004722222,EcoBank,33,32.5,Permanent,Other,28,15
Good,100,7,7,1.018888889,Fidelity Bank,27,26.5,Permanent,Savings,28,30
Good,85.71428571,6,7,1.018611111,Zenith Bank,35,34.2,Self-Employed,Savings,28,30
Good,42.85714286,3,7,1.018333333,Diamond Bank,38,37.9,Permanent,Savings,28,15
Good,85.71428571,6,7,1.003888889,Diamond Bank,27,27,Permanent,Savings,28,30
Good,57.14285714,4,7,1.019166667,Stanbic IBTC,43,42.5,Permanent,Savings,28,30
Good,42.85714286,3,7,1.019722222,UBA,37,36.5,Self-Employed,Other,28,30
Good,42.85714286,3,7,1.020555556,GT Bank,29,28.5,Self-Employed,Savings,28,30
Good,57.14285714,4,7,1.018611111,First Bank,29,29,Permanent,Savings,28,30
Good,57.14285714,4,7,1.018888889,Zenith Bank,30,28.9,Permanent,Savings,28,60
Good,57.14285714,4,7,1.009444444,GT Bank,30,29.4,Permanent,Savings,28,30
Good,71.42857143,5,7,1.004444444,GT Bank,39,38.2,Self-Employed,Savings,28,30
Good,71.42857143,5,7,1.02,Access Bank,32,31,Permanent,Savings,28,60
Good,42.85714286,3,7,1.009722222,Zenith Bank,33,32.3,Self-Employed,Other,28,30
Good,57.14285714,4,7,1.019722222,FCMB,36,35.4,Permanent,Other,28,60
Good,100,7,7,1.511944444,Union Bank,33,32.3,Permanent,Other,28,30
Good,75,6,8,1.019166667,GT Bank,38,38.1,Permanent,Savings,36,30
Bad,37.5,3,8,1.02,Diamond Bank,32,31.4,Student,Savings,36,30
Good,100,8,8,1.019722222,Zenith Bank,27,27,Student,Savings,36,30
Good,75,6,8,1.02,GT Bank,35,34.7,Permanent,Savings,36,30
Good,87.5,7,8,1.003333333,GT Bank,43,42.1,Permanent,Other,36,30
Good,75,6,8,2.960555556,Zenith Bank,35,35.2,Permanent,Other,36,30
Good,75,6,8,1.020555556,Access Bank,29,29.2,ContractRetiredUnemployed,Savings,36,30
Bad,50,4,8,1.019722222,Skye Bank,22,21.6,Self-Employed,Other,36,15
Good,75,6,8,1.003611111,UBA,44,43.8,Unknown,Savings,36,30
Bad,87.5,7,8,1.019444444,GT Bank,30,30,Unknown,Savings,36,30
Good,37.5,3,8,1.316388889,GT Bank,23,22.8,Student,Savings,36,60
Good,87.5,7,8,1.018611111,First Bank,32,31.4,Permanent,Savings,36,30
Bad,62.5,5,8,1.018611111,EcoBank,42,41.8,Permanent,Savings,36,30
Good,87.5,7,8,1.020277778,First Bank,32,32,Permanent,Savings,36,30
Good,75,6,8,1.003333333,Access Bank,49,48.3,Permanent,Savings,36,15
Good,62.5,5,8,1.018611111,Access Bank,44,43.5,Permanent,Savings,36,30
Good,50,4,8,1.019444444,GT Bank,29,28.9,ContractRetiredUnemployed,Savings,36,30
Good,100,8,8,1.022222222,Access Bank,25,25,Self-Employed,Other,36,60
Good,87.5,7,8,1.018888889,GT Bank,32,32.1,Permanent,Savings,36,30
Bad,50,4,8,1.02,FCMB,40,39.4,Permanent,Other,36,30
Good,100,8,8,1.763333333,Diamond Bank,24,24.1,Permanent,Other,36,30
Good,100,8,8,1.018611111,First Bank,27,26.9,Permanent,Other,36,15
Good,75,6,8,1.002777778,First Bank,36,36,Permanent,Savings,36,30
Good,62.5,5,8,1.018888889,Diamond Bank,35,34.6,Unknown,Savings,36,30
Good,62.5,5,8,1.005277778,UBA,52,52.1,Permanent,Savings,36,30
Good,75,6,8,1.02,Zenith Bank,47,46.4,Permanent,Savings,36,30
Good,100,8,8,1.019444444,GT Bank,35,34.2,Permanent,Savings,36,60
Good,75,6,8,1.018333333,Diamond Bank,43,42.7,Unknown,Savings,36,60
Good,87.5,7,8,1.018333333,GT Bank,26,25.9,Permanent,Other,36,15
Good,75,6,8,1.020277778,GT Bank,38,37.2,Permanent,Savings,36,30
Good,62.5,5,8,1.011944444,UBA,50,49.3,Self-Employed,Other,36,30
Good,75,6,8,1.019722222,UBA,28,27.2,Student,Other,36,30
Good,100,8,8,1.005277778,GT Bank,30,29.8,Permanent,Savings,36,60
Good,62.5,5,8,1.003611111,GT Bank,29,28.4,Self-Employed,Other,36,30
Good,87.5,7,8,1.004722222,GT Bank,26,25.5,Self-Employed,Other,36,60
Bad,62.5,5,8,1.02,GT Bank,24,23.8,Permanent,Other,36,60
Good,62.5,5,8,1.005277778,GT Bank,24,23.9,Permanent,Other,36,30
Good,62.5,5,8,1.004444444,UBA,26,25.7,Permanent,Savings,36,30
Good,87.5,7,8,1.003888889,Access Bank,37,36.3,Permanent,Savings,36,30
Good,62.5,5,8,1.018888889,First Bank,29,28.5,Permanent,Savings,36,60
Good,50,4,8,1.018611111,Access Bank,26,25.2,Self-Employed,Savings,36,30
Bad,37.5,3,8,1.003888889,Zenith Bank,38,37.6,Permanent,Savings,36,15
Good,87.5,7,8,1.019722222,UBA,30,29.7,Permanent,Other,36,30
Good,87.5,7,8,1.018888889,GT Bank,33,32.6,Permanent,Other,36,60
Good,75,6,8,1.003611111,First Bank,36,35.5,Permanent,Savings,36,30
Bad,62.5,5,8,1.004722222,Fidelity Bank,27,26.4,Student,Other,36,30
Good,75,6,8,1.019722222,GT Bank,51,51,Self-Employed,Other,36,30
Good,87.5,7,8,1.004444444,GT Bank,39,38.6,Permanent,Savings,36,30
Bad,50,4,8,1.018611111,GT Bank,30,30,Permanent,Savings,36,30
Bad,75,6,8,1.003611111,First Bank,31,30.9,Permanent,Savings,36,60
Good,75,6,8,1.018333333,UBA,35,35.1,Permanent,Savings,36,30
Bad,62.5,5,8,1.019444444,First Bank,36,36,Permanent,Savings,36,30
Good,87.5,7,8,1.019166667,GT Bank,38,37.6,Permanent,Other,36,30
Good,100,8,8,1.006944444,Zenith Bank,30,30.1,Permanent,Savings,36,30
Good,75,6,8,1.005833333,GT Bank,25,25,Permanent,Other,36,30
Good,37.5,3,8,1.019722222,Stanbic IBTC,24,23.7,Permanent,Other,36,30
Bad,75,6,8,1.02,FCMB,39,38.4,Self-Employed,Other,36,30
Good,75,6,8,2.699722222,GT Bank,40,39.1,Self-Employed,Other,36,30
Good,50,4,8,1.018888889,Access Bank,32,31.6,Permanent,Savings,36,30
Good,100,8,8,1.011388889,Heritage Bank,46,45.6,Permanent,Other,36,30
Bad,62.5,5,8,1.018611111,First Bank,27,27.2,Permanent,Savings,36,30
Good,75,6,8,1.018611111,Zenith Bank,31,30.5,Permanent,Savings,36,30
Good,37.5,3,8,3.966388889,GT Bank,49,48.3,Self-Employed,Other,36,30
Good,37.5,3,8,1.018611111,Wema Bank,43,43,Permanent,Savings,36,15
Good,37.5,3,8,1.019444444,GT Bank,29,28.9,Permanent,Savings,36,30
Good,62.5,5,8,1.002777778,Stanbic IBTC,40,39.6,Permanent,Savings,36,30
Good,62.5,5,8,1.02,Zenith Bank,28,27.4,Permanent,Other,36,15
Good,25,2,8,1.003888889,FCMB,42,42.1,Self-Employed,Savings,36,30
Good,100,8,8,1.018333333,First Bank,37,36.4,Unknown,Savings,36,30
Good,50,4,8,1.004444444,GT Bank,36,35.4,Permanent,Savings,36,30
Bad,75,6,8,1.005,GT Bank,27,27.3,Permanent,Savings,36,30
Good,87.5,7,8,1.004444444,GT Bank,40,40.2,Permanent,Other,36,30
Good,100,8,8,1.010833333,First Bank,49,48.1,Self-Employed,Savings,36,30
Bad,50,4,8,1.020277778,Zenith Bank,28,27.5,Permanent,Other,36,30
Bad,62.5,5,8,1.019444444,GT Bank,25,24.7,Unknown,Savings,36,30
Good,87.5,7,8,1.018611111,First Bank,31,30.4,Permanent,Other,36,30
Good,62.5,5,8,1.018333333,Stanbic IBTC,39,38.6,Permanent,Other,36,30
Good,75,6,8,1.004722222,First Bank,46,45.6,Self-Employed,Other,36,30
Good,100,8,8,1.018611111,GT Bank,34,33.5,Permanent,Savings,36,30
Good,62.5,5,8,1.011388889,GT Bank,31,30.5,Permanent,Savings,36,30
Bad,50,4,8,1.018333333,UBA,22,22.1,Student,Other,36,30
Good,50,4,8,1.372777778,Diamond Bank,24,23.8,Self-Employed,Savings,36,30
Good,100,8,8,1.026666667,GT Bank,29,28.9,Permanent,Savings,36,60
Good,50,4,8,1.018333333,Keystone Bank,31,30.8,Self-Employed,Other,36,60
Good,87.5,7,8,1.005555556,Zenith Bank,27,26.6,Self-Employed,Other,36,30
Good,100,8,8,1.025555556,Diamond Bank,27,27.2,Permanent,Savings,36,30
Good,100,8,8,1.003055556,GT Bank,29,28.9,Permanent,Other,36,30
Bad,25,2,8,1.004444444,GT Bank,31,30.7,Permanent,Other,36,30
Bad,50,4,8,1.018611111,GT Bank,38,37.3,Self-Employed,Other,36,60
Good,100,8,8,1.018611111,Skye Bank,44,43.4,Permanent,Savings,36,30
Good,100,8,8,1.018611111,FCMB,36,35.9,Unknown,Savings,36,30
Bad,87.5,7,8,1.018611111,GT Bank,36,35.6,Permanent,Savings,36,60
Good,100,8,8,1.019444444,Diamond Bank,35,35.3,Unknown,Savings,36,30
Bad,87.5,7,8,1.004444444,GT Bank,40,40.1,Unknown,Savings,36,30
Good,75,6,8,1.018611111,GT Bank,34,33.5,Permanent,Savings,36,30
Good,100,8,8,1.003611111,GT Bank,35,34.4,Permanent,Savings,36,30
Good,50,4,8,3.465833333,GT Bank,32,31.8,Permanent,Other,36,30
Good,100,8,8,1.004166667,Zenith Bank,32,31.8,Permanent,Other,36,30
Good,12.5,1,8,1.019722222,GT Bank,33,32.5,Permanent,Other,36,30
Good,50,4,8,1.018888889,Skye Bank,35,34.6,Permanent,Savings,36,60
Good,75,6,8,1.019722222,Access Bank,35,34.4,Permanent,Savings,36,30
Good,100,8,8,1.003888889,GT Bank,23,22.8,Student,Savings,36,30
Bad,87.5,7,8,1.0075,Zenith Bank,29,28.8,Permanent,Savings,36,30
Good,25,2,8,1.018611111,UBA,37,37.1,Permanent,Other,36,30
Good,87.5,7,8,1.019722222,Zenith Bank,42,42.3,Unknown,Savings,36,30
Good,100,8,8,1.018333333,Diamond Bank,25,25,Permanent,Other,36,30
Good,37.5,3,8,1.004722222,GT Bank,32,31.7,ContractRetiredUnemployed,Other,36,15
Bad,37.5,3,8,1.004166667,Access Bank,25,24.9,Permanent,Other,36,30
Good,50,4,8,1.004722222,Zenith Bank,36,35.4,Permanent,Other,36,15
Good,75,6,8,1.005555556,First Bank,22,21.6,Student,Savings,36,30
Good,75,6,8,1.003888889,GT Bank,24,23.5,Permanent,Other,36,30
Bad,62.5,5,8,1.003055556,Zenith Bank,32,31.8,Permanent,Savings,36,30
Good,87.5,7,8,1.019444444,Fidelity Bank,40,39.7,Unknown,Savings,36,30
Good,100,8,8,1.003333333,GT Bank,26,25.9,Unknown,Savings,36,30
Good,87.5,7,8,1.02,First Bank,34,33.8,Permanent,Savings,36,30
Good,75,6,8,1.018888889,UBA,30,29.6,Self-Employed,Other,36,30
Good,75,6,8,1.018611111,EcoBank,22,21.7,ContractRetiredUnemployed,Savings,36,30
Good,75,6,8,1.019444444,GT Bank,28,27.3,Permanent,Savings,36,30
Good,62.5,5,8,1.002777778,EcoBank,31,31,Permanent,Savings,36,30
Good,75,6,8,1.004444444,UBA,36,36.2,Permanent,Savings,36,30
Good,75,6,8,1.004722222,First Bank,32,31.5,Permanent,Savings,36,30
Good,100,8,8,1.02,GT Bank,28,27.6,Permanent,Other,36,60
Good,100,8,8,1.003888889,Diamond Bank,32,32.2,Permanent,Savings,36,30
Good,25,2,8,1.007222222,Access Bank,34,33.4,Permanent,Other,36,30
Good,62.5,5,8,1.018888889,First Bank,38,37.5,Self-Employed,Other,36,15
Good,75,6,8,1.010833333,GT Bank,27,26.5,Student,Other,36,30
Good,100,8,8,1.018333333,Stanbic IBTC,37,36.5,Unknown,Savings,36,30
Good,50,4,8,1.018611111,GT Bank,36,36,Permanent,Savings,36,30
Good,50,4,8,1.003611111,GT Bank,23,22.8,Student,Other,36,30
Good,75,6,8,1.018888889,First Bank,28,28.2,Permanent,Savings,36,15
Good,87.5,7,8,1.018611111,GT Bank,33,33.2,Unknown,Savings,36,30
Bad,75,6,8,1.003888889,EcoBank,37,36.6,Permanent,Savings,36,30
Good,75,6,8,1.003333333,GT Bank,25,25,Permanent,Savings,36,60
Good,87.5,7,8,1.018888889,GT Bank,30,29.1,Permanent,Savings,36,30
Bad,75,6,8,1.004444444,GT Bank,29,28.6,Unknown,Savings,36,30
Bad,75,6,8,1.019444444,GT Bank,25,24.6,Self-Employed,Other,36,30
Good,75,6,8,1.003333333,Zenith Bank,31,30.9,Permanent,Other,36,60
Good,100,8,8,1.005833333,Diamond Bank,39,38.7,ContractRetiredUnemployed,Other,36,30
Good,50,4,8,1.004166667,Access Bank,39,38.9,Permanent,Savings,36,30
Bad,62.5,5,8,1.005833333,GT Bank,23,22.6,Self-Employed,Savings,36,30
Good,75,6,8,1.020555556,Keystone Bank,35,35.2,Permanent,Other,36,30
Good,62.5,5,8,1.005833333,First Bank,31,30.5,Permanent,Savings,36,30
Good,100,8,8,1.023055556,GT Bank,29,28.6,Permanent,Savings,36,30
Good,25,2,8,1.019444444,Stanbic IBTC,23,22.1,Permanent,Savings,36,30
Good,100,8,8,1.003333333,Zenith Bank,34,34,Permanent,Other,36,30
Good,87.5,7,8,1.005833333,Stanbic IBTC,43,42.7,Permanent,Other,36,30
Good,87.5,7,8,1.018611111,Diamond Bank,22,22.1,Permanent,Other,36,30
Good,87.5,7,8,1.019444444,GT Bank,40,39.5,Permanent,Other,36,30
Good,75,6,8,1.019722222,GT Bank,29,28.3,Permanent,Other,36,30
Good,87.5,7,8,1.005833333,Access Bank,35,34.3,Permanent,Other,36,30
Good,25,2,8,13.12722222,Diamond Bank,32,31.6,Permanent,Other,33,60
Good,37.5,3,8,1.018611111,First Bank,35,34.9,Permanent,Other,36,30
Good,37.5,3,8,1.02,GT Bank,24,23.6,ContractRetiredUnemployed,Other,36,30
Good,75,6,8,1.003888889,Access Bank,34,33.9,Permanent,Other,36,30
Good,37.5,3,8,1.019444444,GT Bank,28,27.6,Permanent,Savings,36,30
Good,62.5,5,8,1.018888889,GT Bank,32,31.3,Self-Employed,Savings,36,15
Good,75,6,8,1.009444444,GT Bank,41,40.5,Self-Employed,Savings,36,60
Good,87.5,7,8,3.748611111,GT Bank,35,34.4,Permanent,Other,36,60
Good,75,6,8,1.018888889,Zenith Bank,30,29.6,Permanent,Other,36,30
Good,75,6,8,19.98527778,FCMB,32,31.2,Permanent,Other,36,30
Good,62.5,5,8,2.000277778,First Bank,39,38.2,Permanent,Savings,36,30
Good,100,8,8,1.005,First Bank,24,23.5,Self-Employed,Other,36,60
Good,75,6,8,1.019444444,Diamond Bank,26,25.8,Self-Employed,Other,36,30
Good,37.5,3,8,1.018888889,Sterling Bank,28,27.2,Permanent,Other,36,15
Good,88.88888889,8,9,1.018888889,First Bank,39,38.3,Permanent,Savings,45,60
Bad,33.33333333,3,9,1.019722222,GT Bank,40,39.9,Permanent,Savings,45,30
Good,33.33333333,3,9,2.060833333,EcoBank,25,24.3,ContractRetiredUnemployed,Other,45,30
Good,77.77777778,7,9,1.018611111,GT Bank,35,34.8,Permanent,Other,45,30
Good,55.55555556,5,9,1.019722222,GT Bank,28,27.9,Permanent,Savings,45,30
Good,66.66666667,6,9,1.003333333,UBA,23,22.5,Permanent,Other,45,30
Good,100,9,9,1.004444444,GT Bank,35,35.2,Permanent,Other,45,30
Good,100,9,9,1.005277778,Access Bank,37,36.4,Self-Employed,Savings,45,30
Good,77.77777778,7,9,1.008055556,FCMB,33,33.1,Permanent,Savings,45,60
Good,77.77777778,7,9,1.003611111,Access Bank,34,34,Unknown,Savings,45,30
Good,44.44444444,4,9,1.019722222,Diamond Bank,24,24.1,Permanent,Savings,45,60
Good,77.77777778,7,9,1.019722222,Diamond Bank,32,31.2,Permanent,Savings,45,30
Good,77.77777778,7,9,1.018333333,Access Bank,34,33.3,Permanent,Savings,45,15
Good,55.55555556,5,9,1.005,First Bank,25,24.8,Permanent,Savings,45,30
Good,55.55555556,5,9,1.010555556,EcoBank,29,28.2,Self-Employed,Other,45,30
Good,100,9,9,1.018333333,Zenith Bank,40,39.5,Permanent,Savings,45,30
Good,77.77777778,7,9,1.004444444,Stanbic IBTC,36,36.1,Permanent,Savings,45,30
Good,100,9,9,1.018611111,First Bank,31,31.1,Permanent,Savings,45,30
Good,100,9,9,1.002777778,Skye Bank,30,29.4,Permanent,Savings,45,30
Good,55.55555556,5,9,1.018333333,Heritage Bank,31,30.5,Unknown,Savings,45,30
Good,88.88888889,8,9,1.020555556,GT Bank,32,32.2,Unknown,Savings,45,30
Good,88.88888889,8,9,1.018888889,Zenith Bank,24,23.4,Self-Employed,Other,45,60
Bad,77.77777778,7,9,1.004722222,First Bank,37,36.9,Permanent,Savings,45,30
Good,66.66666667,6,9,1.02,Access Bank,40,39.2,Permanent,Other,45,30
Good,66.66666667,6,9,1.018333333,GT Bank,23,22.9,Permanent,Savings,45,30
Good,88.88888889,8,9,1.015,EcoBank,34,33.2,Permanent,Other,45,30
Good,44.44444444,4,9,1.019722222,First Bank,36,35.8,Self-Employed,Other,45,30
Good,66.66666667,6,9,1.019722222,First Bank,34,33.2,Unknown,Savings,45,30
Good,88.88888889,8,9,1.005277778,First Bank,35,34.5,Permanent,Other,45,30
Good,55.55555556,5,9,1.021388889,Heritage Bank,32,31.5,Self-Employed,Other,45,30
Good,88.88888889,8,9,1.018888889,Diamond Bank,23,22.6,Permanent,Other,45,30
Bad,88.88888889,8,9,1.885277778,Access Bank,38,37.8,Permanent,Other,45,60
Good,77.77777778,7,9,4.525,GT Bank,35,34.2,Permanent,Other,45,30
Good,100,9,9,1.005833333,GT Bank,30,29.3,Permanent,Other,45,30
Good,77.77777778,7,9,1.019722222,FCMB,35,34.3,Permanent,Savings,45,30
Good,100,9,9,1.018055556,First Bank,45,44.8,Permanent,Savings,45,30
Bad,66.66666667,6,9,2.385555556,GT Bank,37,36.7,Unknown,Savings,45,60
Bad,77.77777778,7,9,1.003888889,UBA,25,24.5,Permanent,Savings,45,30
Good,66.66666667,6,9,1.005,GT Bank,24,23,Permanent,Other,45,60
Good,100,9,9,1.018333333,Zenith Bank,31,30.9,Permanent,Savings,45,60
Good,88.88888889,8,9,1.004722222,Access Bank,34,33.9,Self-Employed,Savings,45,60
Good,77.77777778,7,9,1.018888889,GT Bank,29,28.7,Self-Employed,Savings,45,30
Good,44.44444444,4,9,1.019722222,UBA,51,50.8,Self-Employed,Savings,45,30
Good,77.77777778,7,9,1.003888889,GT Bank,26,26,Permanent,Other,45,30
Good,100,9,9,1.005833333,Access Bank,28,27.4,Permanent,Savings,45,30
Good,100,9,9,1.020277778,GT Bank,31,30.9,Permanent,Savings,45,60
Good,100,9,9,1.018888889,GT Bank,30,29.6,Permanent,Savings,45,30
Good,100,9,9,1.003611111,Stanbic IBTC,35,34.6,Permanent,Other,45,30
Bad,22.22222222,2,9,1.005555556,GT Bank,33,33,Permanent,Other,45,15
Good,88.88888889,8,9,1.004166667,GT Bank,45,44.8,Permanent,Other,45,30
Good,100,9,9,1.018611111,Diamond Bank,48,47.9,Permanent,Savings,45,30
Good,100,9,9,1.019722222,Stanbic IBTC,30,29.4,Permanent,Savings,45,30
Good,88.88888889,8,9,1.019722222,Zenith Bank,24,23.2,Student,Savings,45,60
Good,88.88888889,8,9,1.246388889,Access Bank,25,24.9,ContractRetiredUnemployed,Other,45,30
Bad,88.88888889,8,9,1.018333333,GT Bank,32,31.6,Permanent,Savings,45,60
Good,88.88888889,8,9,1.018333333,Skye Bank,24,23.6,Self-Employed,Other,45,60
Good,88.88888889,8,9,1.018888889,UBA,35,34.8,Permanent,Savings,45,60
Bad,88.88888889,8,9,1.003888889,Skye Bank,38,37.7,Permanent,Savings,45,60
Bad,66.66666667,6,9,1.004166667,First Bank,28,27.6,Permanent,Other,45,30
Good,100,9,9,1.019166667,GT Bank,31,31,Permanent,Savings,45,30
Good,88.88888889,8,9,1.006111111,First Bank,30,29.6,Permanent,Savings,45,30
Good,77.77777778,7,9,1.01,Diamond Bank,33,32.8,Permanent,Savings,45,30
Good,100,9,9,1.019722222,GT Bank,25,24.5,Student,Savings,45,60
Good,77.77777778,7,9,1.004722222,First Bank,32,32,Permanent,Savings,45,15
Good,77.77777778,7,9,1.004444444,First Bank,42,41.8,Permanent,Other,45,30
Bad,66.66666667,6,9,1.019722222,Access Bank,32,31.1,Permanent,Other,45,90
Good,44.44444444,4,9,1.020833333,UBA,46,45.9,Permanent,Savings,45,60
Good,66.66666667,6,9,1.019444444,Stanbic IBTC,38,37.9,Self-Employed,Other,45,30
Bad,77.77777778,7,9,1.019444444,GT Bank,33,32.9,Permanent,Other,45,60
Good,77.77777778,7,9,1.02,UBA,30,29,Permanent,Other,45,30
Good,88.88888889,8,9,1.019722222,Skye Bank,35,34.3,Self-Employed,Other,45,60
Good,33.33333333,3,9,1.019444444,Diamond Bank,43,42.4,Self-Employed,Other,45,15
Good,100,9,9,1.020277778,First Bank,28,27.7,Unknown,Savings,45,60
Good,88.88888889,8,9,1.003611111,EcoBank,30,30.2,Permanent,Savings,45,30
Bad,11.11111111,1,9,1.004166667,GT Bank,46,45.3,Self-Employed,Other,45,30
Good,77.77777778,7,9,1.005,First Bank,37,36.6,Self-Employed,Other,45,30
Good,44.44444444,4,9,1.018888889,Zenith Bank,37,36.2,Permanent,Other,45,30
Bad,77.77777778,7,9,1.0075,GT Bank,27,27,Permanent,Other,45,60
Good,88.88888889,8,9,1.018611111,GT Bank,43,42.5,Permanent,Savings,45,15
Bad,55.55555556,5,9,1.018611111,EcoBank,26,25.2,Unknown,Savings,45,15
Good,88.88888889,8,9,1.018611111,GT Bank,25,24.6,Self-Employed,Other,45,30
Bad,44.44444444,4,9,1.004166667,GT Bank,27,26.3,Student,Savings,45,30
Good,77.77777778,7,9,1.003888889,GT Bank,37,36.8,Unknown,Savings,45,30
Good,66.66666667,6,9,1.006666667,First Bank,27,26.7,Self-Employed,Savings,45,60
Good,66.66666667,6,9,1.018888889,UBA,24,23.7,Permanent,Other,45,30
Good,100,9,9,1.003333333,GT Bank,46,46,Self-Employed,Other,45,30
Good,55.55555556,5,9,1.018333333,GT Bank,29,28.5,Permanent,Other,45,30
Good,88.88888889,8,9,1.01,GT Bank,36,35.1,Self-Employed,Other,45,60
Good,55.55555556,5,9,1.006388889,GT Bank,30,29.1,Self-Employed,Other,45,15
Good,33.33333333,3,9,1.018055556,GT Bank,27,26.9,Self-Employed,Savings,45,30
Bad,66.66666667,6,9,1.019722222,Zenith Bank,27,26.2,Permanent,Savings,45,60
Good,55.55555556,5,9,1.019166667,Access Bank,34,34,Unknown,Savings,45,30
Good,100,9,9,1.020277778,Access Bank,25,25.1,Student,Savings,45,30
Good,100,9,9,4.960555556,GT Bank,39,39,Permanent,Other,45,60
Good,55.55555556,5,9,1.019722222,Stanbic IBTC,30,29.8,Permanent,Other,45,30
Good,33.33333333,3,9,1.009166667,FCMB,38,38,Permanent,Savings,45,30
Good,66.66666667,6,9,1.019444444,GT Bank,37,37.2,Permanent,Savings,45,30
Bad,66.66666667,6,9,1.011388889,Skye Bank,29,28.5,Unknown,Savings,45,30
Good,66.66666667,6,9,1.018333333,First Bank,30,29.4,Permanent,Other,45,30
Good,77.77777778,7,9,17.57944444,GT Bank,40,39.6,Permanent,Other,45,30
Good,44.44444444,4,9,1.011666667,UBA,36,36,Permanent,Savings,45,30
Good,77.77777778,7,9,1.02,First Bank,28,27.9,Permanent,Other,45,30
Good,100,9,9,1.019444444,Access Bank,31,30.6,Self-Employed,Savings,45,30
Good,100,9,9,1.018611111,Stanbic IBTC,37,36.8,Permanent,Savings,45,60
Good,44.44444444,4,9,3.455,GT Bank,34,33.6,Self-Employed,Other,45,30
Good,55.55555556,5,9,1.020277778,Diamond Bank,29,28.2,Student,Other,45,60
Good,100,9,9,1.019444444,FCMB,33,32.9,Permanent,Savings,45,30
Good,88.88888889,8,9,1.004722222,GT Bank,38,37.7,Permanent,Savings,45,30
Good,55.55555556,5,9,1.020277778,First Bank,30,29.6,Permanent,Savings,45,30
Good,66.66666667,6,9,1.003888889,Access Bank,32,32.2,Permanent,Savings,45,30
Bad,77.77777778,7,9,1.007222222,GT Bank,23,22.9,Student,Other,45,30
Good,66.66666667,6,9,7.126388889,Diamond Bank,31,30.7,Permanent,Savings,45,30
Good,66.66666667,6,9,1.018888889,Access Bank,29,28.3,Permanent,Other,45,30
Good,44.44444444,4,9,1.003333333,GT Bank,32,31.9,Permanent,Other,45,30
Good,66.66666667,6,9,1.019444444,Diamond Bank,22,21.7,Student,Other,45,30
Good,100,9,9,1.018888889,First Bank,49,48.2,Permanent,Other,45,30
Good,66.66666667,6,9,1.02,First Bank,30,29.1,Permanent,Other,45,30
Bad,55.55555556,5,9,1.019444444,GT Bank,37,36.5,Permanent,Other,45,60
