row_id,good_bad_flag,Pct_Ontime,Sum(churn_flag),Max(loannumber),Max(durationforapproval),bank_name_clients,Max(AgeAtTimeofLoan),Mean(AgeAtTimeofLoan),employment_status_clients_reference_only,employment_status_clients_recode,bank_account_type_reference_only,bank_account_recode,Sum(referral_recode),Mean(loannumber),Sum(loannumber),Sum(durationforapproval),Mean(durationforapproval),Max(Interestrate),Mean(Interestrate),Sum(Interestrate),Max(referral_recode),Mean(referral_recode),Max(churn_flag),Mean(churn_flag),Sum(AgeAtTimeofLoan),systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,birthdate,longitude_gps,latitude_gps,bank_branch_clients,level_of_education_clients,Validation,customerid,customerid of PerfDemoCombined_train,referredby
2519,Good,100,8,8,1.763333333,Diamond Bank,24,24.1,Permanent,Permanent,Other,Other,0,4.5,36,8.793055556,1.099131944,365,307.96875,2463.75,0,0,1,1,193,301958976,8,59:49.0,58:43.0,30000,34500,30,00:00.0,3.271705,6.4518817,,,Test,8a858e9b560bbd6301561cd3a9a876c1,8a858e9b560bbd6301561cd3a9a876c1,
2520,Good,100,8,8,1.018611111,First Bank,27,26.9,Permanent,Permanent,Other,Other,0,4.5,36,8.033611111,1.004201389,365,276.03125,2208.25,0,0,1,1,215,301991804,8,13:06.0,13:00.0,10000,10750,15,00:00.0,3.3488096,6.6463647,,Graduate,Training,8a858e9b560bbd6301561ea184a0102d,8a858e9b560bbd6301561ea184a0102d,
2521,Good,75,6,8,1.002777778,First Bank,36,36,Permanent,Permanent,Savings,Savings,0,4.5,36,8.015833333,1.001979167,365,274.5104167,2196.083333,0,0,1,0.75,288,301961159,8,28:46.0,28:40.0,25000,28750,30,00:00.0,3.3360367,6.596175,,,Training,8a858e125a48129b015a4af97ed06160,8a858e125a48129b015a4af97ed06160,
2522,Good,62.5,5,8,1.018888889,Diamond Bank,35,34.6,,Unknown,Savings,Savings,0,4.5,36,8.034166667,1.004270833,365,279.8333333,2238.666667,0,0,1,0.625,277,301979013,8,33:52.0,33:36.0,30000,34500,30,00:00.0,7.463155,9.053175,,,Test,8a858e165ad25487015ad6eb97ee2fbe,8a858e165ad25487015ad6eb97ee2fbe,
2523,Good,62.5,5,8,1.005277778,UBA,52,52.1,Permanent,Permanent,Savings,Savings,0,4.5,36,8.02,1.0025,365,325.4583333,2603.666667,0,0,1,0.625,416,301971575,8,40:17.0,40:12.0,20000,24500,30,00:00.0,5.7584382,5.5291664,,,Training,8a858e345a04f20b015a0a8f17e174f4,8a858e345a04f20b015a0a8f17e174f4,
2524,Good,75,6,8,1.02,Zenith Bank,47,46.4,Permanent,Permanent,Savings,Savings,0,4.5,36,8.035277778,1.004409722,365,302.3923611,2419.138889,0,0,1,0.75,371,301982441,8,13:02.0,11:50.0,20000,24500,30,00:00.0,3.3338126,6.6030118,,,Training,8a858e1158dc4d830158f8829c7929a1,8a858e1158dc4d830158f8829c7929a1,
2525,Good,100,8,8,1.019444444,GT Bank,35,34.2,Permanent,Permanent,Savings,Savings,0,4.5,36,8.053888889,1.006736111,365,269.1875,2153.5,0,0,1,1,274,301971841,8,15:08.0,13:59.0,30000,39000,60,00:00.0,3.3762125,6.616171,,Graduate,Training,8a858e51584a1fc701585e968aea6a4f,8a858e51584a1fc701585e968aea6a4f,
2526,Good,75,6,8,1.018333333,Diamond Bank,43,42.7,,Unknown,Savings,Savings,0,4.5,36,8.035,1.004375,365,269.1875,2153.5,0,0,1,0.75,342,301979433,8,16:55.0,15:49.0,30000,39000,60,00:00.0,3.2179906,6.6949441,,,Training,8a858e51584a1fc70158595f611e49e6,8a858e51584a1fc70158595f611e49e6,
2527,Good,87.5,7,8,1.018333333,GT Bank,26,25.9,Permanent,Permanent,Other,Other,0,4.5,36,8.036111111,1.004513889,365,307.96875,2463.75,0,0,1,0.875,207,301987807,8,36:07.0,36:01.0,10000,10750,15,00:00.0,3.34756,6.5775287,,Graduate,Training,8a858e65582a517e01583f9700963ded,8a858e65582a517e01583f9700963ded,
2528,Good,75,6,8,1.020277778,GT Bank,38,37.2,Permanent,Permanent,Savings,Savings,0,4.5,36,8.043611111,1.005451389,365,330.78125,2646.25,0,0,1,0.75,298,301983537,8,00:10.0,58:57.0,30000,34500,30,00:00.0,-84.6372525,39.3560377,,,Validation,8a858e69566ae5b801567a5d65132750,8a858e69566ae5b801567a5d65132750,
2529,Good,62.5,5,8,1.011944444,UBA,50,49.3,Self-Employed,Self-Employed,Other,Other,0,4.5,36,8.033888889,1.004236111,365,251.4444444,2011.555556,0,0,1,0.625,394,301970075,8,47:31.0,46:48.0,30000,34500,30,00:00.0,3.7149345,6.475447,,,Validation,8a858e69566ae5b801568cbd583768bb,8a858e69566ae5b801568cbd583768bb,
2530,Good,75,6,8,1.019722222,UBA,28,27.2,Student,Student,Other,Other,0,4.5,36,8.043333333,1.005416667,365,325.4583333,2603.666667,0,0,1,0.75,217,301963099,8,41:32.0,41:25.0,20000,24500,30,00:00.0,7.8810317,8.8494233,,,Training,8a858e69566ae5b8015674eb114d02a7,8a858e69566ae5b8015674eb114d02a7,
2531,Good,100,8,8,1.005277778,GT Bank,30,29.8,Permanent,Permanent,Savings,Savings,0,4.5,36,8.0225,1.0028125,365,274.5104167,2196.083333,0,0,1,1,239,301973944,8,43:20.0,43:13.0,30000,39000,60,00:00.0,7.3724212,8.9949455,,,Training,8a858e85598cd81601598fc650e251e3,8a858e85598cd81601598fc650e251e3,
2532,Good,62.5,5,8,1.003611111,GT Bank,29,28.4,Self-Employed,Self-Employed,Other,Other,0,4.5,36,8.019722222,1.002465278,365,251.6979167,2013.583333,0,0,1,0.625,227,301981611,8,11:28.0,11:21.0,30000,34500,30,00:00.0,3.4363679,6.809462,,Graduate,Validation,8a858e255557edfe015558db096544c4,8a858e255557edfe015558db096544c4,
2533,Good,87.5,7,8,1.004722222,GT Bank,26,25.5,Self-Employed,Self-Employed,Other,Other,0,4.5,36,8.023333333,1.002916667,365,237.25,1898,0,0,1,0.875,204,301959826,8,41:20.0,41:14.0,40000,48000,60,00:00.0,3.3844048,6.5704634,,,Training,8a858e705668e16701568ce4c9c06918,8a858e705668e16701568ce4c9c06918,
2534,Bad,62.5,5,8,1.02,GT Bank,24,23.8,Permanent,Permanent,Other,Other,0,4.5,36,8.0525,1.0065625,365,291.2395833,2329.916667,0,0,1,0.625,191,301995458,8,15:04.0,13:52.0,30000,39000,60,00:00.0,8.0997482,6.3146482,,,Training,8a858e745825a02201582a2ee45b6729,8a858e745825a02201582a2ee45b6729,
2535,Good,62.5,5,8,1.005277778,GT Bank,24,23.9,Permanent,Permanent,Other,Other,0,4.5,36,8.021388889,1.002673611,365,279.3263889,2234.611111,0,0,1,0.625,191,301963113,8,47:16.0,47:11.0,15000,17250,30,00:00.0,3.3043032,6.5467887,,,Test,8a858e945631db2f01563c3b2f24285c,8a858e945631db2f01563c3b2f24285c,
2536,Good,62.5,5,8,1.004444444,UBA,26,25.7,Permanent,Permanent,Savings,Savings,0,4.5,36,8.022777778,1.002847222,365,342.1875,2737.5,0,0,1,0.625,205,301993453,8,03:43.0,03:28.0,20000,24500,30,00:00.0,6.9949171,4.8043787,,,Test,8a858e985885ff6d015888f527e12be6,8a858e985885ff6d015888f527e12be6,
2537,Good,87.5,7,8,1.003888889,Access Bank,37,36.3,Permanent,Permanent,Savings,Savings,0,4.5,36,8.0175,1.0021875,365,279.8333333,2238.666667,0,0,1,0.875,290,302000787,8,14:33.0,14:28.0,30000,34500,30,00:00.0,6.8593911,5.853346,,,Training,8a858e36590808e301592ae6ca1a0f3b,8a858e36590808e301592ae6ca1a0f3b,
2538,Good,62.5,5,8,1.018888889,First Bank,29,28.5,Permanent,Permanent,Savings,Savings,0,4.5,36,8.047222222,1.005902778,365,279.8333333,2238.666667,0,0,1,0.625,228,301998944,8,27:21.0,27:15.0,30000,39000,60,00:00.0,3.3661315,6.448118,,,Validation,8a858e36590808e3015946ced00e5b34,8a858e36590808e3015946ced00e5b34,
2539,Good,50,4,8,1.018611111,Access Bank,26,25.2,Self-Employed,Self-Employed,Savings,Savings,0,4.5,36,8.035833333,1.004479167,365,225.5902778,1804.722222,0,0,1,0.5,202,301983635,8,47:00.0,46:54.0,30000,33000,30,00:00.0,5.2526767,7.49733,,,Test,8a858e59569397d5015697f83bac10d0,8a858e59569397d5015697f83bac10d0,
2540,Bad,37.5,3,8,1.003888889,Zenith Bank,38,37.6,Permanent,Permanent,Savings,Savings,0,4.5,36,8.018055556,1.002256944,365,311.0104167,2488.083333,0,0,1,0.375,300,301994133,8,45:17.0,45:10.0,20000,22250,15,00:00.0,3.0807785,6.505318,,,Training,8a858e63599799e901599dce58322a64,8a858e63599799e901599dce58322a64,
2541,Good,87.5,7,8,1.019722222,UBA,30,29.7,Permanent,Permanent,Other,Other,0,4.5,36,8.037222222,1.004652778,365,312.53125,2500.25,0,0,1,0.875,237,301979351,8,01:51.0,00:40.0,15000,18375,30,00:00.0,3.2767531,6.5362051,,,Validation,8a858e585693982b01569cbb3e6048da,8a858e585693982b01569cbb3e6048da,
2542,Good,87.5,7,8,1.018888889,GT Bank,33,32.6,Permanent,Permanent,Other,Other,0,4.5,36,8.038333333,1.004791667,365,245.8680556,1966.944444,0,0,1,0.875,261,301959364,8,50:43.0,50:36.0,30000,39000,60,00:00.0,7.4147306,10.5361755,,Graduate,Validation,8a858eaf570f3a0a01571e1288e00047,8a858eaf570f3a0a01571e1288e00047,
2543,Good,75,6,8,1.003611111,First Bank,36,35.5,Permanent,Permanent,Savings,Savings,0,4.5,36,8.018055556,1.002256944,365,274.5104167,2196.083333,0,0,1,0.75,284,301968410,8,46:29.0,46:17.0,30000,34500,30,00:00.0,3.0422946,7.0111402,,,Validation,8a858eb4596ff919015974a667560a89,8a858eb4596ff919015974a667560a89,
2544,Bad,62.5,5,8,1.004722222,Fidelity Bank,27,26.4,Student,Student,Other,Other,0,4.5,36,8.022222222,1.002777778,365,353.59375,2828.75,0,0,1,0.625,211,301990926,8,46:08.0,46:01.0,20000,24500,30,00:00.0,5.5920589,6.2766138,,,Validation,8a858ebc572e1e3a01572f517e505dc4,8a858ebc572e1e3a01572f517e505dc4,
2545,Good,75,6,8,1.019722222,GT Bank,51,51,Self-Employed,Self-Employed,Current,Other,0,4.5,36,8.035833333,1.004479167,365,302.6458333,2421.166667,0,0,1,0.75,408,301973473,8,43:28.0,42:17.0,30000,34500,30,00:00.0,3.3687497,6.6367236,,,Training,8a858ebc572e1e3a0157486799c971bf,8a858ebc572e1e3a0157486799c971bf,
2546,Good,87.5,7,8,1.004444444,GT Bank,39,38.6,Permanent,Permanent,Savings,Savings,0,4.5,36,8.023055556,1.002881944,365,275.0173611,2200.138889,0,0,1,0.875,308,301966404,8,58:33.0,58:17.0,20000,24500,30,00:00.0,3.3702266,6.5715579,,,Training,8a858ebd590802ef01590ebd882056d6,8a858ebd590802ef01590ebd882056d6,
2547,Bad,50,4,8,1.018611111,GT Bank,30,30,Permanent,Permanent,Savings,Savings,0,4.5,36,8.049722222,1.006215278,365,291.2395833,2329.916667,0,0,1,0.5,240,301999162,8,56:07.0,56:02.0,20000,24500,30,00:00.0,3.850975,7.444346667,,,Training,8a858ec05ab27176015ab2befe283801,8a858ec05ab27176015ab2befe283801,
2548,Bad,75,6,8,1.003611111,First Bank,31,30.9,Permanent,Permanent,Savings,Savings,0,4.5,36,8.018333333,1.002291667,365,276.03125,2208.25,0,0,1,0.75,247,302001870,8,24:44.0,24:36.0,30000,39000,60,00:00.0,3.3444014,6.4668817,,,Training,8a858ec559dbb41a0159dc0a25961fa1,8a858ec559dbb41a0159dc0a25961fa1,
2549,Good,75,6,8,1.018333333,UBA,35,35.1,Permanent,Permanent,Savings,Savings,0,4.5,36,8.032222222,1.004027778,365,279.8333333,2238.666667,0,0,1,0.75,281,301994933,8,05:30.0,05:24.0,30000,34500,30,00:00.0,3.3542694,7.1319499,,,Training,8a858ec159932ece015996106bdc6ad9,8a858ec159932ece015996106bdc6ad9,
2550,Bad,62.5,5,8,1.019444444,First Bank,36,36,Permanent,Permanent,Savings,Savings,0,4.5,36,8.033333333,1.004166667,365,274.5104167,2196.083333,0,0,1,0.625,288,302000783,8,11:57.0,10:47.0,30000,34500,30,00:00.0,3.1923615,6.8321711,,,Validation,8a858ecc596e3666015977c3100a7b84,8a858ecc596e3666015977c3100a7b84,
2551,Good,87.5,7,8,1.019166667,GT Bank,38,37.6,Permanent,Permanent,Other,Other,0,4.5,36,8.034722222,1.004340278,365,289.71875,2317.75,0,0,1,0.875,301,302000346,8,27:27.0,26:18.0,30000,34500,30,00:00.0,3.4899724,6.5779495,,,Training,8a858ece586263020158649c6f303ccf,8a858ece586263020158649c6f303ccf,
2552,Good,100,8,8,1.006944444,Zenith Bank,30,30.1,Permanent,Permanent,Savings,Savings,0,4.5,36,8.021666667,1.002708333,365,279.8333333,2238.666667,0,0,1,1,241,301998285,8,23:53.0,23:46.0,30000,34500,30,00:00.0,7.4050689,9.0773741,,,Test,8a858ed359fe43b10159fe9d723f243d,8a858ed359fe43b10159fe9d723f243d,
2553,Good,75,6,8,1.005833333,GT Bank,25,25,Permanent,Permanent,Other,Other,0,4.5,36,8.022777778,1.002847222,365,297.3229167,2378.583333,0,0,1,0.75,200,301962790,8,55:59.0,55:52.0,30000,34500,30,00:00.0,3.3394918,7.134875,,Post-Graduate,Training,8a858ed457a040d30157b40881a25091,8a858ed457a040d30157b40881a25091,
2554,Good,37.5,3,8,1.019722222,Stanbic IBTC,24,23.7,Permanent,Permanent,Other,Other,0,4.5,36,8.041111111,1.005138889,365,365,2920,0,0,1,0.375,190,301985773,8,10:55.0,10:48.0,10000,13000,30,00:00.0,3.3192287,6.5426983,,,Test,8a858edb552adcfd01553533c5ea078d,8a858edb552adcfd01553533c5ea078d,
2555,Bad,75,6,8,1.02,FCMB,39,38.4,Self-Employed,Self-Employed,Other,Other,0,4.5,36,8.037222222,1.004652778,365,274.5104167,2196.083333,0,0,1,0.75,307,301966391,8,52:56.0,52:42.0,30000,34500,30,00:00.0,3.8940664,7.4473876,,Secondary,Training,8a858edf580afd5e01580b8217652c4b,8a858edf580afd5e01580b8217652c4b,
2556,Good,75,6,8,2.699722222,GT Bank,40,39.1,Self-Employed,Self-Employed,Other,Other,0,4.5,36,9.723611111,1.215451389,365,274.2569444,2194.055556,0,0,1,0.75,313,301968339,8,41:22.0,41:05.0,10000,12250,30,00:00.0,7.4531156,9.0701342,,Graduate,Test,8a858ee0560bc0770156147da1c27409,8a858ee0560bc0770156147da1c27409,
2557,Good,50,4,8,1.018888889,Access Bank,32,31.6,Permanent,Permanent,Savings,Savings,0,4.5,36,8.037222222,1.004652778,365,365,2920,0,0,1,0.5,253,301971904,8,46:18.0,46:14.0,10000,13000,30,00:00.0,3.3318086,6.459315,,,Validation,8a858ee45a1e6afb015a22a2e525677b,8a858ee45a1e6afb015a22a2e525677b,
2558,Good,100,8,8,1.011388889,Heritage Bank,46,45.6,Permanent,Permanent,Other,Other,0,4.5,36,8.030277778,1.003784722,365,257.0208333,2056.166667,0,0,1,1,365,301994766,8,24:51.0,24:44.0,30000,34500,30,00:00.0,8.535544,12.0036084,,,Test,8a858ee755a0c84a0155bec1d8244afe,8a858ee755a0c84a0155bec1d8244afe,
2559,Bad,62.5,5,8,1.018611111,First Bank,27,27.2,Permanent,Permanent,Savings,Savings,0,4.5,36,8.033055556,1.004131944,365,289.71875,2317.75,0,0,1,0.625,218,301974794,8,34:09.0,34:02.0,30000,34500,30,00:00.0,8.33873,6.0629636,,,Training,8a858eed5a476a3c015a4b0017914175,8a858eed5a476a3c015a4b0017914175,
2560,Good,75,6,8,1.018611111,Zenith Bank,31,30.5,Permanent,Permanent,Savings,Savings,0,4.5,36,8.032222222,1.004027778,365,285.15625,2281.25,0,0,1,0.75,244,301969972,8,49:26.0,49:18.0,30000,34500,30,00:00.0,3.8653711,7.4185372,,,Validation,8a858eed5a476a3c015a4b5cd1cc7a5c,8a858eed5a476a3c015a4b5cd1cc7a5c,
2561,Good,37.5,3,8,3.966388889,GT Bank,49,48.3,Self-Employed,Self-Employed,Other,Other,0,4.5,36,11.00166667,1.375208333,365,330.78125,2646.25,0,0,1,0.375,387,301998099,8,56:58.0,55:49.0,20000,24500,30,00:00.0,3.7055958,6.8803114,,,Validation,8a858eef55548905015569ca99fe1368,8a858eef55548905015569ca99fe1368,
2562,Good,37.5,3,8,1.018611111,Wema Bank,43,43,Permanent,Permanent,Savings,Savings,0,4.5,36,8.050833333,1.006354167,365,329.2604167,2634.083333,0,0,1,0.375,344,301977148,8,22:18.0,22:11.0,15000,16687.5,15,00:00.0,3.0761816,6.5206408,,Graduate,Training,8a858eef5554890501555868a7475f44,8a858eef5554890501555868a7475f44,
2563,Good,37.5,3,8,1.019444444,GT Bank,29,28.9,Permanent,Permanent,Savings,Savings,0,4.5,36,8.036666667,1.004583333,365,274.5104167,2196.083333,0,0,1,0.375,231,301972678,8,47:14.0,46:04.0,30000,34500,30,00:00.0,3.3333825,7.1453259,,,Training,8a858ef258d4a48b0158e998c5794c1c,8a858ef258d4a48b0158e998c5794c1c,
2564,Good,62.5,5,8,1.002777778,Stanbic IBTC,40,39.6,Permanent,Permanent,Savings,Savings,0,4.5,36,8.016666667,1.002083333,365,279.8333333,2238.666667,0,0,1,0.625,316,302001114,8,17:25.0,17:16.0,30000,34500,30,00:00.0,3.4220739,6.7474502,,,Training,8a858ef7598334a2015983e07e9e3a2d,8a858ef7598334a2015983e07e9e3a2d,
2565,Good,62.5,5,8,1.02,Zenith Bank,28,27.4,Permanent,Permanent,Other,Other,0,4.5,36,8.068333333,1.008541667,365,348.2708333,2786.166667,0,0,1,0.625,219,301991570,8,15:21.0,15:13.0,10000,11500,15,00:00.0,6.9160394,5.1663469,,,Training,8a858efb54ccb4820154cd9a41672ee0,8a858efb54ccb4820154cd9a41672ee0,
2566,Good,25,2,8,1.003888889,FCMB,42,42.1,Self-Employed,Self-Employed,Savings,Savings,0,4.5,36,8.018055556,1.002256944,365,325.4583333,2603.666667,0,0,1,0.25,337,301968674,8,08:05.0,07:59.0,20000,24500,30,00:00.0,3.3385867,6.5931655,,,Training,8a858eff55a090650155c536388d2f1b,8a858eff55a090650155c536388d2f1b,
2567,Good,100,8,8,1.018333333,First Bank,37,36.4,,Unknown,Savings,Savings,0,4.5,36,8.035277778,1.004409722,365,279.8333333,2238.666667,0,0,1,1,291,301973542,8,23:40.0,23:35.0,30000,34500,30,00:00.0,6.6928014,7.8085658,,,Training,8a858f0d5a859ac0015a88c53e791cad,8a858f0d5a859ac0015a88c53e791cad,
2568,Good,50,4,8,1.004444444,GT Bank,36,35.4,Permanent,Permanent,Savings,Savings,0,4.5,36,8.023055556,1.002881944,365,331.5416667,2652.333333,0,0,1,0.5,283,301964788,8,39:01.0,38:47.0,10000,13000,30,00:00.0,7.3346092,9.1556516,,,Validation,8a858f0d58a18ebc0158b4c0607f4bfc,8a858f0d58a18ebc0158b4c0607f4bfc,
2569,Bad,75,6,8,1.005,GT Bank,27,27.3,Permanent,Permanent,Savings,Savings,0,4.5,36,8.016944444,1.002118056,365,292,2336,0,0,1,0.75,218,301962806,8,03:08.0,03:02.0,20000,24500,30,00:00.0,3.3825141,6.4766087,,,Validation,8a858f0e5a6171ba015a64e154820783,8a858f0e5a6171ba015a64e154820783,
2570,Good,87.5,7,8,1.004444444,GT Bank,40,40.2,Permanent,Permanent,Other,Other,0,4.5,36,8.019444444,1.002430556,365,302.6458333,2421.166667,0,0,1,0.875,321,301983113,8,12:06.0,12:00.0,30000,34500,30,00:00.0,3.416,6.4351,,Post-Graduate,Training,8a858f0056b7cf8e0156b9bfbb2066fd,8a858f0056b7cf8e0156b9bfbb2066fd,
2571,Good,100,8,8,1.010833333,First Bank,49,48.1,Self-Employed,Self-Employed,Savings,Savings,0,4.5,36,8.029444444,1.003680556,365,240.2916667,1922.333333,0,0,1,1,385,301969961,8,36:11.0,35:56.0,30000,34500,30,00:00.0,3.3052607,6.528776,,,Validation,8a858f0056b7cf8e0156c3d05ee2250a,8a858f0056b7cf8e0156c3d05ee2250a,
2572,Bad,50,4,8,1.020277778,Zenith Bank,28,27.5,Permanent,Permanent,Other,Other,0,4.5,36,8.040555556,1.005069444,365,365,2920,0,0,1,0.5,220,301983085,8,58:45.0,57:32.0,10000,13000,30,00:00.0,7.5750023,9.0151792,,,Test,8a858f0056b7cf8e0156c16478137a36,8a858f0056b7cf8e0156c16478137a36,
2573,Bad,62.5,5,8,1.019444444,GT Bank,25,24.7,,Unknown,Savings,Savings,0,4.5,36,8.048333333,1.006041667,365,239.7847222,1918.277778,0,0,1,0.625,197,301965774,8,54:02.0,53:32.0,30000,34500,30,00:00.0,5.1055918,7.3384443,,,Validation,8a858f01588603fa01589057d59a49a4,8a858f01588603fa01589057d59a49a4,
2574,Good,87.5,7,8,1.018611111,First Bank,31,30.4,Permanent,Permanent,Other,Other,0,4.5,36,8.037777778,1.004722222,365,246.1215278,1968.972222,0,0,1,0.875,244,301984228,8,39:05.0,38:59.0,30000,34500,30,00:00.0,3.5284895,6.4562162,,,Training,8a858f0455d9feaf0155e4f43181412f,8a858f0455d9feaf0155e4f43181412f,
2575,Good,62.5,5,8,1.018333333,Stanbic IBTC,39,38.6,Permanent,Permanent,Other,Other,0,4.5,36,8.043888889,1.005486111,365,231.9270833,1855.416667,0,0,1,0.625,309,301963974,8,55:49.0,55:44.0,40000,44000,30,00:00.0,3.3444014,6.63739,,,Training,8a858f0456511c94015651febebc3c0d,8a858f0456511c94015651febebc3c0d,
2576,Good,75,6,8,1.004722222,First Bank,46,45.6,Self-Employed,Self-Employed,Other,Other,0,4.5,36,8.019722222,1.002465278,365,268.4270833,2147.416667,0,0,1,0.75,364,301987497,8,54:13.0,54:07.0,30000,34500,30,00:00.0,3.8749163,7.3442968,,Graduate,Validation,8a858f0656b7820c0156bd08609f17a2,8a858f0656b7820c0156bd08609f17a2,
2577,Good,100,8,8,1.018611111,GT Bank,34,33.5,Permanent,Permanent,Savings,Savings,0,4.5,36,8.041388889,1.005173611,365,269.1875,2153.5,0,0,1,1,268,301958758,8,32:38.0,31:31.0,30000,34500,30,00:00.0,5.1883451,5.6017045,,,Test,8a858f2d5853901a01585805b6e47e3d,8a858f2d5853901a01585805b6e47e3d,
2578,Good,62.5,5,8,1.011388889,GT Bank,31,30.5,Permanent,Permanent,Savings,Savings,0,4.5,36,8.031388889,1.003923611,365,339.1458333,2713.166667,0,0,1,0.625,244,301972431,8,22:47.0,22:42.0,10000,12250,30,00:00.0,3.3487798,6.6023192,,,Validation,8a858f3e5885ffa301588ee171d761d8,8a858f3e5885ffa301588ee171d761d8,
2579,Bad,50,4,8,1.018333333,UBA,22,22.1,Student,Student,Other,Other,0,4.5,36,8.032222222,1.004027778,365,284.9027778,2279.222222,0,0,1,0.5,176,301983050,8,25:51.0,25:44.0,15000,17250,30,00:00.0,5.2526915,7.7112243,,,Training,8a858f4b55df0f530155ef9862fb1b92,8a858f4b55df0f530155ef9862fb1b92,
2580,Good,50,4,8,1.372777778,Diamond Bank,24,23.8,Self-Employed,Self-Employed,Savings,Savings,0,4.5,36,8.406944444,1.050868056,365,365,2920,0,0,1,0.5,190,301971894,8,40:27.0,40:21.0,10000,13000,30,00:00.0,5.6985624,5.8797845,,,Test,8a858f5a57519e480157608691d3558d,8a858f5a57519e480157608691d3558d,
2581,Good,100,8,8,1.026666667,GT Bank,29,28.9,Permanent,Permanent,Savings,Savings,0,4.5,36,8.056111111,1.007013889,365,289.71875,2317.75,0,0,1,1,231,301975167,8,37:27.0,37:21.0,30000,39000,60,00:00.0,3.3244867,6.6273946,,,Test,8a858f5e5992fa95015994d38cc67941,8a858f5e5992fa95015994d38cc67941,
2582,Good,50,4,8,1.018333333,Keystone Bank,31,30.8,Self-Employed,Self-Employed,Other,Other,0,4.5,36,8.041388889,1.005173611,365,302.6458333,2421.166667,0,0,1,0.5,246,301988966,8,00:59.0,00:51.0,30000,39000,60,00:00.0,3.2798974,6.4749497,,Graduate,Test,8a858f5e5566567d0155690345430c02,8a858f5e5566567d0155690345430c02,
2583,Good,87.5,7,8,1.005555556,Zenith Bank,27,26.6,Self-Employed,Self-Employed,Other,Other,0,4.5,36,8.024722222,1.003090278,365,243.5868056,1948.694444,0,0,1,0.875,213,301966182,8,37:09.0,37:03.0,25000,27500,30,00:00.0,7.0408905,5.7946838,,Graduate,Training,8a858f6c570f2d660157238b0c4a1bdd,8a858f6c570f2d660157238b0c4a1bdd,
2584,Good,100,8,8,1.025555556,Diamond Bank,27,27.2,Permanent,Permanent,Savings,Savings,0,4.5,36,8.0425,1.0053125,365,285.9166667,2287.333333,0,0,1,1,217,302001752,8,01:52.0,00:20.0,15000,17250,30,00:00.0,3.1914976,6.6626789,,,Training,8a858f7a58c218eb0158c8e76932370e,8a858f7a58c218eb0158c8e76932370e,
2585,Good,100,8,8,1.003055556,GT Bank,29,28.9,Permanent,Permanent,Other,Other,0,4.5,36,8.015833333,1.001979167,365,307.96875,2463.75,0,0,1,1,231,301969110,8,23:48.0,23:43.0,30000,34500,30,00:00.0,8.6713276,9.0830135,,,Test,8a858f7e564ad338015654d3a5c242a5,8a858f7e564ad338015654d3a5c242a5,
2586,Bad,25,2,8,1.004444444,GT Bank,31,30.7,Permanent,Permanent,Other,Other,0,4.5,36,8.020833333,1.002604167,365,308.7291667,2469.833333,0,0,1,0.25,245,301977598,8,15:10.0,15:03.0,20000,24500,30,00:00.0,5.2143903,7.2626867,,Graduate,Training,8a858f8a558227f20155862e521949ca,8a858f8a558227f20155862e521949ca,
2587,Bad,50,4,8,1.018611111,GT Bank,38,37.3,Self-Employed,Self-Employed,Other,Other,0,4.5,36,8.035555556,1.004444444,365,204.8055556,1638.444444,0,0,1,0.5,299,301985641,8,14:39.0,14:31.0,40000,48000,60,00:00.0,3.381785,7.120685,,,Validation,8a858f9c56aaf37d0156b7221dc522d4,8a858f9c56aaf37d0156b7221dc522d4,
2588,Good,100,8,8,1.018611111,Skye Bank,44,43.4,Permanent,Permanent,Savings,Savings,0,4.5,36,8.034444444,1.004305556,365,273.4965278,2187.972222,0,0,1,1,347,301983622,8,43:07.0,42:00.0,30000,34500,30,00:00.0,3.0180403,6.9172694,,,Validation,8a858f365b2547f3015b2fa36f67322c,8a858f365b2547f3015b2fa36f67322c,
2589,Good,100,8,8,1.018611111,FCMB,36,35.9,,Unknown,Savings,Savings,0,4.5,36,8.0475,1.0059375,365,263.1041667,2104.833333,0,0,1,1,287,301973344,8,25:39.0,25:34.0,30000,34500,30,00:00.0,3.2467533,6.706135,,,Training,8a858f435aa9712e015aa9e8e9735ca6,8a858f435aa9712e015aa9e8e9735ca6,
2590,Bad,87.5,7,8,1.018611111,GT Bank,36,35.6,Permanent,Permanent,Savings,Savings,0,4.5,36,8.033055556,1.004131944,365,274.5104167,2196.083333,0,0,1,0.875,285,301997122,8,46:31.0,46:23.0,30000,39000,60,00:00.0,8.5770808,11.9695207,,,Validation,8a858f445a4c929e015a4ca09cf50f44,8a858f445a4c929e015a4ca09cf50f44,
2591,Good,100,8,8,1.019444444,Diamond Bank,35,35.3,,Unknown,Savings,Savings,0,4.5,36,8.036666667,1.004583333,365,285.15625,2281.25,0,0,1,1,282,301984503,8,30:18.0,29:08.0,30000,34500,30,00:00.0,3.2651634,6.5781755,,,Training,8a858f725b49c0c0015b4a967c8421b2,8a858f725b49c0c0015b4a967c8421b2,
