ROW_ID,good_bad_flag,bank_name_clients,DurApproval Groups,AgeAtTimeofLoan Groups 2_25thPctile,DemoCreditRating,termdays,employment_status_clients_Risk,employment_status_clients_reference_only,level_of_education_clients_Risk,level_of_education_clients_reference_only,referral,bank_account_type_recode,loanamount Groups,approveddate,creationdate,DurApproval,loanamount,totaldue,Interestrate,birthdate,AgeAtTimeofLoan,longitude_gps,latitude_gps,customerid,systemloanid,bank_account_type,employment_status_clients_Risk 2,level_of_education_clients 2,Validation,termdays 2,loannumber
3122,Bad,Zenith Bank,61.13 - High,36 - High,9,15,High,Unknown,High,,No,Savings,Norm,08:54.0,07:43.0,61.18333333,10000,11500,365,00:00.0,53,3.3113851,6.505618,8a858f545908094b01591c9388130f5d,301961930,Savings,3,3,Validation,Short,1
3123,Good,Keystone Bank,Low - 60.17,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,49:29.0,49:20.0,60.15,10000,11500,365,00:00.0,28,3.2949539,6.6100043,8a858f545908094b01591185749d6f25,301799402,Savings,1,3,Test,Short,1
3124,Good,EcoBank,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,12:52.0,12:34.0,60.3,10000,13000,365,00:00.0,38,7.2702164,9.0007668,8a858f545908094b0159122a4ef57509,301776149,Savings,1,3,Training,Norm,1
3125,Good,First Bank,Low - 60.17,Low - 28,9,30,High,Student,High,,No,Savings,Norm,39:46.0,39:38.0,60.13333333,10000,13000,365,00:00.0,21,3.912032,7.3967669,8a858f545908094b0159148a350904a2,301777379,Savings,3,3,Test,Norm,1
3126,Bad,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,Permanent,High,,No,Other,Norm,08:16.0,07:09.0,61.11666667,10000,11500,365,00:00.0,25,3.4911307,6.4364401,8a858f615623747d01562c548649609d,301938907,Other,1,3,Test,Short,1
3127,Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,38:00.0,37:51.0,60.15,10000,13000,365,00:00.0,32,3.8632213,7.4509755,8a858f615623747d015626ce7f865d2e,301661194,Savings,1,3,Test,Norm,1
3128,Good,GT Bank,60.17 - 60.23,28 - 32,6,15,Med,Self-Employed,High,,No,Savings,Norm,28:45.0,28:34.0,60.18333333,10000,11500,365,00:00.0,29,3.3567631,6.6784427,8a858f615623747d015626ec13826718,301661180,Savings,2,3,Training,Short,1
3129,Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,Permanent,High,,No,Other,Norm,56:11.0,56:04.0,60.11666667,10000,13000,365,00:00.0,28,4.7033444,8.1454606,8a858f155554552501555b1f0b681e93,301635015,Other,1,3,Training,Norm,1
3130,Good,Zenith Bank,Low - 60.17,28 - 32,2,30,Low,Permanent,Med,Secondary,No,Savings,Norm,58:50.0,58:43.0,60.11666667,10000,13000,365,00:00.0,31,6.3979543,5.0350996,8a858f155554552501555e01e57a0269,301633980,Savings,1,2,Training,Norm,1
3131,Good,First Bank,60.17 - 60.23,Low - 28,2,30,Low,Permanent,Med,Secondary,No,Other,Norm,17:21.0,17:10.0,60.18333333,10000,13000,365,00:00.0,26,3.6634329,6.4660258,8a858f605623784501562ba579fb44dd,301674363,Other,1,2,Training,Norm,1
3132,Good,Standard Chartered,Low - 60.17,Low - 28,3,30,Low,Permanent,High,,No,Other,Norm,24:04.0,23:57.0,60.11666667,10000,13000,365,00:00.0,23,3.3532182,6.5546844,8a858f615578136301557e762f974b9f,301637461,Other,1,3,Test,Norm,1
3133,Good,GT Bank,61.13 - High,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,03:53.0,02:42.0,61.18333333,10000,11500,365,00:00.0,30,4.5978342,8.4920407,8a858f735922163501592b85494d1ab0,301839883,Savings,1,3,Training,Short,1
3134,Good,GT Bank,Low - 60.17,28 - 32,9,30,High,Unknown,High,,No,Savings,Norm,13:58.0,13:51.0,60.11666667,10000,13000,365,00:00.0,29,3.9258717,7.5156067,8a858f735922163501592c4f0de93a51,301783187,Savings,3,3,Validation,Norm,1
3135,Good,GT Bank,60.17 - 60.23,36 - High,1,30,Low,Permanent,Low,Graduate,No,Other,Norm,52:44.0,52:32.0,60.2,10000,13000,365,00:00.0,39,3.2742589,6.5653626,8a858f955775750801577ba5e370562e,301759129,Other,1,1,Validation,Norm,1
3136,Bad,First Bank,60.17 - 60.23,28 - 32,2,30,Med,Self-Employed,Low,Graduate,No,Savings,Norm,17:54.0,17:41.0,60.21666667,10000,13000,365,00:00.0,31,3.99872,7.439825,8a858f6155781363015588da6be85231,301672172,Savings,2,1,Test,Norm,1
3137,Good,GT Bank,Low - 60.17,Low - 28,3,30,Low,Permanent,High,,No,Other,Norm,39:23.0,39:14.0,60.15,10000,13000,365,00:00.0,23,3.4282253,6.445712,8a858f6155781363015589cc40185843,301638728,Other,1,3,Validation,Norm,1
3138,Good,Stanbic IBTC,60.17 - 60.23,28 - 32,3,30,Low,Permanent,High,,No,Other,Norm,30:15.0,30:03.0,60.2,10000,13000,365,00:00.0,30,4.510403,8.447444,8a858f6858860440015891d0a7824f30,301764449,Current,1,3,Training,Norm,1
3139,Bad,UBA,61.13 - High,Low - 28,9,30,High,Unknown,High,,No,Savings,Norm,58:18.0,44:16.0,74.03333333,10000,13000,365,00:00.0,28,6.1106374,4.9777265,8a858f7359221635015922db9f9c2653,301778440,Savings,3,3,Training,Norm,1
3140,Bad,UBA,60.17 - 60.23,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,04:52.0,04:41.0,60.18333333,10000,13000,365,00:00.0,33,3.4364756,6.4328905,8a858f9956237491015627aff60128c9,301868462,Savings,1,3,Test,Norm,1
3141,Bad,UBA,60.23 - 61.13,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,52:48.0,51:40.0,61.13333333,10000,13000,365,00:00.0,27,5.6349017,6.2702867,8a858f15555455250155593c822b45f0,301934487,Savings,1,3,Training,Norm,1
3142,Good,Stanbic IBTC,Low - 60.17,28 - 32,1,15,Low,Permanent,Low,Graduate,No,Other,Norm,36:03.0,35:56.0,60.11666667,10000,11500,365,00:00.0,31,3.2367526,7.0301684,8a858f155554552501555588ca2b3b40,301633289,Other,1,1,Validation,Short,1
3143,Good,FCMB,Low - 60.17,36 - High,3,15,Low,Permanent,High,,No,Savings,Norm,35:13.0,35:03.0,60.16666667,10000,11500,365,00:00.0,38,5.2071219,7.2298362,8a858f60562378450156250366f10f86,301799564,Savings,1,3,Validation,Short,1
3144,Bad,Zenith Bank,60.17 - 60.23,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,59:47.0,59:36.0,60.18333333,10000,11500,365,00:00.0,32,3.9328862,7.4150444,8a858f68588604400158968766d72335,301764075,Savings,1,3,Validation,Short,1
3145,Good,GT Bank,60.23 - 61.13,36 - High,6,15,Med,Self-Employed,High,,No,Other,Norm,41:25.0,41:09.0,60.26666667,10000,11500,365,00:00.0,36,3.3371601,6.6341039,8a858f155554552501555685429f4905,301633371,Other,2,3,Validation,Short,1
3146,Good,First Bank,Low - 60.17,28 - 32,3,30,Low,Permanent,High,,Yes,Savings,Norm,30:02.0,29:56.0,60.1,10000,13000,365,00:00.0,30,3.4853446,6.6470949,8a858fa05b62bcf3015b62c49d9b067c,301882745,Savings,1,3,Validation,Norm,1
3147,Good,GT Bank,61.13 - High,Low - 28,3,15,Low,Permanent,High,,Yes,Savings,Norm,39:53.0,38:43.0,61.16666667,10000,11500,365,00:00.0,26,3.4640849,6.4451699,8a858fa05c82907b015c82d5933a2b8a,301971056,Savings,1,3,Training,Short,1
3148,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,Yes,Savings,Norm,15:05.0,13:57.0,61.13333333,10000,13000,365,00:00.0,33,3.9099304,7.4842824,8a858fa05c111612015c117471cb30c1,301941030,Savings,1,3,Training,Norm,1
3149,Bad,GT Bank,60.23 - 61.13,Low - 28,9,15,High,Unknown,High,,No,Savings,Norm,03:02.0,01:54.0,61.13333333,10000,11500,365,00:00.0,26,7.4288404,9.0514301,8a858fa05cf48427015cf4b17c751e5f,301957202,Savings,3,3,Test,Short,1
3150,Good,Fidelity Bank,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,Yes,Savings,Norm,18:28.0,17:20.0,61.13333333,10000,11500,365,00:00.0,28,8.5349378,12.0265716,8a858fa05cf48427015cf4d2ebec2db5,301956679,Savings,1,3,Validation,Short,1
3151,Good,GT Bank,61.13 - High,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,03:52.0,02:37.0,61.25,10000,11500,365,00:00.0,29,3.3948216,6.6206114,8a858fa05cf48427015cf87f3c491e8b,301971820,Savings,1,3,Test,Short,1
3152,Good,GT Bank,61.13 - High,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,38:40.0,37:30.0,61.16666667,10000,13000,365,00:00.0,49,7.5283502,9.0524485,8a858fa05cf48427015cf841cd9a7973,301957398,Savings,1,3,Test,Norm,1
3153,Good,GT Bank,60.17 - 60.23,36 - High,3,15,Low,Permanent,High,,No,Other,Norm,11:15.0,11:03.0,60.2,10000,11500,365,00:00.0,40,3.4871823,6.4323097,8a858fa057e2a0a50157e2a506a70353,301747360,Other,1,3,Validation,Short,1
3154,Good,GT Bank,60.23 - 61.13,32 - 36,1,15,Low,Permanent,Low,Graduate,No,Other,Norm,19:34.0,19:19.0,60.25,10000,11500,365,00:00.0,32,3.3660802,6.6491747,8a858fa057e2a0a50157e7650d8903fb,301747877,Other,1,1,Training,Short,1
3155,Good,EcoBank,60.23 - 61.13,Low - 28,1,30,Low,Permanent,Low,Graduate,No,Savings,Norm,08:04.0,07:12.0,60.86666667,10000,13000,365,00:00.0,25,8.5207832,7.7101614,8a858fa057e2a0a50157e87651495c74,301748047,Savings,1,1,Validation,Norm,1
3156,Bad,First Bank,60.23 - 61.13,36 - High,2,30,Med,Self-Employed,Low,Post-Graduate,No,Other,Norm,52:49.0,52:33.0,60.26666667,10000,13000,365,00:00.0,40,7.4316336,9.0228845,8a858fa057e2a0a50157ec721ce6096c,301748207,Other,2,1,Training,Norm,1
3157,Good,Sterling Bank,60.17 - 60.23,Low - 28,1,15,Low,Permanent,Low,Graduate,No,Savings,Norm,51:59.0,51:45.0,60.23333333,10000,11500,365,00:00.0,25,7.032201,6.1152036,8a858fa057e2a0a50157f1ffa5f228a0,301748620,Savings,1,1,Validation,Short,1
3158,Bad,Fidelity Bank,60.23 - 61.13,Low - 28,9,30,High,Student,High,,No,Savings,Norm,02:20.0,02:05.0,60.25,10000,13000,365,00:00.0,26,7.4000517,6.8739083,8a858fa05908043801590ced4e786bd6,301775774,Savings,3,3,Training,Norm,1
3159,Good,Fidelity Bank,60.23 - 61.13,36 - High,9,30,High,Unknown,High,,No,Savings,Norm,48:33.0,48:18.0,60.25,10000,13000,365,00:00.0,39,3.3359009,7.1274982,8a858fa05908043801590d3c3a4e6f83,301776156,Savings,3,3,Training,Norm,1
3160,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,17:43.0,17:27.0,60.26666667,10000,13000,365,00:00.0,37,3.2409216,6.5670766,8a858fa05908043801590d4b1887715d,301775802,Savings,1,3,Training,Norm,1
3161,Bad,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,21:24.0,21:10.0,60.23333333,10000,11500,365,00:00.0,30,3.37899,6.498335,8a858fa05908043801591da2a68b288d,301797246,Savings,1,3,Validation,Short,1
3162,Good,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,07:59.0,07:47.0,60.2,10000,11500,365,00:00.0,32,3.3199917,6.6524136,8a858fa15b3443a1015b3460fbef252e,301853394,Savings,1,3,Training,Short,1
3163,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,Yes,Savings,Norm,26:52.0,25:44.0,61.13333333,10000,13000,365,00:00.0,40,4.4920481,8.4683092,8a858fa15c8ceaaa015c8d79c65f4f86,301940563,Savings,1,3,Test,Norm,1
3164,Bad,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,18:39.0,18:16.0,60.38333333,10000,13000,365,00:00.0,35,3.3412529,6.4812047,8a858fa25a84fe3b015a852ea1d02175,301828287,Savings,1,3,Training,Norm,1
3165,Good,Diamond Bank,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,56:40.0,56:23.0,60.28333333,10000,13000,365,00:00.0,40,6.2745432,4.9358492,8a858fa25bd92c20015bda1a38cf5a24,301891806,Savings,1,3,Training,Norm,1
3166,Good,GT Bank,Low - 60.17,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,54:54.0,54:44.0,60.16666667,10000,13000,365,00:00.0,39,3.3930053,6.5367651,8a858fa25bd92c20015bda335e175efb,301891878,Savings,1,3,Training,Norm,1
3167,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,Yes,Savings,Norm,33:55.0,32:48.0,61.11666667,10000,13000,365,00:00.0,33,3.3380867,6.5636083,8a858fa25bd92c20015bdce8b15b239b,301913602,Savings,1,3,Validation,Norm,1
3168,Bad,First Bank,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,24:52.0,24:37.0,60.25,10000,13000,365,00:00.0,31,3.2827275,6.648139,8a858fa25bd92c20015bdec1e1616d76,301895821,Savings,1,3,Validation,Norm,1
3169,Bad,Zenith Bank,60.23 - 61.13,28 - 32,9,30,High,Unknown,High,,No,Savings,Norm,08:14.0,07:06.0,61.13333333,10000,13000,365,00:00.0,32,3.3330677,6.4948986,8a858fa25bd92c20015be4e23fd81404,301908124,Savings,3,3,Test,Norm,1
3170,Good,Union Bank,60.17 - 60.23,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,14:16.0,14:04.0,60.2,10000,11500,365,00:00.0,29,3.3692816,6.5139607,8a858fa25bd92c20015be42eb4d77cbb,301895130,Savings,1,3,Test,Short,1
3171,Good,GT Bank,60.17 - 60.23,Low - 28,9,30,High,Unknown,High,,No,Savings,Norm,38:33.0,38:21.0,60.2,10000,13000,365,00:00.0,26,-95.7370579,29.7846221,8a858fa25bd92c20015be258fc2f3a87,301893707,Savings,3,3,Validation,Norm,1
3172,Good,Access Bank,60.23 - 61.13,36 - High,9,30,High,Unknown,High,,No,Savings,Norm,57:31.0,57:15.0,60.26666667,10000,13000,365,00:00.0,39,3.9915101,7.3840518,8a858fa25bd92c20015be332daa35ecf,301895987,Savings,3,3,Test,Norm,1
3173,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,17:26.0,16:24.0,61.03333333,10000,13000,365,00:00.0,37,3.4953804,6.7034102,8a858fa25bd92c20015be6644ca22cff,301907205,Savings,1,3,Training,Norm,1
3174,Good,UBA,61.13 - High,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,01:00.0,13:13.0,107.7833333,10000,13000,365,00:00.0,35,5.6793267,6.259365,8a858fa25be814a2015be81e409d0a14,301895590,Savings,1,3,Training,Norm,1
3175,Good,UBA,61.13 - High,36 - High,3,30,Low,Permanent,High,,No,Other,Norm,13:07.0,11:58.0,61.15,10000,13000,365,00:00.0,46,4.52556,8.4774533,8a858fa25c120898015c15c3d3804d2a,301930094,Current,1,3,Validation,Norm,1
3176,Good,UBA,61.13 - High,32 - 36,3,15,Low,Permanent,High,,Yes,Savings,Norm,02:57.0,01:42.0,61.25,10000,11500,365,00:00.0,33,3.3609174,6.6059279,8a858fa25c120898015c15cdcecb5495,301911092,Savings,1,3,Training,Short,1
3177,Good,First Bank,61.13 - High,36 - High,3,30,Low,Permanent,High,,Yes,Savings,Norm,14:57.0,13:45.0,61.2,10000,13000,365,00:00.0,43,7.413633,10.4688264,8a858fa25c120898015c16abe1cb45f4,301911692,Savings,1,3,Validation,Norm,1
3178,Bad,First Bank,Low - 60.17,32 - 36,3,15,Low,Permanent,High,,No,Savings,Norm,51:42.0,51:34.0,60.13333333,10000,11500,365,00:00.0,35,7.24269,5.4380717,8a858fa25c120898015c132919e544fc,301979340,Savings,1,3,Test,Short,1
3179,Good,Access Bank,60.23 - 61.13,28 - 32,9,30,High,Unknown,High,,No,Savings,Norm,43:14.0,42:06.0,61.13333333,10000,13000,365,00:00.0,31,4.6011333,8.4825367,8a858fa25cfa127c015cfa25cc64082f,301959929,Savings,3,3,Training,Norm,1
3180,Good,GT Bank,60.23 - 61.13,36 - High,9,30,High,Unknown,High,,No,Savings,Norm,38:58.0,37:50.0,61.13333333,10000,13000,365,00:00.0,39,3.3170162,6.605567,8a858fa25cfa127c015cfc1e527253b5,301958522,Savings,3,3,Training,Norm,1
3181,Bad,Fidelity Bank,60.23 - 61.13,32 - 36,9,15,High,Unknown,High,,No,Savings,Norm,53:03.0,51:55.0,61.13333333,10000,11500,365,00:00.0,36,3.4896385,6.6828144,8a858fa25cfa127c015cfe948bf927b7,301959094,Savings,3,3,Test,Short,1
3182,Good,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,06:19.0,06:08.0,60.18333333,10000,13000,365,00:00.0,26,3.619089,6.4656766,8a858fa45bd95e9a015bdd6141823e52,301892471,Savings,1,3,Training,Norm,1
3183,Bad,GT Bank,60.17 - 60.23,36 - High,3,30,Low,Permanent,High,,Yes,Savings,Norm,30:58.0,30:47.0,60.18333333,10000,13000,365,00:00.0,45,7.5010263,9.0478276,8a858fa45bd95e9a015bdd6768893f4d,301892566,Savings,1,3,Validation,Norm,1
3184,Good,GT Bank,Low - 60.17,28 - 32,9,30,High,Unknown,High,,Yes,Savings,Norm,12:07.0,11:57.0,60.16666667,10000,13000,365,00:00.0,28,6.1440717,6.7416283,8a858fa45bd95e9a015bde4d41406ebf,301892839,Savings,3,3,Training,Norm,1
3185,Bad,First Bank,60.17 - 60.23,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,10:06.0,09:52.0,60.23333333,10000,13000,365,00:00.0,38,8.7654994,9.9226476,8a858fa45bd95e9a015be29a6b136061,301893818,Savings,1,3,Validation,Norm,1
3186,Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,34:23.0,34:10.0,60.21666667,10000,13000,365,00:00.0,35,3.4320398,6.4534474,8a858fa45bd95e9a015be40e410c1ad4,301919896,Savings,1,3,Validation,Norm,1
3187,Good,Zenith Bank,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,39:39.0,38:31.0,61.13333333,10000,11500,365,00:00.0,31,3.5159825,6.7062641,8a858fa45bd95e9a015be131cdec35a8,301912857,Savings,1,3,Validation,Short,1
3188,Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,35:12.0,34:04.0,61.13333333,10000,13000,365,00:00.0,28,3.5953494,6.4608568,8a858fa45bd95e9a015be26937475887,301913331,Savings,1,3,Training,Norm,1
3189,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,05:41.0,04:33.0,61.13333333,10000,13000,365,00:00.0,42,3.3432933,6.6725638,8a858fa55acd8061015ad0b778b013ea,301838507,Savings,1,3,Test,Norm,1
3190,Good,Zenith Bank,61.13 - High,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,16:56.0,15:37.0,61.31666667,10000,13000,365,00:00.0,27,8.3475513,4.9696443,8a858fa55acd8061015ad15eb8b47940,301838675,Savings,1,3,Validation,Norm,1
3191,Good,First Bank,60.17 - 60.23,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,08:02.0,07:50.0,60.2,10000,13000,365,00:00.0,34,3.8743354,7.4196275,8a858fa55b623a05015b623bb10001c6,301868316,Savings,1,3,Test,Norm,1
3192,Bad,First Bank,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,39:41.0,38:34.0,61.11666667,10000,13000,365,00:00.0,29,3.2919194,6.6412192,8a858fa55cc5dbbc015cc64148393bd5,301945302,Savings,1,3,Validation,Norm,1
3193,Good,GT Bank,61.13 - High,32 - 36,9,15,High,Unknown,High,,No,Savings,Norm,19:40.0,18:31.0,61.15,10000,11500,365,00:00.0,35,5.1782305,7.2591948,8a858fa55d37a570015d38332887360d,301975210,Savings,3,3,Training,Short,1
3194,Good,Zenith Bank,60.17 - 60.23,36 - High,3,30,Low,Permanent,High,,Yes,Savings,Norm,45:37.0,45:25.0,60.2,10000,13000,365,00:00.0,45,3.3534249,6.621898,8a858fa65c7d5535015c7d5ba8a106d6,301928853,Savings,1,3,Test,Norm,1
3195,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,33:22.0,33:07.0,60.25,10000,11500,365,00:00.0,31,7.4953948,9.0308354,8a858fa85bd87d41015bd887ed650718,301891247,Savings,1,3,Validation,Short,1
3196,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,27:43.0,26:35.0,61.13333333,10000,11500,365,00:00.0,25,3.5879118,6.9037929,8a858fa85bd87d41015bd8893799080c,301950742,Savings,1,3,Validation,Short,1
3197,Good,UBA,60.23 - 61.13,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,33:26.0,32:46.0,60.66666667,10000,13000,365,00:00.0,27,5.2118247,7.2575674,8a858fa85bf7d621015bf7d690b9006e,301902746,Savings,1,3,Training,Norm,1
3198,Good,Diamond Bank,Low - 60.17,28 - 32,3,15,Low,Permanent,High,,Yes,Savings,Norm,40:56.0,40:50.0,60.1,10000,11500,365,00:00.0,31,3.8413521,7.427718,8a858fa95b631878015b662ca5b446cf,301871465,Savings,1,3,Validation,Short,1
3199,Bad,GT Bank,60.17 - 60.23,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,05:12.0,04:58.0,60.23333333,10000,11500,365,00:00.0,28,3.3935864,6.4869916,8a858fa95b631878015b6401c15973f3,301905184,Savings,1,3,Test,Short,1
3200,Good,First Bank,60.17 - 60.23,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,04:58.0,04:47.0,60.18333333,10000,13000,365,00:00.0,28,5.7872427,7.5262206,8a858fa95b631878015b66433dee52c9,301866769,Savings,1,3,Validation,Norm,1
3201,Good,Stanbic IBTC,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,13:30.0,13:12.0,60.3,10000,13000,365,00:00.0,36,5.7081017,6.3797026,8a858fa95b631878015b6361346f403a,301900593,Savings,1,3,Training,Norm,1
3202,Good,Access Bank,60.23 - 61.13,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,15:37.0,14:44.0,60.88333333,10000,11500,365,00:00.0,21,7.4918243,9.0286167,8a858fa95c695f85015c6ad88de2572d,301925601,Savings,1,3,Training,Short,1
3203,Good,EcoBank,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,35:38.0,35:18.0,60.33333333,10000,11500,365,00:00.0,30,5.2213745,7.2127604,8a858fa95c695f85015c6beb3279647b,301925678,Savings,1,3,Validation,Short,1
3204,Good,Access Bank,Low - 60.17,32 - 36,3,15,Low,Permanent,High,,Yes,Savings,Norm,44:26.0,44:19.0,60.11666667,10000,11500,365,00:00.0,35,7.4957707,9.0750762,8a858fa95c695f85015c6cd7c64b745b,301929005,Savings,1,3,Test,Short,1
3205,Good,Access Bank,Low - 60.17,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,27:27.0,27:18.0,60.15,10000,11500,365,00:00.0,30,3.5976917,6.65205,8a858fa95c695f85015c6dde5682348a,301926059,Savings,1,3,Validation,Short,1
3206,Good,First Bank,60.23 - 61.13,32 - 36,9,15,High,Unknown,High,,No,Savings,Norm,24:53.0,24:38.0,60.25,10000,11500,365,00:00.0,34,3.2928083,7.0698567,8a858fa95c695f85015c698efbf11b7e,301925388,Savings,3,3,Test,Short,1
3207,Bad,First Bank,61.13 - High,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,45:46.0,44:37.0,61.15,10000,11500,365,00:00.0,32,6.7042028,6.2385599,8a858fa95c695f85015c779c6bb8403d,301947713,Savings,1,3,Validation,Short,1
3208,Good,EcoBank,60.17 - 60.23,28 - 32,3,30,Low,Permanent,High,,Yes,Savings,Norm,29:21.0,29:07.0,60.23333333,10000,13000,365,00:00.0,30,5.2464095,7.6530143,8a858fa95c695f85015c780af573028d,301928369,Savings,1,3,Validation,Norm,1
3209,Good,Zenith Bank,60.17 - 60.23,32 - 36,9,15,High,Unemployed,High,,Yes,Savings,Norm,10:30.0,10:17.0,60.21666667,10000,11500,365,00:00.0,33,3.3815688,6.5311877,8a858fa95c695f85015c7806a0387faa,301927637,Savings,3,3,Validation,Short,1
3210,Bad,UBA,60.17 - 60.23,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,11:28.0,11:14.0,60.23333333,10000,13000,365,00:00.0,32,3.4380035,6.8334492,8a858fa95c695f85015c7433666039ab,301927142,Savings,1,3,Validation,Norm,1
3211,Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,Permanent,High,,Yes,Savings,Norm,36:59.0,36:45.0,60.23333333,10000,13000,365,00:00.0,33,7.4999749,9.0307838,8a858fa95c695f85015c73059207124e,301926901,Savings,1,3,Training,Norm,1
3212,Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,53:48.0,53:40.0,60.13333333,5000,6500,365,00:00.0,36,7.0426503,4.8005818,8a858fa154daefc00154de1b445805fa,301623703,Savings,1,3,Test,Norm,1
3213,Good,EcoBank,Low - 60.17,28 - 32,6,15,Med,Self-Employed,High,,No,Other,Norm,03:16.0,03:07.0,60.15,10000,11500,365,00:00.0,30,7.5075967,5.55619,8a858fa154daefc00154df6b9c792ca8,301647623,Other,2,3,Test,Short,1
3214,Good,Heritage Bank,Low - 60.17,36 - High,3,15,Low,Permanent,High,,No,Other,Norm,24:21.0,24:14.0,60.11666667,10000,11500,365,00:00.0,46,3.3962723,6.451961,8a858fa154daefc00154e1dc8abf56db,301624815,Other,1,3,Training,Short,1
3215,Good,First Bank,Low - 60.17,32 - 36,3,15,Low,Permanent,High,,No,Other,Norm,31:52.0,31:45.0,60.11666667,10000,11500,365,00:00.0,35,3.3769608,6.599709,8a858fa154e2912f0154e2f6b3da1e13,301624225,Other,1,3,Test,Short,1
3216,Good,Access Bank,60.17 - 60.23,Low - 28,9,30,High,Unemployed,High,,No,Savings,Norm,49:07.0,48:55.0,60.2,10000,13000,365,00:00.0,27,5.226981,7.4711703,8a858fa154e2912f0154e914a60a06b3,301832736,Savings,3,3,Training,Norm,1
3217,Bad,Zenith Bank,Low - 60.17,Low - 28,9,15,High,Unemployed,High,,No,Savings,Norm,32:54.0,32:45.0,60.15,6000,6900,365,00:00.0,23,3.3936533,6.5638497,8a858fa154e2912f0154e772203a2dea,301624674,Savings,3,3,Training,Short,1
3218,Good,Zenith Bank,Low - 60.17,32 - 36,1,30,Low,Permanent,Low,Graduate,No,Other,Norm,13:12.0,13:02.0,60.16666667,10000,13000,365,00:00.0,35,7.3635802,9.1416337,8a858fa154e2912f0154ecfb533d7a5e,301625148,Other,1,1,Training,Norm,1
3219,Good,Access Bank,60.23 - 61.13,28 - 32,1,15,Low,Permanent,Low,Graduate,No,Other,Norm,15:50.0,15:35.0,60.25,7000,8050,365,00:00.0,28,7.4683478,10.4357369,8a858fa154e2912f0154ee239b0857f0,301634046,Other,1,1,Test,Short,1
