Good_or_Bad,Max(loannumber),Max(durationforapproval),Mean(Interestrate),Sum(referral_recode),Sum(churn_flag),Pct_Ontime,Mean(AgeAtTimeofLoan),bank_account_recode,bank_name_clients,employment_status_clients_recode
Bad,3,1.013325748,336.6118118,0,1,33.33333333,29.4,Savings,Access Bank,Permanent
Bad,3,1.013718837,365,1.565912202,1.856812479,51.79640297,27.9,Savings,Fidelity Bank,Permanent
Bad,3,1.015586071,356.7961626,0,1,33.33333333,33.6,Savings,GT Bank,Unknown
Bad,3,1.018894318,365,3,1,33.33333333,27.8,Savings,Fidelity Bank,Permanent
Bad,3,1.003952718,347.5344688,0,1,33.33333333,36.2,Savings,GT Bank,Unknown
Bad,3,1.002947127,365,0,1,33.33333333,27.6,Savings,Access Bank,Permanent
Bad,3,1.051604828,365,3,2,66.66666667,32.4,Savings,Access Bank,Permanent
Bad,3.399130721,1.004351266,365,0,1.425765673,46.16856869,31.4,Savings,UBA,Permanent
Bad,3,1.005578771,365,0,0,0,45.2,Savings,Stanbic IBTC,Permanent
Bad,2.588104676,1.01689084,365,0,0,0,36.6,Savings,Access Bank,Permanent
Bad,3,1.008465,365,0,0,0,27.6,Savings,Heritage Bank,Permanent
Bad,2.412711148,1.002425678,365,0,0,0,36.2,Savings,Zenith Bank,Permanent
Bad,3,1.003342219,365,0.030587965,2,66.66666667,37,Savings,Zenith Bank,Permanent
Bad,4.652736016,1.019166667,365,0.647838693,1.825413157,32.92925457,34.3,Savings,Diamond Bank,Permanent
Bad,2.582719183,1.002628613,365,0,0,0,26.4,Savings,GT Bank,Permanent
Bad,2.464082886,1.004573404,365,0,0,0,28.6,Savings,GT Bank,Permanent
Bad,3,1.004555913,365,3,0,0,31,Savings,GT Bank,Permanent
Bad,3,1.014294942,365,0,0,0,28.7,Savings,GT Bank,Permanent
Bad,2.022856613,1.005934032,365,2.322031492,1.404556963,66.58047828,24.7,Savings,First Bank,Permanent
Bad,2.401087944,1.013371554,365,2.343746862,0,0,29.8,Savings,UBA,Permanent
Bad,3,1.004281029,365,3,1,33.33333333,33,Savings,GT Bank,Permanent
Bad,2.034231526,1.008875895,365,0,1,43.23524224,25.8,Other,Fidelity Bank,Permanent
Bad,2.856669158,1.018286616,365,0,1.108535995,58.80746475,40.5,Savings,GT Bank,Unknown
Bad,3,1.083548698,365,3,2,66.66666667,33.3,Savings,Access Bank,Permanent
Bad,2.93452442,1.005242344,365,2.836360999,1,38.87036139,40.9,Savings,First Bank,Permanent
Bad,2.96756069,1.016124811,365,0,0.232865102,22.47970172,26.5,Savings,Diamond Bank,Unknown
Bad,2.2529195,4.420125712,365,0,0.500682884,1.990551257,40.3,Savings,EcoBank,Permanent
Bad,2.157973822,1.011268329,365,0,0,0,33.1,Savings,Zenith Bank,Permanent
Bad,3,1.019582195,351.0563123,0,1,33.33333333,25.4,Savings,GT Bank,Permanent
Bad,2.737925759,2.369406921,365,0,1.017280947,66.524097,38.3,Savings,GT Bank,Permanent
Bad,3.187760599,1.018516435,365,0,0,0,32.7,Savings,First Bank,Permanent
Bad,3,1.019774615,365,0,0,0,24.2,Savings,First Bank,Unknown
Bad,3,1.018782903,321.0672793,0,1,33.33333333,29,Savings,GT Bank,Unknown
Bad,3,1.016688374,365,0,1,33.33333333,30.2,Savings,Access Bank,Permanent
Bad,5.817604136,1.019608927,320.07065,1.764019483,2.400507519,66.66666667,32.7,Savings,Access Bank,Unknown
Bad,3,1.006999067,365,3,0,0,25.7,Savings,GT Bank,Permanent
Bad,3.822663642,1.019166015,345.5156259,0,2.918192057,69.08838968,32.7,Savings,FCMB,Permanent
Bad,2.006286369,1.01709056,365,0,1,35.33384039,36.1,Savings,Access Bank,Unknown
Bad,3,1.019068442,365,0,1,33.33333333,24.6,Savings,GT Bank,Permanent
Bad,2.21865736,1.018710324,365,0,1,34.71708472,27.9,Savings,First Bank,Permanent
Bad,3,1.019512555,365,0,0,0,25.2,Savings,First Bank,Unknown
Bad,2.764984145,1.003260695,365,0,1,43.84499904,35.7,Savings,First Bank,Permanent
Bad,2.132888835,1.008481248,365,0,0,0,47.2,Savings,GT Bank,Permanent
Bad,3,1.019166667,365,0,1,33.33333333,30.1,Savings,GT Bank,Unknown
Bad,3,1.003333333,365,0,1,33.33333333,32.7,Other,First Bank,Permanent
Bad,2.517762743,1.002483707,365,0,1.202245684,56.11318149,38.1,Savings,Zenith Bank,Permanent
Bad,2.113073305,1.021326043,365,2.801122143,1,38.82414217,28.7,Savings,GT Bank,Permanent
Bad,3,1.011843409,365,0,1,33.33333333,31,Savings,GT Bank,Unknown
Bad,3,1.016897121,365,0,1,33.33333333,32.4,Savings,GT Bank,Permanent
Bad,2.05078304,1.018635678,344.1179359,0,0,0,25.7,Savings,GT Bank,Unknown
Bad,3,1.012047059,365,3,1.354493544,38.09683913,34.6,Savings,First Bank,Permanent
Bad,3,1.016603803,365,0,2,66.66666667,36.4,Savings,GT Bank,Permanent
Bad,2.451886511,1.003020195,365,0,1.663486887,65.6713961,32.9,Savings,First Bank,Permanent
Bad,2.787057785,1.019093278,365,0,1,36.76811487,32.7,Savings,Access Bank,Permanent
Bad,3,1.006824251,365,0,2,66.66666667,26.8,Savings,GT Bank,Permanent
Bad,3,1.008700427,365,0,1,33.33333333,26.8,Savings,GT Bank,Permanent
Bad,2.630687541,1.016083493,365,0,0,0,26.6,Savings,Fidelity Bank,Student
Bad,2.911702898,1.019159355,365,1.853595889,0.406663055,21.23583232,29.6,Savings,Zenith Bank,Unknown
Bad,2.299014612,1.003605499,365,2.425214473,0.711012436,32.22547625,42,Savings,GT Bank,Permanent
Bad,4.240065758,1.005657473,296.2558716,0,3.277488848,72.70298287,28.1,Other,UBA,Student
Bad,2.720701208,1.003618191,365,0,0,0,27.1,Savings,Access Bank,Permanent
Bad,2.843142235,1.004957839,351.1903083,0.640168177,1.994261339,56.37789243,26.6,Savings,UBA,Permanent
Bad,3.114743815,1.007435659,328.4433477,3.405817887,2.523574454,67.09298338,34.7,Savings,FCMB,Permanent
Bad,2.396990053,1.005298941,365,0,1.738716597,57.67058974,28,Savings,GT Bank,Unknown
Bad,3,1.018932918,365,0,1,33.33333333,33.8,Savings,Access Bank,Permanent
Bad,3,2.949118018,365,0,1,33.33333333,34.2,Other,Fidelity Bank,Permanent
Bad,2.472124481,1.012855618,365,2.848031293,1,47.69109751,31.4,Savings,GT Bank,Unknown
Bad,2.250036319,1.009258805,365,0,0.177780222,13.07159384,30.2,Savings,EcoBank,Permanent
Bad,3,1.007426891,365,0,0.638081462,32.46436221,33.4,Savings,Diamond Bank,Self-Employed
Bad,8.024083029,1.01627611,263.7834758,0,1.986969717,40.38430236,25.1,Savings,GT Bank,Student
Bad,3.068723037,1.004451625,348.6323623,0,1.028527934,35.78109682,26.9,Savings,UBA,Student
Bad,6.514166864,1.005677428,325.1367252,0,4.437076442,54.07815883,30.7,Other,First Bank,Permanent
Bad,2.599329375,1.009323959,365,0,1.559638894,50.98180116,27.4,Savings,GT Bank,Permanent
Bad,2.316733306,1.528938589,365,0,0,0,32.4,Savings,GT Bank,Permanent
Bad,3,1.004097362,355.8908422,0,0,0,40.9,Savings,GT Bank,Permanent
Bad,2.125894538,1.007077047,352.530174,0,0,0,41.9,Other,GT Bank,Permanent
Bad,3.231785752,1.010611734,354.1965466,0,0,0,44.3,Savings,GT Bank,Permanent
Bad,3.858222824,1.00407702,365,0,1,29.40896663,31.2,Savings,GT Bank,Unknown
Bad,7.217650124,1.004191117,313.6287257,0,3.920344503,84.13997584,28,Savings,Zenith Bank,Permanent
Bad,4,1.01994301,365,0,1,25,42.5,Savings,First Bank,Permanent
Bad,6.563692778,1.005810478,334.353093,0,3,34.7925025,37.1,Savings,EcoBank,Permanent
Bad,3.66012588,1.018958207,343.0293026,0,2,65.80382542,41.6,Savings,GT Bank,Unknown
Bad,4,1.011530194,327.5659318,1.095586067,3,75,30.7,Savings,FCMB,Permanent
Bad,3.208116872,1.018984867,356.9647715,0,0.732186871,21.31433933,27.7,Savings,First Bank,Unknown
Bad,4.451892591,1.008848738,312.043003,0,2,38.18465649,28.8,Savings,GT Bank,Permanent
Bad,3.705547227,1.018962131,352.4455966,0,2.400437252,73.18351237,32.1,Savings,FCMB,Permanent
Bad,3.759151601,1.017773716,365,0,0,0,36.8,Savings,First Bank,Permanent
Bad,3.096165227,1.007552466,365,0,1,34.03602028,24,Savings,GT Bank,Student
Bad,4,1.009656913,349.3122448,0,1,25,29.2,Savings,First Bank,Unknown
Bad,4,1.019212173,365,0,1,25,32.9,Savings,First Bank,Permanent
Bad,4,1.004512889,365,3.91865108,1,25,35.5,Savings,First Bank,Permanent
Bad,4,1.003920479,337.7009496,1.313105546,2.731184905,64.11127165,42.2,Savings,Access Bank,Permanent
Bad,4,1.005640692,363.5656695,0,2.996437216,71.72939113,41.3,Savings,UBA,Permanent
Bad,3.422526343,1.015247517,365,0,1.130674044,50,41.4,Savings,UBA,Permanent
Bad,4.946887619,10.78278484,365,0,0.175259161,9.708033725,26.8,Other,EcoBank,Self-Employed
Bad,3.520572285,1.003556761,365,0,1,28.69043487,35.4,Savings,Sterling Bank,Unknown
Bad,3.698888707,1.011354543,365,0,1.081170761,50,32.8,Savings,GT Bank,Permanent
Bad,4.267844019,1.002413943,296.9514436,2.401343794,3.785938088,71.53133227,36.4,Savings,Sterling Bank,Unknown
Bad,4,1.017912369,365,0,0,0,35.7,Savings,GT Bank,Permanent
Bad,3.888290601,1.011912174,348.3588246,0,0.219442291,0.54561923,38.6,Savings,Zenith Bank,Permanent
Bad,2.563173463,1.023541941,365,0,0,0,35.5,Savings,GT Bank,Permanent
Bad,3.670138599,1.004414015,365,0,1,25.93477691,36.7,Savings,GT Bank,Unknown
Bad,4,1.009846672,342.1875,4,2.444400553,68.07364709,34.4,Savings,Skye Bank,Permanent
Bad,2.153590672,1.003477335,365,0,0,0,24.9,Savings,Access Bank,Permanent
Bad,3.669951576,1.015301828,348.2562023,1.486875921,1.499135439,50,31.3,Savings,FCMB,Permanent
Bad,3.20656246,1.018396065,357.7024778,0,1,29.6135334,32.4,Savings,GT Bank,Permanent
Bad,2.462183622,1.018243872,345.5173465,0,1.594754387,50,32.5,Savings,UBA,Unknown
Bad,4.559978242,1.011999585,319.4949659,0,2.289107816,53.07974584,35.3,Savings,GT Bank,Permanent
Bad,3.478491317,1.004260718,365,0,1.440886928,50,33.1,Savings,UBA,Permanent
Bad,2.953338483,1.004178532,342.4600214,0,0,0,29,Savings,GT Bank,Self-Employed
Bad,3.361072253,1.019271156,365,0,1.10378289,50,35,Savings,Diamond Bank,Permanent
Bad,4.75417553,1.019251498,365,0,2,40.69821439,40.8,Savings,Access Bank,Permanent
Bad,3.003721938,1.004002823,349.0727149,3.832362581,1,29.40821239,32.7,Savings,Diamond Bank,Unknown
Bad,4,1.003888889,365,0,1,25,34.2,Savings,First Bank,Permanent
Bad,5.704175804,1.019851475,325.5277303,0,1.4131972,26.74550294,41.6,Other,First Bank,Self-Employed
Bad,3.387017411,1.013670307,365,2.379839608,1,42.05366278,29.9,Savings,Access Bank,Permanent
Bad,2.554693022,1.014751631,343.1035701,0,2.948530353,59.86222827,34.4,Savings,Diamond Bank,Permanent
Bad,3.587226976,1.018888889,359.2302777,0,1.620616986,50,30.3,Savings,First Bank,Permanent
Bad,4,1.020973704,365,0,1,25,42.9,Savings,First Bank,Permanent
Bad,2.840344497,1.018878644,349.4370951,0,1.407941926,50,43.3,Savings,Access Bank,Permanent
Bad,3.952136452,1.015233448,365,3.800099164,0,0,35.6,Savings,GT Bank,Permanent
Bad,2.946798275,1.00557914,356.7251386,0,1.444550439,50,42.6,Savings,First Bank,Permanent
Bad,3.65184514,1.014762982,346.226945,0,1.564433026,47.78505217,35.5,Savings,EcoBank,Unknown
Bad,2.902174582,1.003338386,365,0,0,0,25.8,Savings,Diamond Bank,Permanent
Bad,4,1.007032369,365,0,1,25,28.7,Savings,First Bank,Permanent
Bad,3.452825143,1.015385325,365,0,1,31.54336639,23.6,Savings,GT Bank,Permanent
Bad,3.480479938,1.221420509,365,0,2.888216137,66.06087921,23.6,Savings,GT Bank,Permanent
Bad,5.275030338,1.019247651,365,0,0,0,31.7,Savings,First Bank,Permanent
Bad,5,1.512260135,356.7615196,0,3.44833769,68.2667842,40.2,Savings,First Bank,Unknown
Bad,4.984815097,1.014305684,320.8174768,0,3.186161029,79.83035692,27.1,Savings,Fidelity Bank,Permanent
Bad,4.467397942,1.019249004,365,0,1.701307695,49.36489692,38.6,Savings,Access Bank,Permanent
Bad,4.225223745,1.019462073,354.4924928,0,3.674057527,73.71182037,35.4,Savings,GT Bank,Permanent
Bad,5.339081167,1.019399196,365,0,2.262987287,56.91298912,35,Savings,First Bank,Unknown
Bad,4.100055481,1.018281508,342.8061343,0,1.22601823,62.42214614,29.7,Savings,FCMB,Permanent
Bad,6.497767111,1.012248403,330.0481821,0,4,69.04849052,40.4,Savings,First Bank,Permanent
Bad,4.896366817,1.013442485,365,0,1,31.32066195,28.1,Savings,GT Bank,Permanent
Bad,3.997578807,1.018622832,363.3569261,0,0.976645362,33.53747865,35.1,Savings,Sterling Bank,Permanent
Bad,5,5.730432383,364.3388153,0,3,60,22.8,Savings,GT Bank,Permanent
Bad,6.602394972,1.018113068,365,0,2.367446057,59.88905475,30.8,Savings,Diamond Bank,Permanent
Bad,4.34691583,1.007083311,348.8978925,0,1.194445471,34.43015995,27.7,Savings,UBA,Student
Bad,6.553590311,1.003546827,356.3990817,0,2,38.57773175,28.5,Other,GT Bank,Permanent
Bad,2.384655149,1.002657826,357.1888402,0,1.691336009,44.79656255,22.2,Savings,First Bank,Permanent
Bad,5,1.019356396,365,0,1,20,23.8,Savings,GT Bank,Permanent
Bad,5.370620319,1.019930596,331.9300094,0,3.460579753,66.62256088,35.6,Savings,GT Bank,Permanent
Bad,4.149972916,1.020435485,326.5523741,0,2.021770017,45.9667694,31.4,Savings,GT Bank,Unknown
Bad,5,1.01205125,328.5,0,3,60,31.6,Savings,GT Bank,Permanent
Bad,5.957415587,1.009444793,365,0,2.080478536,41.2222081,32.8,Savings,First Bank,Unknown
Bad,3.214143687,1.003165802,365,0,0.466822507,10.42922928,30.4,Savings,Diamond Bank,Permanent
Bad,7.260545557,1.011686954,252.2413362,0,4.084629409,51.73894437,37.3,Savings,GT Bank,Self-Employed
Bad,5.819584406,1.003759839,312.5780749,0,2.353540137,54.6645207,39.8,Savings,Access Bank,Permanent
Bad,6.355385706,2.167706444,320.9889448,0,1.44218313,15.91669174,32.4,Other,First Bank,Self-Employed
Bad,7.94306387,1.016971934,280.4263826,0,4.3374726,65.24189385,23.3,Other,UBA,Student
Bad,8.446890312,1.018899982,272.1898728,0,5.553462897,72.09365325,35.1,Savings,Stanbic IBTC,Permanent
Bad,5.362659366,1.002426073,365,0,0,0,30.2,Savings,Access Bank,Permanent
Bad,5.982068312,1.019166667,365,0,1.11465428,33.33333333,36.2,Savings,GT Bank,Permanent
Bad,6,1.013913565,309.437068,0,4,66.66666667,33.5,Savings,GT Bank,Permanent
Bad,4.757700401,1.01880702,333.8327549,0,3.734308225,64.50300846,30,Savings,Access Bank,Unknown
Bad,5.540948855,1.019535464,365,0.407578046,1.505664508,33.33333333,25.1,Savings,EcoBank,Permanent
Bad,6,1.019847294,365,0,2,33.33333333,24,Savings,EcoBank,Permanent
Bad,6.110237141,1.010420976,314.0948,0,2,32.9579976,29.2,Savings,GT Bank,Permanent
Bad,3.370256339,1.019303711,362.6315711,0,3.217354028,66.66666667,35.3,Savings,GT Bank,Permanent
Bad,5.089900096,1.013622923,347.211481,0,2,38.8935681,24.4,Other,GT Bank,Permanent
Bad,2.942914371,1.006688549,365,0,0,0,42.1,Savings,GT Bank,Student
Bad,6,1.01917364,327.4382042,0,2,33.33333333,31.2,Savings,First Bank,Unknown
Bad,4.929986639,1.018758438,365,0,1,40.53309547,42.5,Savings,Skye Bank,Permanent
Bad,5.839786485,1.011382928,365,0,0,0,27.1,Savings,First Bank,Permanent
Bad,7.560383153,1.019154578,347.459143,0,3.247627865,27.17023067,39.1,Other,FCMB,Self-Employed
Bad,5.082297333,1.00832848,319.3184129,0,3.479543267,58.5074827,32.4,Savings,GT Bank,Permanent
Bad,4.429820984,1.017858161,348.9575273,0,1.135276909,32.82573769,24,Savings,First Bank,Unknown
Bad,2.771039725,1.017905917,365,0,1,39.66501243,25.3,Other,GT Bank,Permanent
Bad,5.609833379,1.018342709,365,0,2.271231795,44.03090804,33.5,Savings,First Bank,Unknown
Bad,2.137284162,1.013744372,365,0,0,0,28.7,Savings,Access Bank,Unknown
Bad,7.345267354,1.004513669,275.0314739,0,4.542211779,71.40102277,26.3,Other,First Bank,Permanent
Bad,7.089731451,1.015977125,245.2818644,0,3.330091084,50,29.6,Savings,GT Bank,Self-Employed
Bad,5.131898447,1.016610027,365,0,0.548796226,15.36062886,36.6,Savings,UBA,Permanent
Bad,3.021361796,1.719832244,346.4349302,4.864277731,3.446844233,67.2137962,28.2,Savings,Access Bank,Permanent
Bad,6,1.019136899,304.9517883,0,3.075955374,54.52998791,32.5,Savings,Access Bank,Permanent
Bad,10.75897892,1.019483544,325.0147756,0,4.819641991,59.21166927,31,Other,GT Bank,Self-Employed
Bad,5.298983949,1.019584046,303.367762,0,2,41.00240467,37.9,Savings,Diamond Bank,Permanent
Bad,3.870297184,1.007758529,325.9945088,0,2.960373026,67.74644169,26.4,Savings,Skye Bank,Permanent
Bad,7,1.017447784,288.5019733,0,5,71.42857143,34.3,Savings,First Bank,Unknown
Bad,7.496101335,1.004443887,323.2388844,0,3.63039805,39.00197585,42.6,Savings,Zenith Bank,Permanent
Bad,5.584355027,1.01176687,325.2665839,0,3.980342524,83.59577362,35.8,Savings,EcoBank,Unknown
Bad,7.694094931,1.004722222,327.7264238,0,4.725774644,57.56849259,41,Savings,First Bank,Permanent
Bad,3.329984612,1.007404362,365,0,1.54085744,31.04409318,31.5,Other,Access Bank,Permanent
Bad,4.3769162,1.017777808,365,0,1.783837411,32.68136124,24.9,Savings,GT Bank,Permanent
Bad,6.017312423,1.016287262,319.5655948,0,3.336915882,65.83837358,22.4,Savings,First Bank,Unknown
Bad,6.378548237,4.554874745,365,0,1,15.34002873,29.5,Other,FCMB,Self-Employed
Bad,3.549320859,1.081733699,302.2273514,0,3.667881257,54.88713906,25.6,Savings,UBA,Unknown
Bad,7,3.397144479,365,0,1.959358243,20.34260244,39.3,Other,First Bank,Self-Employed
Bad,7.533887467,1.008226532,291.7098389,0,2.456781462,31.10871822,29.9,Savings,GT Bank,Permanent
Bad,8.864606828,1.011287594,332.3849704,0,3,39.51174172,30.5,Savings,EcoBank,Permanent
Bad,2.050382279,1.018888889,356.8129313,0,5.391628545,56.59893057,44.4,Savings,EcoBank,Permanent
Bad,6.915025935,1.019160796,299.1268475,0,2,29.75840978,31.2,Savings,Diamond Bank,Permanent
Bad,7.094047905,1.01140792,290.4733038,0,5.045272821,72.53368228,32,Other,First Bank,Permanent
Bad,6.254759834,1.019708537,306.9160634,0,2.889033074,37.25241344,28.3,Savings,Diamond Bank,Permanent
Bad,8.884230815,1.012702555,263.9751192,0,4.730369801,50.48169404,26,Other,Skye Bank,Self-Employed
Bad,5.445482811,1.020011196,299.4838624,0,5.598025603,83.45705713,31,Savings,GT Bank,Unknown
Bad,8.003733195,1.007194638,257.9430855,0,4.562188105,58.94096951,34.6,Other,FCMB,Permanent
Bad,8.219635996,1.014161049,342.3757409,0,3.931242964,41.24262244,36.3,Savings,Zenith Bank,Permanent
Bad,4.371328016,1.006273362,308.5045141,0,2.011698665,50,29.9,Savings,GT Bank,Permanent
Bad,8.343710857,1.004109314,276.0496748,0,5.619056977,56.54774811,30.9,Savings,First Bank,Permanent
Bad,8.997130447,1.015183467,275.6253273,0,5,60.79831449,33.2,Savings,First Bank,Permanent
Bad,8,1.02,251.8417283,0,5.662643792,57.69241499,38.8,Other,FCMB,Self-Employed
Bad,8,1.010573427,290.803916,0,6.39276465,84.01406097,33.8,Savings,GT Bank,Permanent
Bad,7.203547624,1.020317774,300.6549461,0,4.803665379,75.36657572,30.8,Savings,GT Bank,Unknown
Bad,5.344593798,1.018333333,331.5681464,0,3.923238726,44.44187494,22.7,Savings,UBA,Student
Bad,8,1.018690256,231.5300687,0,4.007095668,66.78209472,25.6,Other,GT Bank,Self-Employed
Bad,6.332507821,1.018616656,318.6118959,0,5.13607868,85.68331544,35.9,Savings,GT Bank,Permanent
Bad,6.114845345,1.013924918,301.2696028,0,6.604416639,80.90947065,37.1,Savings,GT Bank,Unknown
Bad,8.704933912,1.011980255,265.5018046,0,6.602812343,78.88427915,26.4,Savings,Zenith Bank,Permanent
Bad,7.796090239,1.016909383,365,0,2.917888711,32.35434296,30,Other,Access Bank,Permanent
Bad,5.162938588,1.003379888,326.4756229,0,3.792063536,73.8168887,29.5,Savings,Zenith Bank,Permanent
Bad,8.945326838,1.003967044,313.676562,0,6.436163623,75.83735945,36.6,Savings,EcoBank,Permanent
Bad,8,1.018947326,204.8802954,0,5.403387285,60.78814495,33.4,Other,GT Bank,Self-Employed
Bad,8.165468329,1.019632858,330.7798669,0,2.195746688,33.33333333,30.2,Savings,GT Bank,Permanent
Bad,8.62342519,1.005586678,307.7924757,0,6.91970567,67.36001365,36.2,Savings,First Bank,Permanent
Bad,9,1.331742474,225.8509107,0,7.436233934,78.70924243,35.4,Other,Access Bank,Permanent
Bad,8.498520439,2.326698567,271.0813362,0,6.951848317,87.26179855,30.2,Savings,GT Bank,Unknown
Bad,7.680387795,1.015183225,315.9782101,0,6.47296809,77.02363973,29.7,Savings,UBA,Permanent
Bad,7.63854348,1.009480257,365,0,2,23.14176306,27.9,Other,GT Bank,Permanent
Bad,8.863396805,1.003888889,305.895419,0,7.000225447,83.33350563,37.4,Savings,EcoBank,Permanent
Bad,8.711549441,1.003591374,343.5415051,0,3.918701866,45.66578209,31.5,Other,First Bank,Permanent
Bad,10.98666014,1.016814601,202.0136571,0,6.578573401,67.69710548,32.7,Other,Access Bank,Permanent
Bad,9.599588271,1.019216369,218.0190269,0,7,70.59019592,30.9,Other,GT Bank,Permanent
Bad,4.860522773,1.003769864,320.0633477,0,1,25.22462059,39.3,Other,GT Bank,Self-Employed
Bad,9,1.015004973,220.6148124,0,7,77.77777778,28.1,Other,GT Bank,Permanent
Bad,8.945527352,1.01942316,290.7198814,0,5.397315919,55.69251687,25.5,Savings,EcoBank,Unknown
Bad,6.992931873,1.015237154,344.1081474,0,0.045211243,7.232562587,25.2,Savings,GT Bank,Student
Bad,8.696872329,1.017306298,287.3712893,0,5.22951601,65.26423022,30.6,Savings,Zenith Bank,Permanent
Bad,8.65271339,1.017047699,248.761031,0,5.166920907,66.64308323,27.6,Savings,GT Bank,Unknown
Bad,9.852398336,1.006318111,237.9127921,0,6.701878354,56.77591354,38.1,Savings,Access Bank,Permanent
Bad,9,1.011987063,261.6373257,0,5.193792495,60.33087221,29.7,Savings,Skye Bank,Unknown
Bad,8.69311229,1.007287847,325.826399,0,4.764575687,60.36231787,27.9,Other,GT Bank,Self-Employed
Bad,11.3831162,1.013320184,259.6399639,0,7.486379232,69.91310503,24.3,Savings,UBA,Student
Bad,8.293432997,1.004120035,276.118871,0,5.572460981,62.39065747,30.9,Savings,First Bank,Permanent
Bad,10,1.014707992,238.0974471,0,7,70,35.6,Savings,Stanbic IBTC,Permanent
Bad,8.753387341,1.007129311,225.0903294,0,6.66445626,71.25121804,31.4,Savings,First Bank,Permanent
Bad,9.748373743,1.009523839,297.9152975,0,3,30.82097514,32.9,Savings,EcoBank,Permanent
Bad,9.096164674,1.002947722,365,0,0.2204282,7.71064644,38.7,Savings,Zenith Bank,Permanent
Bad,4.671580587,1.006725727,365,0,0.965078126,1.045608488,37.2,Savings,Access Bank,Permanent
Bad,9.207621596,1.018023084,248.3924629,0,7,72.29146235,27.6,Other,GT Bank,Permanent
Bad,10.25489026,1.00887531,255.9128361,0,6,51.42888624,34.3,Other,UBA,Permanent
Bad,9.524065949,1.013775982,269.1929213,0,5.519675014,62.02189667,34.5,Savings,First Bank,Permanent
Bad,8.595091728,1.16216722,279.0663163,0,7.935203868,69.0917899,30.7,Savings,GT Bank,Permanent
Bad,8.019837642,1.011599715,239.2920097,0,4.920762359,50,37,Other,FCMB,Permanent
Bad,10,1.004747974,217.7809769,0,7,70,40.6,Savings,First Bank,Permanent
Bad,9.924534297,1.012931573,340.0591767,0,0.833389558,0.244589101,30.4,Savings,First Bank,Self-Employed
Bad,11,1.003808811,261.7326029,0,8.365816551,75.19247627,35.2,Other,First Bank,Permanent
Bad,9.574005005,1.006219189,299.0830232,0,7.621968587,71.5386974,29.6,Other,First Bank,Permanent
Bad,11.71364473,1.013412936,220.6311575,0,7.714842029,68.22014142,32.5,Savings,GT Bank,Self-Employed
Bad,9.063525498,1.015296925,214.9193075,0,7,69.75039988,34.7,Other,GT Bank,Permanent
Bad,8.592967171,3.508555565,256.0394585,0,5.054508728,65.13610805,31.9,Savings,Keystone Bank,Self-Employed
Bad,10.33181238,1.01586571,235.931011,0,6.315099036,69.76885723,31.9,Savings,Stanbic IBTC,Permanent
Bad,9.530593988,1.008255699,258.8746367,0,6.799254044,60.93237595,36.5,Other,GT Bank,Self-Employed
Bad,13.91815702,1.016341205,208.8341935,0,10.18717295,81.63221029,31.4,Other,UBA,Permanent
Bad,7.824085424,1.010675914,343.7275374,0,4.233374925,47.57431649,42.2,Savings,Zenith Bank,Permanent
Bad,14.75722323,1.018487157,253.2369235,0,6.719134074,66.6169511,34.8,Other,UBA,Self-Employed
Bad,11.12666738,1.014944281,237.1780018,0,9,81.31294485,34.4,Other,Diamond Bank,Permanent
Bad,12,1.007863728,271.512358,0,8.497889455,73.3835833,32.7,Savings,UBA,Permanent
Bad,12,1.004073848,256.4578981,0,6.919954137,52.55144849,38.5,Savings,GT Bank,Self-Employed
Bad,10.19939026,1.018695268,210.8805782,0,7.642337346,78.54968244,27.6,Other,GT Bank,Student
Bad,12,1.013761498,269.1842081,0,9.00831278,80.95040709,28.8,Savings,UBA,Permanent
Bad,12,1.014192674,265.7375155,0,7,58.33333333,33,Other,GT Bank,Self-Employed
Bad,9.428549246,1.005213352,226.3203862,0,5.091640396,54.21279312,25.9,Other,GT Bank,Student
Bad,11.89996971,1.018888889,280.5666905,0,4.14222593,63.8781392,28.8,Savings,Fidelity Bank,Permanent
Bad,11.71403001,1.005931946,273.7045855,0,5.228132924,56.07045929,31.7,Savings,First Bank,Permanent
Bad,11.97086776,1.014985858,218.2833911,0,7.967753771,62.65966962,35.8,Other,GT Bank,Permanent
Bad,13,1.014575951,220.300776,0,9.513583868,71.87628412,32.3,Other,GT Bank,Permanent
Bad,12.3034873,1.016922012,293.3147966,0,8.295737618,75.00625839,27.1,Savings,GT Bank,Permanent
Bad,13.98223988,1.020130746,213.0119398,0,10.82713128,77.45044421,32.2,Savings,First Bank,Self-Employed
Bad,12.15421766,2.775330579,287.467315,0,6.926333381,56.25085058,31.8,Savings,Access Bank,Self-Employed
Bad,12.37365168,1.018117091,357.9934071,0,2,24.8425727,41.5,Other,First Bank,Self-Employed
Bad,12.48428363,1.00550062,282.4844114,0,6.421030019,65.82681465,25.2,Other,First Bank,ContractRetiredUnemployed
Bad,15.50527767,1.204114479,207.6024468,0,13.35154054,73.04964197,32.5,Savings,GT Bank,Self-Employed
Bad,12.76441645,1.018852948,240.7185595,0,6.48004215,76.44418511,22.9,Other,GT Bank,Self-Employed
Bad,14.95010675,1.012101345,206.8946706,0,11,75.7834762,35.4,Other,Diamond Bank,Self-Employed
Bad,10.0101805,1.012947802,248.5120284,0,8.760783304,75,36.5,Other,GT Bank,Self-Employed
