good_bad_flag,bank_name_clients,approval_duration_group,age_at_loan_25th_pctile,credit_rating,termdays,employment_status_risk,level_of_education_risk,referral,bank_account_type_recode,age_at_loan,bank_account_type
Good,Sterling Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Other,42,Current
Bad,EcoBank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,36,Savings
Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,30,Savings
Good,Access Bank,60.17 - 60.23,32 - 36,9,15,High,High,No,Savings,35,Savings
Bad,First Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,32,Savings
Good,FCMB,60.17 - 60.23,36 - High,9,30,High,High,No,Savings,44,Savings
Good,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,48,Savings
Good,Access Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,31,Savings
Good,Diamond Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,28,Savings
Good,Access Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,30,Savings
Bad,FCMB,60.23 - 61.13,36 - High,6,30,Med,High,No,Other,43,Other
Good,Zenith Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,34,Other
Good,GT Bank,60.23 - 61.13,32 - 36,6,30,Med,High,No,Other,36,Other
Good,Zenith Bank,Low - 60.17,Low - 28,2,15,Med,Low,No,Other,26,Other
Bad,Standard Chartered,61.13 - High,36 - High,3,15,Low,High,No,Other,46,Other
Good,Access Bank,60.23 - 61.13,32 - 36,3,15,Low,High,Yes,Savings,35,Savings
Good,Access Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,30,Savings
Good,Access Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,30,Savings
Good,GT Bank,60.23 - 61.13,28 - 32,9,15,High,High,Yes,Savings,31,Savings
Good,EcoBank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,34,Savings
Good,Stanbic IBTC,60.23 - 61.13,28 - 32,3,30,Low,High,Yes,Savings,31,Savings
Good,Skye Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,35,Savings
Good,UBA,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,34,Savings
Good,GT Bank,61.13 - High,36 - High,9,30,High,High,No,Savings,39,Savings
Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,33,Savings
Bad,GT Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,41,Savings
Bad,GT Bank,60.23 - 61.13,28 - 32,9,15,High,High,Yes,Savings,31,Savings
Good,GT Bank,61.13 - High,36 - High,3,30,Low,High,No,Savings,47,Savings
Good,GT Bank,60.23 - 61.13,28 - 32,9,15,High,High,Yes,Savings,32,Savings
Bad,EcoBank,60.17 - 60.23,36 - High,3,15,Low,High,No,Savings,44,Savings
Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,36,Savings
Bad,Access Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,33,Savings
Good,UBA,60.17 - 60.23,28 - 32,9,15,High,High,No,Savings,28,Savings
Bad,GT Bank,60.17 - 60.23,36 - High,3,15,Low,High,Yes,Savings,38,Savings
Good,GT Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,25,Savings
Good,First Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,51,Savings
Good,Zenith Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,28,Savings
Good,Zenith Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,32,Savings
Good,First Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,30,Savings
Good,First Bank,60.23 - 61.13,28 - 32,9,15,High,High,No,Savings,30,Savings
Good,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,High,Yes,Savings,27,Savings
Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,39,Savings
Good,Zenith Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,30,Savings
Good,Access Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,32,Savings
Bad,UBA,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,23,Savings
Good,First Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,27,Savings
Good,First Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,29,Savings
Good,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,25,Savings
Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,29,Savings
Good,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,27,Savings
Good,UBA,60.23 - 61.13,28 - 32,9,15,High,High,No,Savings,28,Savings
Good,Access Bank,60.17 - 60.23,36 - High,3,30,Low,High,Yes,Savings,43,Savings
Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,25,Savings
Good,First Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,36,Savings
Bad,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,32,Savings
Good,GT Bank,60.23 - 61.13,28 - 32,9,15,High,High,No,Savings,29,Savings
Good,Zenith Bank,60.17 - 60.23,28 - 32,9,15,High,High,Yes,Savings,30,Savings
Good,First Bank,60.23 - 61.13,36 - High,3,15,Low,High,Yes,Savings,41,Savings
Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,Yes,Savings,41,Savings
Good,UBA,61.13 - High,36 - High,9,30,High,High,No,Savings,42,Savings
Good,GT Bank,60.23 - 61.13,32 - 36,9,15,High,High,No,Savings,33,Savings
Bad,Access Bank,60.17 - 60.23,28 - 32,3,15,Low,High,Yes,Savings,29,Savings
Good,GT Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,36,Savings
Bad,First Bank,60.23 - 61.13,Low - 28,9,30,High,High,Yes,Savings,25,Savings
Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,23,Savings
Good,UBA,60.17 - 60.23,36 - High,3,30,Low,High,Yes,Savings,40,Savings
Bad,EcoBank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,33,Savings
Good,GT Bank,60.17 - 60.23,36 - High,9,15,High,High,No,Savings,39,Savings
Good,Zenith Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,35,Savings
Good,Sterling Bank,60.23 - 61.13,28 - 32,3,15,Low,High,Yes,Savings,30,Savings
Good,Zenith Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,42,Savings
Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,31,Savings
Bad,Diamond Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,34,Savings
Bad,GT Bank,60.17 - 60.23,28 - 32,9,15,High,High,No,Savings,31,Savings
Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,31,Savings
Good,First Bank,Low - 60.17,36 - High,3,15,Low,High,Yes,Savings,42,Savings
Good,First Bank,Low - 60.17,36 - High,3,30,Low,High,Yes,Savings,40,Savings
Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,34,Savings
Good,Diamond Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,31,Savings
Good,First Bank,Low - 60.17,28 - 32,9,15,High,High,No,Savings,29,Savings
Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,33,Savings
Good,Zenith Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,32,Savings
Good,UBA,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,25,Savings
Good,Skye Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,33,Savings
Good,UBA,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,30,Savings
Good,UBA,60.23 - 61.13,Low - 28,9,30,High,High,Yes,Savings,26,Savings
Bad,GT Bank,61.13 - High,28 - 32,9,15,High,High,No,Savings,28,Savings
Good,First Bank,Low - 60.17,28 - 32,3,15,Low,High,Yes,Savings,31,Savings
Good,GT Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,25,Savings
Bad,GT Bank,Low - 60.17,Low - 28,9,30,High,High,No,Savings,22,Savings
Good,Zenith Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,34,Savings
Good,Unity Bank,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,25,Savings
Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,30,Savings
Bad,Diamond Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,31,Savings
Good,Diamond Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,30,Savings
Good,UBA,Low - 60.17,32 - 36,3,30,Low,High,No,Other,33,Other
Bad,GT Bank,Low - 60.17,32 - 36,1,15,Low,Low,No,Other,35,Other
Good,First Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,33,Other
Good,UBA,Low - 60.17,36 - High,2,30,Low,Med,No,Other,46,Other
Good,EcoBank,60.17 - 60.23,Low - 28,9,15,High,High,No,Other,25,Other
Good,Access Bank,Low - 60.17,36 - High,6,30,Med,High,No,Savings,40,Savings
Good,Diamond Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Other,27,Other
Good,GT Bank,Low - 60.17,36 - High,2,15,Med,Low,No,Other,41,Other
Good,First Bank,Low - 60.17,28 - 32,6,15,Med,High,No,Other,29,Current
Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,35,Other
Good,Zenith Bank,Low - 60.17,32 - 36,6,15,Med,High,No,Other,35,Other
Bad,Diamond Bank,Low - 60.17,36 - High,2,30,Med,Low,No,Savings,38,Savings
Good,Access Bank,60.23 - 61.13,Low - 28,1,15,Low,Low,No,Other,28,Other
Bad,Heritage Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,27,Savings
Bad,Fidelity Bank,Low - 60.17,Low - 28,2,30,Med,Low,No,Other,28,Other
Good,GT Bank,Low - 60.17,32 - 36,6,15,Med,High,No,Other,35,Other
Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,29,Savings
Good,Diamond Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,36,Savings
Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,33,Other
Good,GT Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Other,31,Other
Good,Diamond Bank,Low - 60.17,Low - 28,3,15,High,Low,No,Other,21,Other
Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,34,Savings
Good,Zenith Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,25,Savings
Bad,GT Bank,60.23 - 61.13,28 - 32,9,30,High,High,No,Savings,28,Savings
Bad,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,31,Savings
Good,Access Bank,Low - 60.17,36 - High,6,15,Med,High,No,Other,36,Other
Bad,Access Bank,60.23 - 61.13,28 - 32,6,30,Med,High,No,Savings,28,Savings
Good,First Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,29,Savings
Good,Diamond Bank,Low - 60.17,36 - High,3,15,Low,High,No,Other,42,Other
Good,Skye Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,34,Savings
Bad,First Bank,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,28,Savings
Good,Diamond Bank,61.13 - High,36 - High,9,30,High,High,No,Savings,38,Savings
Good,First Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,46,Savings
Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Other,27,Current
Good,GT Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,30,Savings
Good,Stanbic IBTC,61.13 - High,Low - 28,9,15,High,High,No,Savings,23,Savings
Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,32,Savings
Bad,GT Bank,60.17 - 60.23,Low - 28,6,30,Med,High,No,Other,24,Other
Good,GT Bank,60.17 - 60.23,36 - High,2,30,Med,Low,No,Other,54,Other
Good,GT Bank,60.23 - 61.13,28 - 32,1,30,Low,Low,No,Savings,31,Savings
Good,First Bank,Low - 60.17,36 - High,6,30,Med,High,No,Other,41,Other
Good,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Other,31,Other
Good,Stanbic IBTC,61.13 - High,Low - 28,3,15,Low,High,No,Savings,27,Savings
Good,UBA,61.13 - High,36 - High,3,15,Low,High,No,Savings,37,Savings
Good,EcoBank,61.13 - High,36 - High,3,15,Low,High,No,Savings,42,Savings
Good,Access Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,32,Savings
Good,GT Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,26,Savings
Good,First Bank,61.13 - High,36 - High,3,15,Low,High,No,Savings,39,Savings
Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,Yes,Savings,34,Savings
Good,Zenith Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Other,25,Other
Good,GT Bank,60.17 - 60.23,28 - 32,9,30,High,High,No,Other,28,Other
Good,GT Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,53,Savings
Bad,Skye Bank,Low - 60.17,Low - 28,3,15,Low,High,Yes,Savings,26,Savings
Good,GT Bank,61.13 - High,Low - 28,9,15,High,High,No,Savings,28,Savings
Good,FCMB,Low - 60.17,36 - High,1,15,Low,Low,No,Savings,36,Savings
Good,Zenith Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Other,31,Other
Good,First Bank,61.13 - High,32 - 36,3,15,Low,High,No,Other,33,Other
Good,Skye Bank,Low - 60.17,32 - 36,2,30,Med,Low,No,Other,34,Other
Good,Access Bank,60.17 - 60.23,Low - 28,9,30,High,High,No,Other,22,Other
Bad,GT Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Other,29,Other
Good,GT Bank,Low - 60.17,28 - 32,6,15,Med,High,No,Savings,30,Savings
Good,First Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,48,Other
Good,Stanbic IBTC,Low - 60.17,28 - 32,1,15,Low,Low,No,Savings,30,Savings
Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,33,Other
Good,Diamond Bank,Low - 60.17,32 - 36,6,15,Med,High,No,Other,32,Other
Bad,First Bank,60.17 - 60.23,Low - 28,2,30,Low,Med,No,Other,25,Other
Good,EcoBank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,36,Savings
Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,31,Savings
Bad,Skye Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,35,Savings
Good,Access Bank,61.13 - High,36 - High,9,15,High,High,Yes,Savings,45,Savings
Good,Zenith Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,23,Savings
Bad,GT Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,27,Savings
Bad,First Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,35,Savings
Bad,GT Bank,60.17 - 60.23,36 - High,9,15,High,High,Yes,Savings,47,Savings
Good,First Bank,Low - 60.17,28 - 32,3,15,Low,High,Yes,Savings,31,Savings
Bad,Stanbic IBTC,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,30,Savings
Bad,Skye Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,25,Savings
Good,First Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,24,Savings
Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,39,Savings
Good,GT Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,28,Savings
Good,Access Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,42,Savings
Bad,GT Bank,61.13 - High,28 - 32,3,15,Low,High,Yes,Savings,29,Savings
Good,Diamond Bank,Low - 60.17,32 - 36,3,15,Low,High,Yes,Savings,36,Savings
Bad,GT Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,23,Savings
Good,Zenith Bank,60.23 - 61.13,Low - 28,9,30,High,High,Yes,Savings,26,Savings
Good,Stanbic IBTC,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,28,Savings
Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,Yes,Savings,38,Savings
Good,Access Bank,60.23 - 61.13,36 - High,3,30,Low,High,Yes,Savings,44,Savings
Bad,Zenith Bank,60.23 - 61.13,Low - 28,9,30,High,High,No,Savings,25,Savings
Good,GT Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,38,Savings
Good,GT Bank,60.23 - 61.13,36 - High,9,15,High,High,Yes,Savings,45,Savings
Good,Zenith Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,32,Savings
Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,32,Savings
Good,Stanbic IBTC,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,29,Savings
Good,GT Bank,61.13 - High,36 - High,3,15,Low,High,Yes,Savings,38,Savings
Bad,Skye Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,28,Savings
Bad,GT Bank,Low - 60.17,Low - 28,9,15,High,High,No,Savings,26,Savings
Good,First Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,38,Savings
Bad,UBA,61.13 - High,Low - 28,9,30,High,High,No,Savings,23,Savings
Good,Access Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,32,Savings
Good,First Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,34,Savings
Good,Access Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,38,Savings
Good,EcoBank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,27,Savings
Good,GT Bank,Low - 60.17,28 - 32,9,30,High,High,No,Savings,31,Savings
Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,29,Savings
Good,First Bank,60.23 - 61.13,32 - 36,9,15,High,High,No,Savings,36,Savings
Good,First Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,32,Savings
Good,First Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Other,28,Other
Bad,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Other,36,Other
Good,Keystone Bank,Low - 60.17,32 - 36,1,15,Low,Low,No,Other,33,Other
Good,Access Bank,Low - 60.17,36 - High,3,15,High,Low,No,Savings,37,Savings
Good,FCMB,Low - 60.17,Low - 28,1,15,Low,Low,No,Savings,22,Savings
Bad,GT Bank,60.23 - 61.13,36 - High,1,30,Low,Low,No,Other,37,Other
Good,Diamond Bank,Low - 60.17,36 - High,9,15,High,High,No,Other,38,Other
Bad,GT Bank,60.17 - 60.23,28 - 32,2,15,Med,Low,No,Other,31,Other
Good,Access Bank,Low - 60.17,Low - 28,9,15,High,High,No,Other,23,Other
Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Other,30,Other
Bad,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Other,28,Other
Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,32,Savings
Good,Access Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,30,Savings
Bad,GT Bank,60.17 - 60.23,36 - High,9,30,High,High,No,Savings,37,Savings
Good,Access Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,39,Savings
Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Other,31,Other
Bad,GT Bank,60.17 - 60.23,Low - 28,6,30,Med,High,No,Savings,22,Savings
Good,GT Bank,Low - 60.17,28 - 32,6,30,Med,High,No,Other,31,Other
Good,First Bank,Low - 60.17,36 - High,2,15,Med,Low,No,Other,36,Other
Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Other,32,Other
Bad,Heritage Bank,Low - 60.17,28 - 32,6,15,Med,High,No,Savings,28,Savings
Bad,GT Bank,60.17 - 60.23,Low - 28,2,30,Med,Low,No,Other,24,Other
Bad,Access Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,44,Savings
Good,First Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,53,Other
Good,Stanbic IBTC,60.23 - 61.13,Low - 28,1,15,Low,Low,No,Other,24,Other
Good,First Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Other,39,Other
Good,Zenith Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Other,31,Other
Good,UBA,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,35,Savings
Bad,FCMB,Low - 60.17,Low - 28,1,30,Low,Low,No,Other,25,Other
Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Other,42,Other
Bad,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,31,Savings
Good,Zenith Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,23,Savings
Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,39,Savings
Good,GT Bank,61.13 - High,32 - 36,3,30,Low,High,No,Other,35,Other
Good,Diamond Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,35,Other
Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,32,Savings
Good,FCMB,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,30,Savings
Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,Yes,Savings,30,Savings
Bad,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,Yes,Savings,34,Savings
Good,Sterling Bank,Low - 60.17,32 - 36,9,15,High,High,No,Savings,33,Savings
Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,32,Savings
Bad,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,29,Savings
Good,GT Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,31,Savings
Good,GT Bank,60.23 - 61.13,36 - High,1,30,Low,Low,No,Other,36,Other
Good,GT Bank,61.13 - High,Low - 28,9,30,High,High,Yes,Savings,23,Savings
Good,First Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,23,Savings
Good,UBA,60.17 - 60.23,32 - 36,3,15,Low,High,No,Other,33,Other
Good,GT Bank,60.17 - 60.23,32 - 36,1,30,Low,Low,No,Other,34,Other
Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,27,Savings
Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,29,Savings
Bad,First Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,49,Savings
Good,First Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,29,Savings
Good,Stanbic IBTC,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,22,Savings
Good,First Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,33,Savings
Good,Diamond Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,30,Savings
Good,Stanbic IBTC,Low - 60.17,32 - 36,3,15,Low,High,Yes,Savings,34,Savings
Good,Zenith Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,29,Savings
Good,Access Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,29,Savings
Good,Zenith Bank,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,24,Savings
Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,33,Savings
Good,UBA,Low - 60.17,Low - 28,3,30,Low,High,No,Savings,28,Savings
Bad,UBA,61.13 - High,28 - 32,3,30,Low,High,Yes,Savings,31,Savings
Good,Stanbic IBTC,61.13 - High,Low - 28,3,15,Low,High,Yes,Savings,25,Savings
Bad,Access Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,29,Savings
Bad,GT Bank,60.17 - 60.23,36 - High,9,30,High,High,No,Savings,39,Savings
Good,EcoBank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,34,Savings
Good,Sterling Bank,61.13 - High,28 - 32,3,15,Low,High,Yes,Savings,32,Savings
Good,UBA,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,41,Savings
Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,34,Savings
Good,GT Bank,61.13 - High,36 - High,9,15,High,High,No,Savings,38,Savings
Bad,UBA,60.17 - 60.23,36 - High,3,15,Low,High,No,Savings,37,Savings
Good,First Bank,60.17 - 60.23,Low - 28,9,30,High,High,No,Savings,25,Savings
Bad,UBA,Low - 60.17,28 - 32,3,15,High,Low,No,Savings,29,Savings
Good,Access Bank,60.17 - 60.23,28 - 32,9,30,High,High,No,Savings,32,Savings
Bad,Access Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,25,Savings
Bad,Access Bank,60.23 - 61.13,Low - 28,9,30,High,High,No,Savings,26,Savings
Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,29,Savings
Good,Keystone Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Other,35,Other
Good,Diamond Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Other,38,Other
Good,EcoBank,Low - 60.17,28 - 32,4,30,Med,Med,No,Savings,28,Savings
Bad,UBA,61.13 - High,Low - 28,6,15,Med,High,No,Savings,24,Savings
Bad,UBA,60.17 - 60.23,32 - 36,3,30,Low,High,No,Other,34,Other
Bad,Sterling Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Other,51,Current
Good,GT Bank,Low - 60.17,Low - 28,9,15,High,High,No,Savings,26,Savings
Good,GT Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,33,Savings
Bad,Fidelity Bank,60.17 - 60.23,32 - 36,9,30,High,High,No,Savings,36,Savings
Good,Zenith Bank,60.17 - 60.23,32 - 36,3,15,Low,High,Yes,Savings,34,Savings
Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,33,Savings
Good,First Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,48,Savings
Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,Yes,Savings,33,Savings
Good,EcoBank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,28,Savings
Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,36,Savings
Good,Access Bank,60.23 - 61.13,28 - 32,9,15,High,High,No,Savings,30,Savings
Good,Zenith Bank,60.17 - 60.23,36 - High,3,15,Low,High,No,Savings,41,Savings
Good,Sterling Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,29,Savings
Good,First Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,30,Savings
Bad,Access Bank,61.13 - High,28 - 32,3,15,Low,High,Yes,Savings,28,Savings
Good,Access Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,28,Savings
Good,Fidelity Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,33,Savings
Good,Fidelity Bank,61.13 - High,32 - 36,3,30,Low,High,Yes,Other,34,Current
Good,Zenith Bank,60.23 - 61.13,36 - High,3,15,Low,High,Yes,Savings,50,Savings
Good,Diamond Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,31,Savings
Good,Diamond Bank,60.23 - 61.13,36 - High,3,15,Low,High,Yes,Savings,38,Savings
Good,GT Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,29,Savings
Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,33,Savings
Good,GT Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,28,Savings
Bad,Access Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,31,Savings
