,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,
2351,Good,57.14285714,4,7,1.989722222,GT Bank,34,33.7,Unknown,Savings,0,4,28,8.036944444,1.148134921,365,345.8809524,0,1,10000,13000,30,Training
2352,Good,100,7,7,1.002777778,Zenith Bank,29,28.5,Permanent,Other,0,4,28,7.014444444,1.002063492,365,287.6547619,0,1,30000,34500,30,Training
2353,Good,85.71428571,6,7,1.011388889,Diamond Bank,26,25.7,Self-Employed,Other,0,4,28,7.026388889,1.003769841,365,351.9642857,0,1,20000,24500,30,Test
2354,Good,85.71428571,6,7,1.019444444,GT Bank,38,37.6,Permanent,Savings,0,4,28,7.033888889,1.00484127,365,299.8214286,0,1,30000,34500,30,Training
2355,Good,57.14285714,4,7,1.018333333,Access Bank,32,31.5,Permanent,Savings,0,4,28,7.030555556,1.004365079,365,325.8928571,0,1,20000,22250,15,Training
2356,Good,100,7,7,1.020277778,Heritage Bank,33,32.7,Permanent,Savings,7,4,28,7.033333333,1.004761905,365,258.9761905,1,1,30000,34500,30,Validation
2357,Bad,42.85714286,3,7,1.003888889,Access Bank,28,28.1,Permanent,Savings,0,4,28,7.019166667,1.002738095,365,300.6904762,0,1,10000,13000,30,Training
2358,Good,71.42857143,5,7,1.018611111,GT Bank,40,39.8,Permanent,Savings,0,4,28,7.031111111,1.004444444,365,293.4484127,0,1,10000,11500,30,Training
2359,Good,28.57142857,2,7,1.007777778,Diamond Bank,23,22.7,Permanent,Savings,0,4,28,7.024444444,1.003492064,365,365,0,1,10000,13000,30,Test
2360,Bad,85.71428571,6,7,1.019722222,EcoBank,33,32.9,Unknown,Savings,0,4,28,7.031666667,1.00452381,365,283.8883095,0,1,30000,34500,30,Validation
2361,Good,100,7,7,1.003055556,Access Bank,27,26.9,ContractRetiredUnemployed,Savings,0,4,28,7.014166667,1.00202381,365,287.6547619,0,1,30000,39000,60,Validation
2362,Bad,57.14285714,4,7,1.004722222,First Bank,43,42.6,Permanent,Savings,0,4,28,7.016111111,1.002301587,365,332.8452381,0,1,20000,24500,30,Validation
2363,Good,85.71428571,6,7,1.018333333,GT Bank,34,33.9,Unknown,Savings,0,4,28,7.030555556,1.004365079,365,292.2902619,0,1,30000,38500.2,60,Validation
2364,Good,42.85714286,3,7,1.003888889,GT Bank,31,30.4,Permanent,Other,0,4,28,7.017777778,1.002539683,365,281.281746,0,1,20000,24500,30,Training
2365,Good,71.42857143,5,7,1.018888889,Stanbic IBTC,37,36.3,Permanent,Other,0,4,28,7.033333333,1.004761905,365,273.75,0,1,30000,39000,60,Training
2366,Bad,57.14285714,4,7,1.018611111,GT Bank,27,26.7,Permanent,Savings,0,4,28,7.031944444,1.004563492,365,299.8214286,0,1,30000,39000,60,Validation
2367,Good,42.85714286,3,7,1.018611111,UBA,29,28.4,Unknown,Savings,0,4,28,7.031111111,1.004444444,365,299.8214286,0,1,30000,34500,30,Test
2368,Good,100,7,7,1.002777778,GT Bank,39,38.6,Permanent,Savings,0,4,28,7.013888889,1.001984127,365,293.7380952,0,1,30000,34500,30,Training
2369,Good,42.85714286,3,7,1.019722222,Access Bank,33,32.3,Permanent,Other,0,4,28,7.043055556,1.006150794,365,260.1349206,0,1,15000,17250,30,Validation
2370,Good,71.42857143,5,7,1.006388889,First Bank,30,29.4,Permanent,Other,0,4,28,7.019722222,1.00281746,365,356.3095238,0,1,10000,13000,30,Training
2371,Good,85.71428571,6,7,1.02,Diamond Bank,29,28.9,Permanent,Other,0,4,28,7.050555556,1.007222222,365,225.952381,0,1,40000,48000,60,Test
2372,Good,100,7,7,1.018611111,GT Bank,25,24.1,Permanent,Other,0,4,28,7.047777778,1.006825397,365,281.5714286,0,1,10000,10750,15,Test
2373,Good,100,7,7,1.020277778,Zenith Bank,34,33.6,Permanent,Savings,0,4,28,7.048055556,1.006865079,365,286.7857143,0,1,30000,34500,30,Training
2374,Good,100,7,7,1.018611111,GT Bank,28,27.8,Permanent,Savings,0,4,28,7.031944444,1.004563492,365,261.5833333,0,1,30000,39000,60,Training
2375,Good,100,7,7,1.018333333,Zenith Bank,29,28.9,Unknown,Savings,0,4,28,7.030555556,1.004365079,365,248.5476191,0,1,25000,28750,30,Test
2376,Good,85.71428571,6,7,1.005,Access Bank,35,34.8,Permanent,Savings,0,4,28,7.018333333,1.002619048,365,289.3928571,0,1,30000,34500,30,Training
2377,Good,100,7,7,1.004166667,Fidelity Bank,35,34.7,Permanent,Savings,0,4,28,7.017222222,1.002460318,365,299.8214286,0,1,30000,34500,30,Training
2378,Good,71.42857143,5,7,1.005833333,UBA,29,28.4,Permanent,Savings,0,4,28,7.022222222,1.003174603,365,293.7380952,0,1,20000,23000,30,Test
2379,Good,100,7,7,1.018888889,GT Bank,35,34.8,Permanent,Savings,0,4,28,7.034166667,1.004880952,365,293.7380952,0,1,30000,39000,60,Validation
2380,Good,42.85714286,3,7,1.019722222,GT Bank,46,45.9,Permanent,Other,0,4,28,7.034166667,1.004880952,365,326.7619048,0,1,10000,13000,30,Validation
2381,Good,71.42857143,5,7,1.019444444,First Bank,49,48.5,Permanent,Savings,0,4,28,7.048611111,1.006944444,365,293.7380952,0,1,30000,34500,30,Test
2382,Good,100,7,7,1.018611111,GT Bank,23,23,Permanent,Savings,0,4,28,7.031944444,1.004563492,365,293.7380952,0,1,30000,39000,60,Test
2383,Bad,28.57142857,2,7,1.018888889,Access Bank,31,30.7,Permanent,Other,0,4,28,7.03,1.004285714,365,365,0,1,10000,13000,30,Test
2384,Good,71.42857143,5,7,1.014444444,GT Bank,24,23.6,Permanent,Other,0,4,28,7.029722222,1.004246032,365,365,0,1,10000,13000,30,Test
2385,Good,71.42857143,5,7,1.003055556,Access Bank,36,35.5,Unknown,Savings,0,4,28,7.013888889,1.001984127,365,299.8214286,0,1,30000,34500,30,Test
2386,Good,57.14285714,4,7,1.002777778,GT Bank,44,44,Permanent,Savings,0,4,28,7.013611111,1.001944444,365,299.8214286,0,1,10000,11500,30,Training
2387,Good,28.57142857,2,7,1.018055556,UBA,38,37.4,Permanent,Savings,0,4,28,7.031666667,1.00452381,365,351.9642857,0,1,20000,24500,30,Test
2388,Good,71.42857143,5,7,1.018333333,Access Bank,29,29,Permanent,Savings,0,4,28,7.03,1.004285714,365,324.1547619,0,1,15000,18375,30,Training
2389,Good,100,7,7,1.020277778,Zenith Bank,27,26.6,Unknown,Savings,0,4,28,7.037777778,1.005396825,365,293.7380952,0,1,30000,39000,60,Training
2390,Good,100,7,7,1.006666667,UBA,35,35.3,Permanent,Savings,0,4,28,7.021111111,1.003015873,365,299.8214286,0,1,30000,34500,30,Training
2391,Bad,28.57142857,2,7,1.003611111,GT Bank,25,24.9,Permanent,Savings,0,4,28,7.016944444,1.002420635,365,365,0,1,10000,11500,15,Test
2392,Good,71.42857143,5,7,1.018888889,GT Bank,26,26.1,Permanent,Savings,0,4,28,7.046111111,1.006587302,365,299.8214286,0,1,10000,10750,15,Training
2393,Good,100,7,7,1.018611111,UBA,29,29,Permanent,Savings,0,4,28,7.046111111,1.006587302,365,299.8214286,0,1,30000,34500,30,Test
2394,Good,42.85714286,3,7,1.018888889,UBA,33,32.4,Self-Employed,Other,0,4,28,7.033888889,1.00484127,365,306.7738095,0,1,20000,24500,30,Validation
2395,Good,100,7,7,1.019722222,FCMB,36,36,Permanent,Savings,0,4,28,7.031666667,1.00452381,365,258.9761905,0,1,30000,34500,30,Validation
2396,Good,85.71428571,6,7,1.02,First Bank,28,28,Self-Employed,Other,0,4,28,7.050555556,1.007222222,365,249.1269841,0,1,30000,36000,60,Validation
2397,Good,71.42857143,5,7,1.019722222,First Bank,30,29.8,Permanent,Savings,0,4,28,7.032222222,1.004603175,365,365,0,1,10000,11500,15,Validation
2398,Good,85.71428571,6,7,1.018611111,First Bank,42,42.1,Permanent,Savings,0,4,28,7.035555556,1.005079365,365,299.8214286,0,1,30000,39000,60,Test
2399,Good,71.42857143,5,7,1.019444444,Keystone Bank,31,30.3,Permanent,Savings,0,4,28,7.030833333,1.004404762,365,299.8214286,0,1,30000,34500,30,Validation
2400,Good,71.42857143,5,7,1.018333333,UBA,43,42.6,Permanent,Savings,0,4,28,7.032777778,1.00468254,365,261.5833333,0,1,30000,39000,60,Test
2401,Bad,71.42857143,5,7,1.019444444,GT Bank,27,27,Permanent,Savings,0,4,28,7.036111111,1.00515873,365,286.7857143,0,1,30000,34500,30,Training
2402,Good,71.42857143,5,7,1.003611111,Diamond Bank,39,38.8,Permanent,Savings,0,4,28,7.016388889,1.00234127,365,293.7380952,0,1,30000,34500,30,Test
2403,Good,71.42857143,5,7,1.02,UBA,48,47.4,Permanent,Savings,0,4,28,7.050833333,1.007261905,365,319.8095238,0,1,20000,24500,30,Training
2404,Good,100,7,7,1.018888889,GT Bank,29,28.6,Student,Savings,0,4,28,7.033333333,1.004761905,365,208.281746,0,1,15000,16500,30,Test
2405,Good,71.42857143,5,7,1.004722222,EcoBank,34,34.2,Unknown,Savings,0,4,28,7.017777778,1.002539683,365,293.7380952,0,1,10000,11500,30,Test
2406,Good,57.14285714,4,7,1.018333333,Wema Bank,34,33.5,Unknown,Savings,0,4,28,7.031111111,1.004444444,365,299.8214286,0,1,15000,17250,30,Validation
2407,Good,71.42857143,5,7,1.003055556,GT Bank,37,36.9,Unknown,Savings,0,4,28,7.014722222,1.002103175,365,287.6547619,0,1,30000,39000,60,Validation
2408,Good,42.85714286,3,7,1.018888889,GT Bank,31,31,Permanent,Savings,0,4,28,7.032222222,1.004603175,365,299.8214286,0,1,30000,39000,60,Test
2409,Good,57.14285714,4,7,1.004166667,Access Bank,38,37.3,Permanent,Savings,0,4,28,7.02,1.002857143,365,365,0,1,10000,13000,30,Test
2410,Good,71.42857143,5,7,1.006944444,Zenith Bank,33,32.8,Permanent,Other,0,4,28,7.025,1.003571429,365,313.7261905,0,1,20000,24500,30,Test
2411,Good,85.71428571,6,7,1.006666667,First Bank,29,29.1,Permanent,Savings,0,4,28,7.018611111,1.00265873,365,299.8214286,0,1,30000,39000,60,Training
2412,Bad,71.42857143,5,7,1.018055556,First Bank,22,22.2,Unknown,Savings,0,4,28,7.031388889,1.004484127,365,285.0476191,0,1,20000,23000,30,Validation
2413,Good,85.71428571,6,7,1.003333333,First Bank,36,35.6,Permanent,Savings,0,4,28,7.015,1.002142857,365,293.7380952,0,1,30000,34500,30,Validation
2414,Bad,71.42857143,5,7,1.018611111,Access Bank,30,29.9,Permanent,Savings,0,4,28,7.046666667,1.006666667,365,267.6666667,0,1,30000,34500,30,Training
2415,Bad,71.42857143,5,7,1.006111111,First Bank,31,31,Unknown,Savings,0,4,28,7.0175,1.0025,365,293.7380952,0,1,20000,24500,30,Training
2416,Good,100,7,7,1.018888889,GT Bank,36,35.3,Permanent,Savings,0,4,28,7.030555556,1.004365079,365,293.7380952,0,1,30000,39000,60,Validation
2417,Good,71.42857143,5,7,1.003055556,UBA,27,27.1,Unknown,Savings,7,4,28,7.015,1.002142857,365,299.8214286,1,1,30000,34500,30,Validation
2418,Good,100,7,7,1.018611111,Access Bank,29,28.5,Permanent,Savings,0,4,28,7.030833333,1.004404762,365,299.8214286,0,1,20000,21500,15,Training
2419,Good,85.71428571,6,7,1.005277778,GT Bank,30,29.9,Permanent,Savings,0,4,28,7.017777778,1.002539683,365,293.7380952,0,1,30000,34500,30,Training
2420,Good,100,7,7,1.018611111,First Bank,53,52.9,Unknown,Savings,0,4,28,7.031111111,1.004444444,365,293.7380952,0,1,30000,34500,30,Validation
2421,Good,100,7,7,1.003888889,Zenith Bank,35,34.5,Permanent,Savings,0,4,28,7.014722222,1.002103175,365,319.8095238,0,1,20000,24500,30,Test
2422,Good,42.85714286,3,7,1.006388889,GT Bank,49,48.4,Permanent,Other,0,4,28,7.0225,1.003214286,365,261.5833333,0,1,30000,34500,30,Validation
2423,Bad,14.28571429,1,7,12.81388889,First Bank,29,28.8,Self-Employed,Other,0,4,28,18.845,2.692142857,365,365,0,1,10000,11500,15,Test
2424,Bad,14.28571429,1,7,1.005,Skye Bank,24,23.7,Unknown,Savings,0,4,28,7.017777778,1.002539683,365,365,0,1,10000,11500,15,Training
2425,Good,85.71428571,6,7,1.004722222,UBA,47,46.6,Permanent,Savings,0,4,28,7.018333333,1.002619048,365,293.7380952,0,1,30000,39000,60,Validation
2426,Good,85.71428571,6,7,1.961111111,GT Bank,29,28.7,Unknown,Savings,0,4,28,8.017222222,1.14531746,365,311.1190476,0,1,10000,11500,30,Training
2427,Good,57.14285714,4,7,1.004722222,EcoBank,24,23.9,Unknown,Savings,0,4,28,7.017777778,1.002539683,365,322.4166667,0,1,10000,11500,30,Training
2428,Good,71.42857143,5,7,1.003333333,GT Bank,31,31,Permanent,Savings,0,4,28,7.015277778,1.00218254,365,351.9642857,0,1,15000,18375,30,Validation
2429,Good,57.14285714,4,7,1.018333333,GT Bank,37,36.5,Permanent,Savings,0,4,28,7.034166667,1.004880952,365,365,0,1,10000,13000,30,Validation
2430,Good,57.14285714,4,7,1.018888889,Diamond Bank,30,29.3,Permanent,Savings,0,4,28,7.031666667,1.00452381,365,325.8928571,0,1,20000,24500,30,Training
2431,Bad,28.57142857,2,7,1.004722222,GT Bank,23,22.5,Permanent,Savings,0,4,28,7.019166667,1.002738095,365,365,0,1,10000,13000,30,Training
2432,Good,85.71428571,6,7,1.004722222,Access Bank,32,31.5,Permanent,Other,0,4,28,7.018611111,1.00265873,365,289.3928571,0,1,30000,34500,30,Validation
2433,Good,85.71428571,6,7,1.003888889,UBA,45,45,Self-Employed,Other,0,4,28,7.016944444,1.002420635,365,287.6547619,0,1,30000,39000,60,Training
2434,Good,85.71428571,6,7,1.006666667,GT Bank,33,32.7,Permanent,Other,0,4,28,7.0225,1.003214286,365,227.1111111,0,1,40000,44000,30,Training
2435,Good,57.14285714,4,7,1.019722222,GT Bank,35,34.9,Self-Employed,Other,0,4,28,7.033333333,1.004761905,365,338.9285714,0,1,20000,24500,30,Test
2436,Bad,42.85714286,3,7,1.019444444,GT Bank,24,23.3,Permanent,Savings,0,4,28,7.038888889,1.005555556,365,365,0,1,10000,13000,30,Test
2437,Good,42.85714286,3,7,1.019444444,GT Bank,31,30.6,Unknown,Savings,0,4,28,7.048888889,1.006984127,365,287.6547619,0,1,30000,34500,30,Validation
2438,Good,42.85714286,3,7,1.018611111,Stanbic IBTC,26,25.5,Permanent,Savings,0,4,28,7.033333333,1.004761905,365,338.6388889,0,1,15000,16687.5,15,Training
2439,Good,57.14285714,4,7,1.005,EcoBank,39,38.7,Permanent,Savings,0,4,28,7.018055556,1.002579365,365,345.8809524,0,1,10000,13000,30,Test
2440,Bad,57.14285714,4,7,1.233888889,UBA,28,28,Unknown,Savings,0,4,28,7.264166667,1.037738095,365,255.5,0,1,25000,28750,30,Training
2441,Good,57.14285714,4,7,1.004166667,Stanbic IBTC,32,31.3,Permanent,Other,0,4,28,7.019722222,1.00281746,365,334.5833333,0,1,20000,24500,30,Training
2442,Good,85.71428571,6,7,1.019166667,EcoBank,26,25.3,Permanent,Savings,0,4,28,7.0475,1.006785714,365,325.8928571,0,1,20000,24500,30,Training
2443,Bad,28.57142857,2,7,1.018055556,First Bank,41,40.5,Self-Employed,Other,0,4,28,7.035833333,1.005119048,365,365,0,1,10000,13000,30,Validation
2444,Bad,28.57142857,2,7,1.005,GT Bank,30,29.8,Permanent,Savings,0,4,28,7.018055556,1.002579365,365,300.6904762,0,1,20000,24500,30,Training
2445,Good,85.71428571,6,7,1.001944444,Diamond Bank,31,30.9,Permanent,Savings,7,4,28,7.012222222,1.001746032,365,299.8214286,1,1,30000,34500,30,Training
2446,Good,100,7,7,1.019444444,Skye Bank,26,25.3,Self-Employed,Other,0,4,28,7.037222222,1.00531746,365,267.6666667,0,1,30000,34500,30,Validation
2447,Good,100,7,7,1.006388889,GT Bank,32,31.8,Self-Employed,Other,0,4,28,7.02,1.002857143,365,245.6507937,0,1,40000,44000,30,Test
2448,Good,85.71428571,6,7,1.02,First Bank,39,38.7,Unknown,Savings,0,4,28,7.033333333,1.004761905,365,286.7857143,0,1,30000,34500,30,Test
2449,Good,100,7,7,1.231388889,Access Bank,36,35.7,Unknown,Savings,0,4,28,7.246388889,1.035198413,365,255.5,0,1,30000,34500,30,Test
2450,Good,85.71428571,6,7,1.018333333,GT Bank,33,32.9,Permanent,Other,0,4,28,7.033333333,1.004761905,365,261.5833333,0,1,30000,34500,30,Training
2451,Good,100,7,7,1.018888889,GT Bank,36,35.4,Permanent,Savings,0,4,28,7.0325,1.004642857,365,299.8214286,0,1,30000,34500,30,Test
2452,Good,71.42857143,5,7,1.004444444,FCMB,40,39.9,Permanent,Savings,0,4,28,7.018333333,1.002619048,365,291.1309524,0,1,30000,34500,30,Validation
2453,Good,71.42857143,5,7,1.563333333,First Bank,30,29.6,Permanent,Savings,0,4,28,7.577222222,1.082460318,365,299.8214286,0,1,30000,34500,30,Test
2454,Bad,42.85714286,3,7,1.018333333,EcoBank,30,30,Permanent,Savings,0,4,28,7.035555556,1.005079365,365,293.7380952,0,1,30000,39000,60,Test
2455,Good,71.42857143,5,7,1.018333333,UBA,23,22.7,Student,Other,0,4,28,7.034166667,1.004880952,365,287.6547619,0,1,30000,34500,30,Test
2456,Good,85.71428571,6,7,1.02,First Bank,27,26.4,Permanent,Savings,0,4,28,7.040833333,1.005833333,365,241.5952381,0,1,30000,34500,30,Test
2457,Good,71.42857143,5,7,1.003888889,Access Bank,37,36.7,Unknown,Savings,0,4,28,7.015,1.002142857,365,287.6547619,0,1,30000,39000,60,Test
2458,Good,100,7,7,1.004166667,GT Bank,33,33.2,Permanent,Savings,0,4,28,7.016111111,1.002301587,365,293.7380952,0,1,30000,39000,60,Training
2459,Good,85.71428571,6,7,1.018611111,First Bank,25,24.5,Self-Employed,Other,0,4,28,7.035,1.005,365,296.3452381,0,1,30000,39000,60,Validation
2460,Bad,85.71428571,6,7,1.018888889,EcoBank,45,44.5,Permanent,Savings,0,4,28,7.031666667,1.00452381,365,299.8214286,0,1,30000,34500,30,Training
2461,Good,100,7,7,1.019444444,First Bank,30,30.3,Unknown,Savings,0,4,28,7.040277778,1.005753968,365,299.8214286,0,1,30000,34500,30,Training
2462,Good,100,7,7,1.020277778,GT Bank,31,30.9,Permanent,Savings,0,4,28,7.033055556,1.004722222,365,299.8214286,0,1,30000,39000,60,Training
2463,Bad,28.57142857,2,7,1.019166667,Diamond Bank,32,31.5,Permanent,Savings,0,4,28,7.031944444,1.004563492,365,365,0,1,10000,11500,15,Validation
2464,Good,71.42857143,5,7,1.019722222,UBA,47,46.8,Permanent,Other,0,4,28,7.033055556,1.004722222,365,365,0,1,10000,13000,30,Test
2465,Good,71.42857143,5,7,1.018333333,GT Bank,32,32.2,Permanent,Savings,0,4,28,7.030833333,1.004404762,365,293.7380952,0,1,30000,34500,30,Training
2466,Good,42.85714286,3,7,1.005555556,Access Bank,23,22.8,Student,Other,0,4,28,7.022777778,1.003253968,365,365,0,1,10000,13000,30,Training
2467,Good,85.71428571,6,7,1.018333333,GT Bank,30,29.7,Permanent,Savings,0,4,28,7.033055556,1.004722222,365,287.6547619,0,1,30000,34500,30,Test
2468,Good,42.85714286,3,7,1.019166667,First Bank,36,35.8,Unknown,Savings,0,4,28,7.035833333,1.005119048,365,345.8809524,0,1,10000,11500,15,Test
2469,Good,57.14285714,4,7,1.003055556,GT Bank,33,32.7,Permanent,Savings,0,4,28,7.014444444,1.002063492,365,305.0357143,0,1,30000,34500,30,Training
2470,Good,85.71428571,6,7,1.020555556,GT Bank,32,31.9,Self-Employed,Other,0,4,28,7.035,1.005,365,220.1587302,0,1,40000,48000,60,Validation
2471,Bad,57.14285714,4,7,1.003611111,Zenith Bank,28,28.2,Permanent,Savings,0,4,28,7.016111111,1.002301587,365,299.8214286,0,1,30000,34500,30,Test
2472,Good,71.42857143,5,7,11.46555556,GT Bank,43,42.5,Permanent,Other,0,4,28,17.49888889,2.49984127,365,253.7619048,0,1,30000,34500,30,Validation
2473,Bad,71.42857143,5,7,1.018611111,First Bank,28,28.2,Permanent,Other,0,4,28,7.038888889,1.005555556,365,312.8571429,0,1,30000,39000,60,Training
2474,Good,85.71428571,6,7,1.018611111,Skye Bank,25,25.3,Student,Savings,0,4,28,7.030277778,1.004325397,365,293.7380952,0,1,30000,34500,30,Test
2475,Good,100,7,7,1.018611111,Union Bank,37,36.6,Permanent,Savings,0,4,28,7.033888889,1.00484127,365,274.6190476,0,1,30000,39000,60,Training
2476,Good,85.71428571,6,7,1.018611111,GT Bank,28,27.7,Unknown,Savings,0,4,28,7.035,1.005,365,311.1190476,0,1,30000,34500,30,Test
2477,Good,57.14285714,4,7,1.018333333,First Bank,30,29.7,Permanent,Savings,0,4,28,7.030833333,1.004404762,365,293.7380952,0,1,30000,34500,30,Test
2478,Good,71.42857143,5,7,1.019166667,Fidelity Bank,44,43.4,Permanent,Savings,0,4,28,7.031944444,1.004563492,365,365,0,1,10000,11500,15,Validation
2479,Good,42.85714286,3,7,1.003888889,GT Bank,26,25.6,Permanent,Savings,0,4,28,7.018333333,1.002619048,365,338.9285714,0,1,10000,11125,15,Training
2480,Good,42.85714286,3,7,1.019166667,GT Bank,37,36.6,Permanent,Other,0,4,28,7.034444444,1.004920635,365,273.75,0,1,30000,39000,60,Training
2481,Bad,57.14285714,4,7,1.004444444,Access Bank,34,33.7,Permanent,Savings,0,4,28,7.018888889,1.002698413,365,280.702381,0,1,30000,34500,30,Test
2482,Good,100,7,7,1.004166667,GT Bank,30,29.8,Permanent,Savings,0,4,28,7.018611111,1.00265873,365,243.7678571,0,1,40000,43500,30,Training
2483,Good,85.71428571,6,7,1.004722222,EcoBank,33,32.5,Permanent,Other,0,4,28,7.018611111,1.00265873,365,351.9642857,0,1,20000,22250,15,Validation
2484,Good,100,7,7,1.018888889,Fidelity Bank,27,26.5,Permanent,Savings,0,4,28,7.032777778,1.00468254,365,317.202381,0,1,20000,24500,30,Validation
2485,Good,85.71428571,6,7,1.018611111,Zenith Bank,35,34.2,Self-Employed,Savings,0,4,28,7.032777778,1.00468254,365,299.8214286,0,1,30000,34500,30,Test
2486,Good,42.85714286,3,7,1.018333333,Diamond Bank,38,37.9,Permanent,Savings,0,4,28,7.031388889,1.004484127,365,292.5793651,0,1,10000,10750,15,Training
2487,Good,85.71428571,6,7,1.003888889,Diamond Bank,27,27,Permanent,Savings,0,4,28,7.016666667,1.002380952,365,351.9642857,0,1,20000,24500,30,Test
2488,Good,57.14285714,4,7,1.019166667,Stanbic IBTC,43,42.5,Permanent,Savings,0,4,28,7.033611111,1.004801587,365,241.015873,0,1,30000,34500,30,Training
2489,Good,42.85714286,3,7,1.019722222,UBA,37,36.5,Self-Employed,Other,0,4,28,7.033055556,1.004722222,365,338.9285714,0,1,20000,24500,30,Training
2490,Good,42.85714286,3,7,1.020555556,GT Bank,29,28.5,Self-Employed,Savings,0,4,28,7.051388889,1.00734127,365,351.9642857,0,1,20000,24500,30,Training
2491,Good,57.14285714,4,7,1.018611111,First Bank,29,29,Permanent,Savings,0,4,28,7.035,1.005,365,365,0,1,10000,13000,30,Test
2492,Good,57.14285714,4,7,1.018888889,Zenith Bank,30,28.9,Permanent,Savings,0,4,28,7.035277778,1.005039683,365,228.2698413,0,1,30000,39000,60,Test
2493,Good,57.14285714,4,7,1.009444444,GT Bank,30,29.4,Permanent,Savings,0,4,28,7.024444444,1.003492064,365,338.9285714,0,1,20000,24500,30,Training
2494,Good,71.42857143,5,7,1.004444444,GT Bank,39,38.2,Self-Employed,Savings,0,4,28,7.019166667,1.002738095,365,241.5952381,0,1,30000,34500,30,Test
2495,Good,71.42857143,5,7,1.02,Access Bank,32,31,Permanent,Savings,0,4,28,7.048888889,1.006984127,365,260.7142857,0,1,30000,39000,60,Validation
2496,Good,42.85714286,3,7,1.009722222,Zenith Bank,33,32.3,Self-Employed,Other,0,4,28,7.0225,1.003214286,365,338.9285714,0,1,20000,24500,30,Training
2497,Good,57.14285714,4,7,1.019722222,FCMB,36,35.4,Permanent,Other,0,4,28,7.040277778,1.005753968,365,219.2896825,0,1,30000,39000,60,Training
2498,Good,100,7,7,1.511944444,Union Bank,33,32.3,Permanent,Other,0,4,28,7.530555556,1.075793651,365,267.6666667,0,1,30000,34500,30,Validation
2499,Good,75,6,8,1.019166667,GT Bank,38,38.1,Permanent,Savings,0,4.5,36,8.038888889,1.004861111,365,330.78125,0,1,20000,24500,30,Training
2500,Bad,37.5,3,8,1.02,Diamond Bank,32,31.4,Student,Savings,0,4.5,36,8.037777778,1.004722222,365,313.7986111,0,1,15000,18375,30,Test
2501,Good,100,8,8,1.019722222,Zenith Bank,27,27,Student,Savings,0,4.5,36,8.052777778,1.006597222,365,289.71875,0,1,15000,17250,30,Validation
2502,Good,75,6,8,1.02,GT Bank,35,34.7,Permanent,Savings,0,4.5,36,8.051666667,1.006458333,365,302.6458333,0,1,30000,34500,30,Test
2503,Good,87.5,7,8,1.003333333,GT Bank,43,42.1,Permanent,Other,0,4.5,36,8.019166667,1.002395833,365,262.34375,0,1,20000,24500,30,Training
2504,Good,75,6,8,2.960555556,Zenith Bank,35,35.2,Permanent,Other,0,4.5,36,9.986111111,1.248263889,365,302.6458333,0,1,30000,34500,30,Test
2505,Good,75,6,8,1.020555556,Access Bank,29,29.2,ContractRetiredUnemployed,Savings,8,4.5,36,8.051944444,1.006493056,365,330.78125,1,1,20000,24500,30,Test
2506,Bad,50,4,8,1.019722222,Skye Bank,22,21.6,Self-Employed,Other,0,4.5,36,8.035,1.004375,365,330.78125,0,1,20000,22250,15,Training
2507,Good,75,6,8,1.003611111,UBA,44,43.8,Unknown,Savings,0,4.5,36,8.019166667,1.002395833,365,274.5104167,0,1,30000,34500,30,Training
2508,Bad,87.5,7,8,1.019444444,GT Bank,30,30,Unknown,Savings,0,4.5,36,8.049444444,1.006180556,365,279.8333333,0,1,30000,34500,30,Training
2509,Good,37.5,3,8,1.316388889,GT Bank,23,22.8,Student,Savings,0,4.5,36,8.335277778,1.041909722,365,252.2048611,0,1,30000,39000,60,Training
2510,Good,87.5,7,8,1.018611111,First Bank,32,31.4,Permanent,Savings,0,4.5,36,8.033055556,1.004131944,365,274.5104167,0,1,30000,34500,30,Test
2511,Bad,62.5,5,8,1.018611111,EcoBank,42,41.8,Permanent,Savings,0,4.5,36,8.033333333,1.004166667,365,325.4583333,0,1,20000,24500,30,Training
2512,Good,87.5,7,8,1.020277778,First Bank,32,32,Permanent,Savings,0,4.5,36,8.042222222,1.005277778,365,285.15625,0,1,30000,34500,30,Training
2513,Good,75,6,8,1.003333333,Access Bank,49,48.3,Permanent,Savings,0,4.5,36,8.017222222,1.002152778,365,317.8541667,0,1,10000,11125,15,Training
2514,Good,62.5,5,8,1.018611111,Access Bank,44,43.5,Permanent,Savings,0,4.5,36,8.032222222,1.004027778,365,279.8333333,0,1,30000,34500,30,Test
2515,Good,50,4,8,1.019444444,GT Bank,29,28.9,ContractRetiredUnemployed,Savings,0,4.5,36,8.038611111,1.004826389,365,319.375,0,1,10000,13000,30,Training
2516,Good,100,8,8,1.022222222,Access Bank,25,25,Self-Employed,Other,0,4.5,36,8.057777778,1.007222222,365,224.5763889,0,1,35000,42000,60,Test
2517,Good,87.5,7,8,1.018888889,GT Bank,32,32.1,Permanent,Savings,0,4.5,36,8.039444444,1.004930556,365,279.5798611,0,1,20000,23000,30,Validation
2518,Bad,50,4,8,1.02,FCMB,40,39.4,Permanent,Other,0,4.5,36,8.039444444,1.004930556,365,245.8680556,0,1,20000,24500,30,Validation
2519,Good,100,8,8,1.763333333,Diamond Bank,24,24.1,Permanent,Other,0,4.5,36,8.793055556,1.099131944,365,307.96875,0,1,30000,34500,30,Test
