,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,
3594,Good,GT Bank,61.13 - High,36 - High,9,30,High,High,No,Savings,Norm,61.23333333,10000,13000,365,39,Savings,Test
3612,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,39,Savings,Training
3638,Good,GT Bank,60.17 - 60.23,36 - High,9,15,High,High,No,Savings,Norm,60.23333333,10000,11500,365,39,Savings,Training
3713,Good,First Bank,61.13 - High,36 - High,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,39,Savings,Validation
3744,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,60.35,10000,13000,365,39,Savings,Test
3787,Good,Access Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,39,Savings,Training
3798,Good,First Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Other,Norm,60.2,10000,13000,365,39,Other,Validation
3805,Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,Norm,60.13333333,10000,13000,365,39,Savings,Validation
3837,Bad,GT Bank,60.17 - 60.23,36 - High,9,30,High,High,No,Savings,Norm,60.21666667,10000,13000,365,39,Savings,Training
3922,Bad,Access Bank,60.17 - 60.23,36 - High,2,15,Low,Med,No,Other,Norm,60.18333333,10000,11500,365,39,Other,Training
3935,Bad,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,39,Savings,Test
3983,Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,No,Other,Norm,60.16666667,10000,13000,365,39,Other,Validation
4017,Bad,GT Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,Norm,60.11666667,6000,6900,365,39,Other,Validation
4084,Good,Keystone Bank,Low - 60.17,36 - High,2,30,Med,Low,No,Other,Norm,60.11666667,10000,13000,365,39,Other,Validation
4131,Bad,UBA,Low - 60.17,36 - High,6,30,Med,High,No,Other,Norm,60.16666667,10000,13000,365,39,Other,Test
4140,Good,First Bank,Low - 60.17,36 - High,2,15,Med,Low,No,Savings,Norm,60.11666667,10000,11500,365,39,Savings,Test
4153,Good,Sterling Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,Norm,60.11666667,5000,5750,365,39,Other,Training
4235,Good,GT Bank,Low - 60.17,36 - High,1,30,Low,Low,No,Other,Norm,60.1,5000,6500,365,39,Other,Validation
4268,Good,Zenith Bank,Low - 60.17,36 - High,2,15,Med,Low,No,Other,Norm,60.1,10000,11500,365,39,Other,Test
10,Bad,GT Bank,61.13 - High,36 - High,1,30,Low,Low,No,Savings,Norm,61.18333333,10000,13000,365,40,Savings,Training
19,Good,UBA,60.17 - 60.23,36 - High,1,30,Low,Low,No,Other,Norm,60.21666667,10000,13000,365,40,Other,Validation
108,Bad,GT Bank,60.17 - 60.23,36 - High,3,15,Low,High,No,Other,Norm,60.18333333,10000,11500,365,40,Other,Test
543,Good,GT Bank,60.17 - 60.23,36 - High,9,30,High,High,No,Savings,Norm,60.21666667,10000,13000,365,40,Savings,Test
570,Good,Access Bank,60.17 - 60.23,36 - High,9,15,High,High,No,Savings,Norm,60.23333333,10000,11500,365,40,Savings,Test
577,Good,GT Bank,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,Norm,61.13333333,10000,11500,365,40,Savings,Test
585,Good,UBA,61.13 - High,36 - High,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,40,Savings,Training
610,Good,FCMB,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,Norm,61.11666667,10000,11500,365,40,Savings,Training
652,Good,FCMB,60.23 - 61.13,36 - High,3,30,Low,High,No,Other,Norm,60.3,10000,13000,365,40,Current,Test
653,Bad,Fidelity Bank,Low - 60.17,36 - High,3,30,Low,High,Yes,Savings,Norm,60.11666667,10000,13000,365,40,Savings,Validation
738,Good,First Bank,60.23 - 61.13,36 - High,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,40,Savings,Training
835,Bad,Zenith Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,60.26666667,10000,13000,365,40,Savings,Validation
883,Bad,First Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,40,Savings,Training
1016,Good,First Bank,Low - 60.17,36 - High,3,30,Low,High,No,Other,Norm,60.11666667,10000,13000,365,40,Other,Test
1099,Good,GT Bank,61.13 - High,36 - High,3,15,Low,High,No,Other,Norm,436.7833333,10000,11500,365,40,Other,Training
1129,Good,Diamond Bank,Low - 60.17,36 - High,3,15,Low,High,No,Savings,Norm,60.16666667,10000,11500,365,40,Savings,Training
1163,Good,First Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Other,Norm,60.26666667,10000,11500,365,40,Other,Test
1219,Good,GT Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,40,Savings,Training
1221,Good,GT Bank,61.13 - High,36 - High,3,15,Low,High,No,Savings,Norm,61.18333333,10000,11500,365,40,Savings,Training
1237,Good,First Bank,60.17 - 60.23,36 - High,9,15,High,High,No,Savings,Norm,60.21666667,10000,11500,365,40,Savings,Training
1254,Good,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.23333333,10000,13000,365,40,Savings,Training
1295,Good,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Other,Norm,60.18333333,10000,13000,365,40,Other,Test
1392,Good,UBA,60.17 - 60.23,36 - High,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,40,Savings,Training
1406,Bad,First Bank,Low - 60.17,36 - High,9,15,High,High,No,Savings,Norm,60.16666667,10000,11500,365,40,Savings,Validation
1474,Good,Zenith Bank,Low - 60.17,36 - High,1,30,Low,Low,No,Other,Norm,60.13333333,10000,13000,365,40,Other,Training
1521,Bad,GT Bank,60.23 - 61.13,36 - High,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,40,Savings,Training
1543,Good,Standard Chartered,60.23 - 61.13,36 - High,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,40,Savings,Validation
1582,Good,UBA,61.13 - High,36 - High,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,40,Savings,Training
1627,Good,FCMB,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,40,Savings,Test
1715,Good,Diamond Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.23333333,10000,13000,365,40,Savings,Test
1729,Good,Keystone Bank,Low - 60.17,36 - High,9,30,High,High,No,Savings,Norm,60.16666667,10000,13000,365,40,Savings,Validation
1802,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,40,Savings,Test
1805,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,40,Savings,Test
1813,Good,GT Bank,60.17 - 60.23,36 - High,3,15,Low,High,Yes,Savings,Norm,60.2,10000,11500,365,40,Savings,Training
1816,Good,GT Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,Norm,60.3,10000,13000,365,40,Savings,Validation
1843,Good,First Bank,Low - 60.17,36 - High,9,30,High,High,No,Savings,Norm,60.11666667,10000,13000,365,40,Savings,Training
1865,Good,Stanbic IBTC,Low - 60.17,36 - High,3,15,Low,High,No,Savings,Norm,60.13333333,10000,11500,365,40,Savings,Training
1881,Good,Zenith Bank,60.17 - 60.23,36 - High,2,15,Med,Low,No,Other,Norm,60.2,10000,11500,365,40,Other,Training
1931,Good,GT Bank,60.23 - 61.13,36 - High,1,15,Low,Low,No,Other,Norm,60.26666667,10000,11500,365,40,Other,Training
1958,Good,First Bank,Low - 60.17,36 - High,2,15,Low,Med,No,Other,Norm,60.11666667,10000,11500,365,40,Other,Training
1986,Good,Access Bank,60.17 - 60.23,36 - High,9,15,High,High,No,Savings,Norm,60.2,10000,11500,365,40,Savings,Test
2024,Good,First Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,60.26666667,10000,13000,365,40,Savings,Test
2032,Good,FCMB,60.23 - 61.13,36 - High,9,15,High,High,Yes,Savings,Norm,60.45,10000,11500,365,40,Savings,Test
2034,Good,Zenith Bank,60.17 - 60.23,36 - High,2,15,Med,Low,No,Other,Norm,60.2,10000,11500,365,40,Other,Validation
2073,Good,UBA,60.23 - 61.13,36 - High,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,40,Savings,Test
2170,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,40,Savings,Test
2204,Good,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,Yes,Savings,Norm,60.2,10000,13000,365,40,Savings,Test
2227,Good,First Bank,60.17 - 60.23,36 - High,9,15,High,High,No,Savings,Norm,60.2,10000,11500,365,40,Savings,Validation
2268,Good,GT Bank,60.17 - 60.23,36 - High,6,15,Med,High,No,Other,Norm,60.2,10000,11500,365,40,Other,Training
2283,Good,First Bank,60.23 - 61.13,36 - High,3,15,Low,High,Yes,Savings,Norm,60.25,10000,11500,365,40,Savings,Training
2337,Good,First Bank,60.17 - 60.23,36 - High,3,15,Low,High,Yes,Savings,Norm,60.18333333,10000,11500,365,40,Savings,Validation
2449,Bad,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Other,Norm,60.2,10000,13000,365,40,Current,Test
2459,Good,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Other,Norm,60.21666667,10000,13000,365,40,Other,Validation
2478,Good,GT Bank,60.17 - 60.23,36 - High,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,40,Savings,Training
2506,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,40,Savings,Validation
2523,Good,First Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,40,Savings,Validation
2538,Bad,Access Bank,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,Norm,60.33333333,10000,11500,365,40,Savings,Validation
2545,Good,GT Bank,61.13 - High,36 - High,3,15,Low,High,No,Other,Norm,61.23333333,10000,11500,365,40,Current,Validation
2582,Good,Zenith Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,40,Savings,Training
2685,Good,Wema Bank,Low - 60.17,36 - High,9,15,High,High,No,Savings,Norm,60.13333333,10000,11500,365,40,Savings,Training
2724,Bad,Sterling Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,40,Savings,Training
2725,Bad,Skye Bank,60.23 - 61.13,36 - High,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,40,Savings,Training
2796,Bad,GT Bank,60.17 - 60.23,36 - High,9,15,High,High,No,Savings,Norm,60.23333333,10000,11500,365,40,Savings,Training
2811,Good,GT Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,60.26666667,10000,11500,365,40,Savings,Training
2821,Good,Diamond Bank,60.17 - 60.23,36 - High,3,15,Low,High,No,Other,Norm,60.21666667,10000,11500,365,40,Current,Training
2826,Good,GT Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,60.36666667,10000,11500,365,40,Savings,Training
2850,Good,Diamond Bank,60.23 - 61.13,36 - High,9,15,High,High,Yes,Savings,Norm,61.13333333,10000,11500,365,40,Savings,Training
2878,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,40,Savings,Training
2920,Bad,Zenith Bank,60.23 - 61.13,36 - High,2,30,Low,Med,No,Other,Norm,60.38333333,8000,10400,365,40,Other,Training
3046,Good,Diamond Bank,60.17 - 60.23,36 - High,3,15,Low,High,No,Other,Norm,60.21666667,10000,11500,365,40,Other,Training
3076,Good,Zenith Bank,61.13 - High,36 - High,6,15,Med,High,No,Other,Norm,61.18333333,10000,11500,365,40,Other,Training
3153,Good,GT Bank,60.17 - 60.23,36 - High,3,15,Low,High,No,Other,Norm,60.2,10000,11500,365,40,Other,Validation
3156,Bad,First Bank,60.23 - 61.13,36 - High,2,30,Med,Low,No,Other,Norm,60.26666667,10000,13000,365,40,Other,Training
3163,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,40,Savings,Test
3165,Good,Diamond Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,60.28333333,10000,13000,365,40,Savings,Training
3262,Good,Zenith Bank,Low - 60.17,36 - High,3,30,Low,High,No,Other,Norm,60.1,5000,6500,365,40,Other,Validation
3284,Good,UBA,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,60.41666667,10000,13000,365,40,Savings,Training
3295,Bad,GT Bank,61.13 - High,36 - High,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,40,Savings,Validation
3353,Good,GT Bank,61.13 - High,36 - High,9,15,High,High,Yes,Savings,Norm,61.15,10000,11500,365,40,Savings,Test
3368,Good,FCMB,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,60.26666667,10000,11500,365,40,Savings,Training
3398,Good,Diamond Bank,61.13 - High,36 - High,1,30,Low,Low,No,Other,Norm,1373.416667,10000,13000,365,40,Other,Test
3473,Good,Zenith Bank,61.13 - High,36 - High,3,30,Low,High,No,Savings,Norm,102.45,10000,13000,365,40,Savings,Training
3478,Bad,GT Bank,60.17 - 60.23,36 - High,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,40,Savings,Validation
3636,Good,UBA,60.17 - 60.23,36 - High,3,30,Low,High,Yes,Savings,Norm,60.2,10000,13000,365,40,Savings,Training
3647,Good,First Bank,Low - 60.17,36 - High,3,30,Low,High,Yes,Savings,Norm,60.11666667,10000,13000,365,40,Savings,Validation
3671,Good,Access Bank,Low - 60.17,36 - High,6,30,Med,High,No,Savings,Norm,60.11666667,10000,13000,365,40,Savings,Test
3910,Good,GT Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,60.25,10000,11500,365,40,Savings,Test
4039,Good,GT Bank,Low - 60.17,36 - High,3,15,Low,High,No,Other,Norm,60.1,10000,11500,365,40,Other,Training
4053,Bad,Fidelity Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,Norm,60.1,5000,5750,365,40,Other,Test
4074,Bad,GT Bank,60.17 - 60.23,36 - High,1,30,Low,Low,No,Savings,Norm,60.2,10000,13000,365,40,Savings,Training
4077,Good,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Other,Norm,60.18333333,10000,13000,365,40,Other,Training
4082,Good,First Bank,Low - 60.17,36 - High,3,30,Low,High,No,Other,Norm,60.1,10000,13000,365,40,Other,Training
4083,Good,GT Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,Norm,60.13333333,10000,11500,365,40,Other,Training
4110,Good,GT Bank,Low - 60.17,36 - High,2,30,Med,Low,No,Other,Norm,60.13333333,10000,13000,365,40,Other,Training
4119,Good,GT Bank,Low - 60.17,36 - High,3,15,Low,High,No,Other,Norm,60.15,10000,11500,365,40,Other,Training
4162,Good,GT Bank,Low - 60.17,36 - High,1,15,Low,Low,No,Other,Norm,60.08333333,10000,11500,365,40,Other,Training
4200,Good,Access Bank,Low - 60.17,36 - High,3,15,Low,High,No,Other,Norm,60.13333333,10000,11500,365,40,Other,Validation
4242,Good,GT Bank,Low - 60.17,36 - High,2,15,Med,Low,No,Savings,Norm,60.1,10000,11500,365,40,Savings,Training
4252,Bad,Stanbic IBTC,Low - 60.17,36 - High,1,30,Low,Low,No,Other,Norm,60.1,10000,13000,365,40,Current,Test
4273,Bad,Access Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,40,Savings,Validation
4304,Good,FCMB,Low - 60.17,36 - High,1,15,Low,Low,No,Other,Norm,60.15,5000,5750,365,40,Other,Validation
4340,Good,First Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,40,Savings,Training
29,Good,First Bank,60.23 - 61.13,36 - High,2,30,Low,Med,No,Savings,Norm,61.13333333,10000,13000,365,41,Savings,Test
71,Good,GT Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,41,Savings,Test
119,Good,GT Bank,Low - 60.17,36 - High,6,15,Med,High,No,Savings,Norm,60.16666667,10000,11500,365,41,Savings,Test
133,Bad,First Bank,Low - 60.17,36 - High,3,30,Low,High,Yes,Savings,Norm,60.13333333,10000,13000,365,41,Savings,Training
177,Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,Yes,Savings,Norm,60.15,10000,13000,365,41,Savings,Validation
227,Good,Diamond Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,60.28333333,10000,11500,365,41,Savings,Test
238,Good,Diamond Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,41,Savings,Training
243,Good,First Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,41,Savings,Validation
297,Bad,Diamond Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,41,Savings,Training
309,Good,GT Bank,60.23 - 61.13,36 - High,1,30,Low,Low,No,Savings,Norm,61.13333333,10000,13000,365,41,Savings,Validation
351,Good,Fidelity Bank,60.23 - 61.13,36 - High,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,182.5,41,Savings,Training
371,Good,Skye Bank,60.17 - 60.23,36 - High,3,15,Low,High,Yes,Savings,Norm,60.21666667,10000,11500,365,41,Savings,Training
378,Good,First Bank,Low - 60.17,36 - High,9,15,High,High,No,Savings,Norm,60.11666667,10000,11500,365,41,Savings,Validation
389,Good,UBA,61.13 - High,36 - High,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,41,Savings,Test
421,Bad,First Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,41,Savings,Test
458,Good,EcoBank,Low - 60.17,36 - High,2,15,Med,Low,No,Other,Norm,60.15,10000,11500,365,41,Other,Training
504,Good,EcoBank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,41,Savings,Test
537,Good,First Bank,60.17 - 60.23,36 - High,3,15,Low,High,Yes,Savings,Norm,60.2,10000,11500,365,41,Savings,Training
602,Good,First Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,41,Savings,Training
630,Good,First Bank,60.17 - 60.23,36 - High,9,30,High,High,No,Savings,Norm,60.21666667,10000,13000,365,41,Savings,Validation
645,Bad,Fidelity Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,Norm,60.3,10000,13000,365,41,Savings,Test
648,Bad,GT Bank,Low - 60.17,36 - High,9,15,High,High,No,Savings,Norm,60.16666667,10000,11500,365,41,Savings,Validation
741,Good,GT Bank,61.13 - High,36 - High,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,41,Savings,Validation
930,Good,Diamond Bank,60.23 - 61.13,36 - High,3,30,Low,High,Yes,Savings,Norm,61.11666667,10000,13000,365,41,Savings,Test
1001,Bad,GT Bank,60.17 - 60.23,36 - High,3,15,Low,High,No,Other,Norm,60.21666667,10000,11500,365,41,Other,Test
1019,Good,Access Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Other,Norm,60.18333333,10000,13000,365,41,Other,Test
1053,Good,GT Bank,60.17 - 60.23,36 - High,6,15,Med,High,No,Other,Norm,60.23333333,10000,11500,365,41,Other,Validation
1114,Bad,First Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,60.6,10000,13000,365,41,Savings,Training
1145,Good,Access Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,60.48333333,10000,13000,365,41,Savings,Training
1158,Bad,First Bank,Low - 60.17,36 - High,9,30,High,High,No,Savings,Norm,60.1,10000,13000,365,41,Savings,Validation
1192,Bad,Zenith Bank,60.17 - 60.23,36 - High,1,30,Low,Low,No,Other,Norm,60.2,10000,13000,365,41,Other,Test
1341,Good,UBA,Low - 60.17,36 - High,3,15,Low,High,No,Other,Norm,60.13333333,10000,11500,365,41,Other,Training
1382,Bad,UBA,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,41,Savings,Test
1504,Bad,GT Bank,60.17 - 60.23,36 - High,9,30,High,High,No,Savings,Norm,60.2,10000,13000,365,41,Savings,Training
1522,Good,Diamond Bank,60.17 - 60.23,36 - High,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,41,Savings,Training
1607,Good,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.23333333,10000,13000,365,41,Savings,Validation
1708,Good,Stanbic IBTC,60.23 - 61.13,36 - High,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,41,Savings,Test
1717,Good,UBA,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,41,Savings,Test
1720,Bad,First Bank,60.23 - 61.13,36 - High,3,15,Low,High,Yes,Savings,Norm,60.41666667,10000,11500,365,41,Savings,Training
1740,Bad,Zenith Bank,60.23 - 61.13,36 - High,2,15,Low,Med,No,Savings,Norm,60.25,10000,11500,365,41,Savings,Validation
1762,Good,Keystone Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,61.05,10000,11500,365,41,Savings,Validation
1787,Good,First Bank,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,Norm,60.28333333,10000,11500,365,41,Savings,Training
1870,Bad,UBA,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,41,Savings,Test
1875,Good,FCMB,60.17 - 60.23,36 - High,6,30,Med,High,No,Savings,Norm,60.2,10000,13000,365,41,Savings,Training
1925,Good,First Bank,60.17 - 60.23,36 - High,9,15,High,High,No,Savings,Norm,60.2,10000,11500,365,41,Savings,Validation
2066,Good,GT Bank,61.13 - High,36 - High,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,41,Savings,Training
2159,Good,Access Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,Norm,60.1,10000,13000,365,41,Savings,Test
2163,Good,Zenith Bank,61.13 - High,36 - High,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,41,Savings,Test
2246,Good,GT Bank,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,Norm,60.33333333,10000,11500,365,41,Savings,Training
2258,Good,First Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Other,Norm,60.23333333,10000,13000,365,41,Other,Validation
2302,Bad,GT Bank,60.17 - 60.23,36 - High,9,30,High,High,No,Savings,Norm,60.21666667,10000,13000,365,41,Savings,Training
2316,Good,First Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,41,Savings,Training
2323,Good,First Bank,60.17 - 60.23,36 - High,9,30,High,High,No,Savings,Norm,60.21666667,10000,13000,365,41,Savings,Validation
2394,Bad,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,Yes,Savings,Norm,60.23333333,10000,13000,365,41,Savings,Test
2414,Good,FCMB,60.17 - 60.23,36 - High,2,30,Med,Low,No,Savings,Norm,60.21666667,10000,13000,365,41,Savings,Validation
2457,Bad,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,41,Savings,Training
2565,Bad,Keystone Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,41,Savings,Training
2798,Good,Unity Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,41,Savings,Test
2843,Good,Access Bank,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,Norm,61.11666667,10000,11500,365,41,Savings,Training
2935,Bad,GT Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,60.25,10000,11500,365,41,Savings,Test
2945,Good,GT Bank,60.17 - 60.23,36 - High,6,30,Med,High,No,Other,Norm,60.18333333,10000,13000,365,41,Other,Validation
3015,Good,GT Bank,60.17 - 60.23,36 - High,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,41,Savings,Training
3271,Bad,First Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,41,Savings,Training
3341,Good,First Bank,60.17 - 60.23,36 - High,6,30,Med,High,No,Savings,Norm,60.18333333,10000,13000,365,41,Savings,Training
3354,Bad,GT Bank,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,Norm,60.68333333,10000,11500,365,41,Savings,Validation
3390,Good,UBA,60.23 - 61.13,36 - High,3,30,Low,High,Yes,Savings,Norm,60.26666667,10000,13000,365,41,Savings,Training
3476,Bad,GT Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,41,Savings,Training
3484,Bad,UBA,60.23 - 61.13,36 - High,9,15,High,High,Yes,Savings,Norm,61.11666667,10000,11500,365,41,Savings,Validation
3548,Bad,EcoBank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,41,Savings,Test
3596,Bad,GT Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,Norm,60.25,10000,13000,365,41,Savings,Validation
3628,Good,First Bank,60.23 - 61.13,36 - High,3,15,Low,High,Yes,Savings,Norm,61.11666667,10000,11500,365,41,Savings,Test
3629,Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,Yes,Savings,Norm,60.16666667,10000,13000,365,41,Savings,Training
3673,Good,GT Bank,Low - 60.17,36 - High,2,15,Med,Low,No,Other,Norm,60.13333333,10000,11500,365,41,Other,Training
3706,Good,First Bank,Low - 60.17,36 - High,6,30,Med,High,No,Other,Norm,60.15,10000,13000,365,41,Other,Training
3840,Good,UBA,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,41,Savings,Validation
3866,Good,Zenith Bank,60.17 - 60.23,36 - High,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,41,Savings,Training
3966,Good,Stanbic IBTC,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,Norm,61.13333333,10000,11500,365,41,Savings,Test
4009,Good,Stanbic IBTC,Low - 60.17,36 - High,4,15,Med,Med,No,Other,Norm,60.15,10000,11500,365,41,Other,Training
4092,Good,Access Bank,Low - 60.17,36 - High,1,30,Low,Low,No,Other,Norm,60.16666667,10000,13000,365,41,Other,Training
4141,Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,41,Savings,Test
4150,Bad,GT Bank,Low - 60.17,36 - High,3,15,Low,High,No,Other,Norm,60.11666667,10000,11500,365,41,Other,Training
4319,Good,Diamond Bank,60.23 - 61.13,36 - High,1,30,Low,Low,No,Savings,Norm,61.13333333,10000,13000,365,41,Savings,Training
89,Good,GT Bank,Low - 60.17,36 - High,3,30,Low,High,No,Other,Norm,60.16666667,10000,13000,365,42,Other,Training
126,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,60.31666667,10000,13000,365,42,Savings,Training
