Good_or_Bad,termdays,referral,bank_account_type_recode,bank_name_clients,employment_status_clients_Risk,DemoCreditRating,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups
Bad,30,Yes,Savings,Access Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Zenith Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,EcoBank,Low,3,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,Fidelity Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,First Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,Yes,Savings,GT Bank,High,9,32 - 36,60.17 - 60.23,Norm
Bad,15,No,Savings,FCMB,Low,3,Low - 28,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,Zenith Bank,High,9,36 - High,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,EcoBank,High,9,36 - High,60.17 - 60.23,Norm
Bad,15,No,Other,Diamond Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,Zenith Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,23.82838972,No,Savings,GT Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,30,No,Savings,First Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Med,4.486777647,28 - 32,Low - 60.17,Norm
Bad,15,No,Other,UBA,High,9,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,Diamond Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,Fidelity Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,Diamond Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,18.164543,No,Savings,Zenith Bank,High,9,36 - High,61.13 - High,Norm
Bad,30,No,Other,FCMB,Low,2.029482083,36 - High,60.17 - 60.23,Norm
Bad,30,Yes,Savings,UBA,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,Stanbic IBTC,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,Yes,Savings,First Bank,Low,3,Low - 28,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,22.33927828,No,Savings,Access Bank,High,9,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,High,9,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,Yes,Savings,EcoBank,Low,3,28 - 32,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,UBA,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,32 - 36,60.17 - 60.23,Norm
Bad,15,No,Savings,Zenith Bank,Low,2.169089235,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,EcoBank,Low,3,36 - High,Low - 60.17,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,36 - High,61.13 - High,Norm
Bad,15,No,Savings,First Bank,High,9,32 - 36,60.17 - 60.23,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,Fidelity Bank,Low,3,Low - 28,61.13 - High,Norm
Bad,30,No,Savings,Fidelity Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Sterling Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,UBA,Low,3,36 - High,61.13 - High,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,FCMB,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,Fidelity Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,15,Yes,Savings,Diamond Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,36 - High,61.13 - High,Norm
Bad,15,Yes,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,Access Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,High,9,36 - High,60.17 - 60.23,Norm
Bad,30,Yes,Savings,Zenith Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,23.31602011,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,24.30328758,No,Savings,GT Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,Fidelity Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,High,9,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,Stanbic IBTC,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,Sterling Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Skye Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,Access Bank,High,9,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,UBA,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,Stanbic IBTC,Low,3,32 - 36,61.13 - High,Norm
Bad,30,No,Savings,UBA,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Zenith Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,30,Yes,Savings,Zenith Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,UBA,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,Diamond Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.17 - 60.23,Norm
Bad,15,Yes,Savings,Diamond Bank,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Savings,First Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,15,No,Savings,UBA,Low,3,28 - 32,61.13 - High,Norm
Bad,20.0842935,Yes,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,UBA,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,15,No,Savings,UBA,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Other,Access Bank,Low,2.204923828,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,Diamond Bank,Low,5.406996232,Low - 28,Low - 60.17,Norm
Bad,15,No,Other,GT Bank,Med,2,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,First Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,15,No,Savings,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,19.04467024,No,Other,First Bank,Low,2.588006494,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3.02596875,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Fidelity Bank,Med,8.955995417,32 - 36,Low - 60.17,Norm
Bad,30,No,Other,Zenith Bank,Med,2,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Other,GT Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,EcoBank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Stanbic IBTC,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Other,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,EcoBank,Low,2.444514223,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,Access Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,30,No,Savings,Zenith Bank,Low,2.773853391,36 - High,60.17 - 60.23,Norm
Bad,15,Yes,Savings,Fidelity Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,17.81404926,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,UBA,Low,3,36 - High,61.13 - High,Norm
Bad,15,No,Savings,Access Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,UBA,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,EcoBank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,High,9,Low - 28,61.13 - High,Norm
Bad,15,No,Savings,UBA,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,UBA,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,Access Bank,Low,3,36 - High,Low - 60.17,Norm
Bad,15,No,Savings,FCMB,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Zenith Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,UBA,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Other,GT Bank,Low,1.433489998,Low - 28,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Med,6,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,15,No,Savings,First Bank,High,9,36 - High,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,19.65419607,No,Savings,UBA,High,9,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,High,9,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,High,3.558496567,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,First Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,Fidelity Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,EcoBank,High,9,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,High,9,36 - High,Low - 60.17,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,Access Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,Yes,Savings,Stanbic IBTC,Low,3,32 - 36,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,61.13 - High,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,24.25789109,Yes,Savings,Skye Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Other,Fidelity Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,21.35880753,No,Other,GT Bank,Med,2,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,UBA,Low,3,32 - 36,61.13 - High,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,36 - High,61.13 - High,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,30,Yes,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,FCMB,High,9,Low - 28,Low - 60.17,Norm
Bad,22.77611388,No,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,No,Other,GT Bank,Med,5.571170031,36 - High,Low - 60.17,Norm
Bad,15,No,Other,GT Bank,Low,1.631143868,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Other,GT Bank,Low,2.93114746,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Other,GT Bank,Med,6,Low - 28,Low - 60.17,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,Stanbic IBTC,High,9,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,FCMB,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Other,UBA,Med,5.140319665,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,First Bank,Low,2.813841707,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,36 - High,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,UBA,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Other,GT Bank,Low,1,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,EcoBank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,FCMB,Low,3,Low - 28,61.13 - High,Norm
Bad,30,No,Savings,First Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Other,Access Bank,Low,1.799507875,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,Zenith Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Diamond Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,Access Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,Diamond Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,High,9,32 - 36,60.23 - 61.13,Norm
Bad,15,Yes,Savings,Sterling Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,UBA,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Med,4.943226944,32 - 36,Low - 60.17,Norm
Bad,30,No,Other,EcoBank,High,3.788961861,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,FCMB,Low,3,Low - 28,61.13 - High,Norm
Bad,30,No,Savings,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,EcoBank,Low,1.668280796,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,High,9,36 - High,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,Low - 28,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,High,9,32 - 36,61.13 - High,Norm
Bad,30,No,Savings,Sterling Bank,High,7.148016051,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Med,6,28 - 32,Low - 60.17,Norm
Bad,30,No,Other,Diamond Bank,Med,6,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,UBA,Low,3,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,Access Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,EcoBank,Low,2.266137549,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Other,First Bank,High,2.005977229,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,Skye Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,First Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Stanbic IBTC,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,UBA,High,9,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,EcoBank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,UBA,Low,3,36 - High,Low - 60.17,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,Low - 60.17,Norm
Bad,15,No,Savings,FCMB,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Other,Diamond Bank,Low,2.864723091,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,UBA,High,9,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,Fidelity Bank,High,9,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,17.03329417,No,Savings,Keystone Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,15,No,Savings,First Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Other,UBA,High,9,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,High,9,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Other,Diamond Bank,Low,1.543598549,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,EcoBank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,30,No,Savings,First Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,First Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,15,No,Savings,First Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,15,No,Savings,First Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,Low - 28,61.13 - High,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,Zenith Bank,Low,3,36 - High,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,First Bank,High,9,32 - 36,Low - 60.17,Norm
Bad,30,Yes,Savings,Zenith Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,First Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,20.99198748,No,Savings,First Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Low,1.688032146,Low - 28,60.17 - 60.23,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,Yes,Savings,Zenith Bank,High,9,36 - High,61.13 - High,Norm
Bad,30,Yes,Savings,Access Bank,High,9,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,Access Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,23.12897896,No,Savings,UBA,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Other,FCMB,Med,5.676338309,36 - High,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Med,6,36 - High,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Low,1,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Med,6,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,High,3.954007916,36 - High,60.17 - 60.23,Norm
Bad,25.30422866,No,Other,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Other,GT Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,Skye Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,Low - 60.17,Norm
Bad,30,Yes,Savings,First Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Zenith Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,Yes,Savings,Zenith Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,21.14803439,Yes,Savings,UBA,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Savings,FCMB,Low,3,32 - 36,61.13 - High,Norm
