Source,good_bad_flag of perf-trainperf,termdays,referral,bank_account_type_recode,bank_name_clients,employment_status_clients_Risk,DemoCreditRating,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups,___Class___,___Validation___,No Weighting,Weighting,Undersampling,Oversampling,Tomek,SMOTE plus Tomek,Naive No Weighting,Naive Weighting,Naive Under Sampling,Naive Over Sampling,Naive SMOTE,Naive Tomek,Naive SMOTE plus Tomek,Neural No Weighting,Neural Weighting,Neural Under Sampling,Neural Over Sampling,Neural SMOTE,Neural Tomek,Neural SMOTE plus Tomek,BootstrapForest No Weighting,BootstrapForest Weighting,BootstrapForest Under Sampling,BootstrapForest Over Sampling,BootstrapForest SMOTE,BootstrapForest Tomek,BootstrapForest SMOTE plus Tomek,BoostedTree No Weighting,BoostedTree Weighting,BoostedTree Under Sampling,BoostedTree Over Sampling,BoostedTree SMOTE,BoostedTree Tomek,BoostedTree SMOTE plus Tomek,SVM No Weighting,SVM Weighting,SVM Under Sampling,SVM Over Sampling,SVM SMOTE,SVM Tomek,SVM SMOTE plus Tomek,GenReg No Weighting,GenReg Weighting,GenReg Under Sampling,GenReg Over Sampling,GenReg SMOTE,GenReg Tomek,GenReg SMOTE plus Tomek,Prob(good_bad_flag of perf-trainperf==Bad),Prob(good_bad_flag of perf-trainperf==Good),Most Likely good_bad_flag of perf-trainperf
SMOTE Generated Minority Cases,Bad,30,No,Other,GT Bank,Med,3.146421182,Low - 28,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,1,0.13206338,0.3520319,0.36853791,0.37773995,0.47767017,0.14458099,0.47834377,0.217281074,0.393849781,0.492021052,0.403913579,0.654121981,0.297211369,0.652571678,,,0.337223534,,,0.147613313,,0.195918092,0.302942049,0.379774566,0.284478124,0.723926649,0.168016294,0.748733734,0.1214472,0.2519778,0.23725144,0.23255207,0.74444543,0.12210192,0.75962152,0.178686206,0.450934834,0.425525414,0.468794069,0.645825949,0.191299684,0.674041568,0.729643039,0.270356961,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,Access Bank,Low,3,32 - 36,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.19385834,0.46358314,0.51924509,0.46282592,0.5301939,0.20014919,0.52793811,0.218918344,0.483173465,0.562234398,0.542790268,0.610057604,0.20569629,0.635387625,,,0.62496517,,,0.352774211,,0.21672975,0.50290442,0.453343496,0.517412958,0.629683372,0.222330091,0.5849828,0.29451761,0.55860364,0.57205594,0.56281531,0.73733535,0.24031928,0.7444017,0.249718797,0.539465528,0.587577758,0.554839518,0.796974275,0.265984203,0.789845866,0.825914073,0.174085927,Bad
SMOTE Generated Minority Cases,Bad,30,No,Other,FCMB,Low,1,Low - 28,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.19639262,0.46655642,0.53769096,0.46759412,0.47032869,0.20032469,0.46868575,0.141319093,0.587068376,0.592380844,0.603339984,0.451964033,0.267873325,0.687114529,,,0.522861266,,,0.61751203,,0.248018127,0.677842933,0.428175855,0.435558368,0.846921591,0.2564227,0.635155142,0.94948488,0.7059921,0.45564289,0.69320347,0.71612831,0.92219667,0.73087297,0.45328474,0.656620341,0.597334479,0.610193968,0.847984562,0.476417548,0.864416198,0.750167993,0.249832007,Bad
SMOTE Generated Minority Cases,Bad,15,Yes,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm,1,Training,0,0,0,0,0,1,0.1444857,0.37699157,0.45546759,0.36009763,0.46756795,0.14907723,0.47176809,0.178789228,0.362119644,0.457239772,0.204830801,0.497666201,0.140995564,0.551233018,,,0.462219755,,,0.256384613,,0.160801764,0.454704721,0.493059555,0.459022493,0.841966327,0.164326008,0.919668162,0.20807298,0.33159584,0.30272746,0.2776935,0.57416184,0.18199599,0.64881743,0.20028609,0.472254668,0.504499219,0.480108336,0.53385509,0.198582382,0.55619769,0.809161281,0.190838719,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm,1,Training,0,0,0,0,0,1,0.16362651,0.41287828,0.42704126,0.38786543,0.51059087,0.16801396,0.51100999,0.157252446,0.415154956,0.434896696,0.389498636,0.490098734,0.182664481,0.491909821,,,0.494703522,,,0.22366919,,0.203884208,0.469683096,0.513112949,0.466037565,0.550020013,0.218297172,0.543491448,0.16581279,0.24230478,0.35170596,0.22609406,0.5091094,0.16545968,0.50016732,0.20028609,0.472254668,0.504499219,0.477543157,0.55194808,0.199383751,0.562541879,0.547674764,0.452325236,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm,1,Validation,0,0,0,0,0,1,0.24177379,0.5341685,0.57196954,0.52033804,0.61748014,0.2500383,0.62307786,0.311812131,0.468276748,0.568856378,0.496377563,0.596785947,0.269797301,0.549890198,,,0.38808084,,,0.226509519,,0.223066484,0.50290442,0.500117204,0.511553067,0.574479419,0.231213276,0.567446762,0.16651503,0.38617018,0.49743566,0.29174955,0.63674851,0.164042,0.63703694,0.218200225,0.508665192,0.508422959,0.509879976,0.578624096,0.230416963,0.566398886,0.580618861,0.419381139,Bad
SMOTE Generated Minority Cases,Bad,30,Yes,Savings,UBA,Low,3,28 - 32,61.13 - High,Norm,1,Training,0,0,0,0,0,0,0.1832707,0.44548651,0.48790514,0.43748538,0.5114368,0.1958644,0.51773708,0.151617888,0.559908577,0.454993788,0.564851044,0.524178082,0.31640931,0.60140442,,,0.696006089,,,0.553453333,,0.344688399,0.771866851,0.570343043,0.677150647,0.788608695,0.519091997,0.814804759,0.55682358,0.78091603,0.72226663,0.79903451,0.75945758,0.91079308,0.76861164,0.218200225,0.508665192,0.575057211,0.509879976,0.627135411,0.232647072,0.623369827,0.735061106,0.264938894,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,First Bank,Low,3,28 - 32,60.23 - 61.13,Norm,1,Validation,0,0,0,0,0,1,0.2351429,0.52507864,0.5265161,0.49655495,0.60048019,0.2440715,0.60660417,0.245318142,0.51107435,0.517226415,0.554081058,0.678553976,0.267265793,0.680276802,,,0.578259944,,,0.377171022,,0.223066484,0.50290442,0.48666739,0.511553067,0.574256325,0.231213276,0.567446762,0.17734404,0.63855553,0.45234325,0.55915876,0.73713193,0.16575902,0.74457365,0.218200225,0.508665192,0.508422959,0.509879976,0.592038216,0.230416963,0.585027954,0.815098163,0.184901837,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,EcoBank,High,9,36 - High,60.17 - 60.23,Norm,1,Validation,0,0,0,0,0,1,0.5623652,0.82152758,0.70331198,0.86041123,0.81495148,0.59549148,0.81435873,0.34083957,0.676364134,0.614945509,0.776407611,0.732721291,0.345779639,0.527585195,,,0.641048766,,,0.352758512,,0.343419918,0.653010338,0.717574059,0.205955984,0.64386264,0.307770279,0.634938555,0.34865789,0.64310552,0.67793286,0.67717847,0.64263889,0.38769086,0.6628932,0.209393878,0.496043214,0.503034264,0.52024911,0.66453221,0.200724504,0.681540719,0.7494815,0.2505185,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,UBA,High,4.797834765,28 - 32,Low - 60.17,Norm,1,Validation,0,0,0,0,0,1,0.24352775,0.53615301,0.434784,0.51000191,0.56426474,0.26407178,0.56399114,0.204528757,0.578023155,0.45734193,0.728070558,0.692812595,0.312387482,0.589565036,,,0.364299143,,,0.205843578,,0.398553974,0.304960968,0.531411659,0.465878272,0.808518351,0.218371364,0.65505882,0.27905992,0.55644787,0.46551548,0.50325713,0.60495802,0.4107279,0.6019103,0.215625338,0.505152594,0.422611247,0.509186287,0.704535013,0.223755036,0.719180983,0.574592599,0.425407401,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,UBA,Low,3,32 - 36,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,1,0.20539973,0.48155701,0.43258156,0.49028542,0.55688697,0.21750722,0.56888116,0.200354575,0.52313604,0.460007572,0.557978847,0.498276493,0.228503187,0.494957376,,,0.484159705,,,0.275763841,,0.213551564,0.497210122,0.467778058,0.515996148,0.545475412,0.214472189,0.562378555,0.1643408,0.57125999,0.48540809,0.63040524,0.60293829,0.16549283,0.59451789,0.214737445,0.501965296,0.542408993,0.510848473,0.537134117,0.23006233,0.517417084,0.602463498,0.397536502,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,Fidelity Bank,High,9,28 - 32,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,0,0.57581196,0.82935201,0.81676246,0.84027328,0.80760093,0.59989479,0.80893593,0.305918708,0.785554416,0.707655702,0.78355965,0.807328786,0.413624927,0.563133141,,,0.582393867,,,0.201259028,,0.250498237,0.509211261,0.559828459,0.535159042,0.60159783,0.254158147,0.632775428,0.11454209,0.66254938,0.62473791,0.59850575,0.58585368,0.14849074,0.61028583,0.219445552,0.512428402,0.650890842,0.52024911,0.402247024,0.233225823,0.301563036,0.667920514,0.332079486,Bad
SMOTE Generated Minority Cases,Bad,28.80612608,Yes,Savings,Access Bank,Low,3,28 - 32,61.13 - High,Norm,1,Training,0,0,0,0,0,1,0.21103242,0.48928156,0.61529549,0.49184057,0.56289511,0.21826503,0.56272114,0.220536186,0.495038487,0.571330558,0.562097552,0.547862269,0.424124126,0.709111083,,,0.647465789,,,0.414528011,,0.180155636,0.467053768,0.848792497,0.459022493,0.989383377,0.238234856,0.937231956,0.99626679,0.7684719,0.78723287,0.77825631,0.73727111,0.99943848,0.74451591,0.360977296,0.640103572,0.593854165,0.626306964,0.794563267,0.393934661,0.810506031,0.87136879,0.12863121,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,1,0.24337226,0.53621006,0.54516758,0.57170101,0.6605131,0.25351283,0.67078136,0.198073532,0.504443299,0.578186042,0.559985315,0.763552521,0.287538088,0.716494555,,,0.719678349,,,0.511175045,,0.421223705,0.640895915,0.646498929,0.688594218,0.69086624,0.459069381,0.708946425,0.25891187,0.68654988,0.64697207,0.79915276,0.73729433,0.26173679,0.7443805,0.225967012,0.512387302,0.504499219,0.562813868,0.646338514,0.230784871,0.6500889,0.807207186,0.192792814,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,Stanbic IBTC,High,9,32 - 36,Low - 60.17,Norm,1,Validation,0,0,0,0,0,1,0.21040473,0.48782423,0.37666865,0.5125709,0.4566735,0.24247298,0.43719729,0.226466114,0.336940151,0.354535427,0.425262047,0.470621117,0.221845111,0.384295495,,,0.506701653,,,0.370069877,,0.152992016,0.430245361,0.488766456,0.41803291,0.565946421,0.152537834,0.554403916,0.40762059,0.51075017,0.51577534,0.45559437,0.41254915,0.81952624,0.3643888,0.208464661,0.491174752,0.494707157,0.48877189,0.41948519,0.218185534,0.346327031,0.444305299,0.555694701,Good
SMOTE Generated Minority Cases,Bad,15,No,Savings,Zenith Bank,Low,3,28 - 32,60.17 - 60.23,Norm,1,Validation,0,0,0,0,0,1,0.17659522,0.43511217,0.46019311,0.43173899,0.51388114,0.18405547,0.51347961,0.230176535,0.577113541,0.490246761,0.577202201,0.683924257,0.259433527,0.677451416,,,0.607839221,,,0.360415138,,0.202970012,0.513916224,0.513129899,0.464625991,0.696170905,0.212516206,0.642197503,0.25773868,0.62526446,0.58080427,0.71279894,0.73714995,0.24151394,0.74436083,0.216274057,0.507926167,0.508422959,0.503665819,0.604213802,0.228301889,0.615774185,0.866338871,0.133661129,Bad
SMOTE Generated Minority Cases,Bad,30,Yes,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,1,0.54390737,0.81004265,0.76625235,0.8535962,0.85376328,0.56956953,0.85811367,0.354394865,0.681021171,0.685559288,0.616722253,0.750685166,0.357938218,0.535384025,,,0.702553075,,,0.500517522,,0.406217674,0.758521731,0.762162321,0.661916608,0.953843925,0.38939712,0.933198235,0.94792671,0.78095528,0.79607941,0.79933273,0.73734871,0.93901401,0.74451752,0.379667808,0.660555707,0.579708522,0.716260113,0.760421445,0.392070617,0.753813176,0.786714164,0.213285836,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,Access Bank,High,9,36 - High,61.13 - High,Norm,1,Validation,0,0,0,0,0,1,0.45468925,0.74907144,0.73552748,0.78546893,0.77674949,0.47399293,0.76761305,0.364016934,0.530123915,0.627785364,0.563852961,0.558232481,0.317670304,0.495199726,,,0.689605442,,,0.404861925,,0.34416017,0.538555216,0.582872319,0.689420016,0.640012419,0.347231961,0.653747814,0.65922097,0.78098539,0.77567812,0.79927004,0.7401251,0.55147683,0.74994264,0.252083891,0.549847315,0.547990559,0.564116091,0.652324943,0.262143988,0.662353947,0.709614296,0.290385704,Bad
SMOTE Generated Minority Cases,Bad,15,No,Other,GT Bank,High,3,Low - 28,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.16975933,0.42278431,0.39751928,0.4256414,0.4865307,0.1797686,0.48382953,0.147018687,0.43774802,0.445695202,0.262291447,0.360877425,0.237667964,0.671224485,,,0.472123702,,,0.294906137,,0.194933807,0.472996894,0.528127453,0.47146106,0.667671878,0.217340184,0.756589382,0.1853796,0.43342026,0.29757396,0.41479473,0.59104028,0.16957475,0.60291961,0.201385085,0.465534615,0.440273408,0.460704019,0.506299194,0.199098839,0.52815416,0.591192879,0.408807121,Bad
SMOTE Generated Minority Cases,Bad,30,No,Other,First Bank,Low,2.879521641,28 - 32,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,1,0.15683603,0.40013636,0.39316872,0.38760131,0.44936703,0.16229845,0.45373674,0.204932396,0.480682943,0.394083749,0.49695846,0.38523123,0.186755087,0.518574875,,,0.58376568,,,0.291929037,,0.17671065,0.138631189,0.513752185,0.434164049,0.753279052,0.182186385,0.907655084,0.19911316,0.57601478,0.4289149,0.59832195,0.22628704,0.18303769,0.22101011,0.17350475,0.43096504,0.45271242,0.416080147,0.482413333,0.19745104,0.474342978,0.797327755,0.202672245,Bad
SMOTE Generated Minority Cases,Bad,15,No,Other,FCMB,Low,3,Low - 28,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.16557228,0.41538194,0.49070994,0.39985093,0.41900676,0.16985194,0.41552719,0.141532408,0.557893856,0.552220396,0.482104094,0.401994147,0.236461336,0.673014504,,,0.600115528,,,0.540404186,,0.211840612,0.646443663,0.577322313,0.374546979,0.616713689,0.241006117,0.547466709,0.87302443,0.50437493,0.4154744,0.46635186,0.51112003,0.81409919,0.52295828,0.40713168,0.616378313,0.597334479,0.579569404,0.757673342,0.419399682,0.760939014,0.798674843,0.201325158,Bad
SMOTE Generated Minority Cases,Bad,30,No,Other,First Bank,Low,1,Low - 28,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.1769926,0.43513481,0.43673296,0.42351618,0.48847956,0.18763505,0.49405982,0.18358313,0.389294862,0.482667275,0.396037944,0.457751784,0.226606597,0.475031826,,,0.642691478,,,0.308403182,,0.175279127,0.482815316,0.572618192,0.435558368,0.739408493,0.2564227,0.578498284,0.33006762,0.50231973,0.35212232,0.39566725,0.56912432,0.31829815,0.57390303,0.180219507,0.453876413,0.428907423,0.416290029,0.430406251,0.196236633,0.450288208,0.640355558,0.359644442,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,Access Bank,Low,3,32 - 36,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.19385834,0.46358314,0.51924509,0.46282592,0.5301939,0.20014919,0.52793811,0.218918344,0.483173465,0.562234398,0.542790268,0.610057604,0.20569629,0.635387625,,,0.62496517,,,0.352774211,,0.21672975,0.50290442,0.453343496,0.517412958,0.629683372,0.222330091,0.5849828,0.29451761,0.55860364,0.57205594,0.56281531,0.73733535,0.24031928,0.7444017,0.249718797,0.539465528,0.587577758,0.554839518,0.796974275,0.265984203,0.789845866,0.825914073,0.174085927,Bad
SMOTE Generated Minority Cases,Bad,15,No,Other,GT Bank,Med,3.970533997,32 - 36,60.17 - 60.23,Norm,1,Validation,0,0,0,0,0,0,0.06982289,0.21120705,0.23190753,0.21203883,0.2830771,0.07561881,0.27470411,0.186001725,0.392162582,0.34118131,0.400185881,0.26696491,0.174023761,0.334809534,,,0.403555855,,,0.258240402,,0.141981821,0.368712636,0.405687046,0.447732565,0.510081102,0.142386031,0.244198067,0.12543143,0.31801092,0.22673873,0.36225055,0.19320953,0.22260928,0.1215565,0.159729172,0.411863849,0.414732428,0.396546987,0.253080918,0.168488813,0.23220002,0.570049772,0.429950228,Bad
SMOTE Generated Minority Cases,Bad,15,No,Other,Access Bank,Low,2,36 - High,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,1,0.14478922,0.37747717,0.42483233,0.36041571,0.42344602,0.14858583,0.42311192,0.138154528,0.385145688,0.442909964,0.214217492,0.503216945,0.139666925,0.419325838,,,0.561458437,,,0.39995238,,0.170862807,0.702183838,0.561581497,0.519447769,0.744949258,0.198712681,0.670088497,0.51213278,0.46536087,0.38835139,0.33089988,0.22716471,0.46765261,0.21691224,0.134210792,0.368179362,0.431836076,0.332433617,0.377025144,0.146992184,0.375705161,0.755692368,0.244307632,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,Sterling Bank,Med,2.818496085,Low - 28,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,1,0.3324868,0.63978837,0.73426951,0.64630692,0.76760744,0.45625732,0.78613222,0.351678798,0.457187316,0.724429066,0.532382311,0.866538141,0.529137644,0.818523083,,,0.707709608,,,0.390739966,,0.339631274,0.460178195,0.659910055,0.452930231,0.96740843,0.366518002,0.950608517,0.87137361,0.81630765,0.67819649,0.86734693,0.75435284,0.8650595,0.78404483,0.619643389,0.583129146,0.534900593,0.605916255,0.93561092,0.609737736,0.940184873,0.750412432,0.249587568,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,Access Bank,Low,1,32 - 36,60.23 - 61.13,Norm,1,Training,0,0,0,0,0,1,0.22099224,0.50456615,0.53577945,0.48516978,0.5747537,0.2269708,0.57832639,0.233839234,0.47073924,0.54484835,0.504629827,0.620818739,0.227885972,0.61973608,,,0.585625055,,,0.264067576,,0.21672975,0.515218731,0.480330222,0.418402002,0.500039021,0.222330091,0.504840479,0.12776781,0.56321613,0.55702834,0.53797486,0.59498704,0.12732393,0.59491061,0.250720147,0.539465528,0.587577758,0.554839518,0.69752745,0.265984203,0.685255623,0.567650745,0.432349255,Bad
SMOTE Generated Minority Cases,Bad,30,No,Other,Diamond Bank,Med,6,36 - High,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,1,0.08805165,0.25614499,0.22866277,0.26892621,0.34787143,0.09486308,0.34013532,0.20044139,0.300367814,0.3118885,0.241317263,0.515794358,0.117529184,0.545451417,,,0.457076911,,,0.321058303,,0.197189208,0.503394729,0.345340155,0.436485964,0.913151898,0.198987093,0.962766765,0.80709111,0.51344933,0.25698462,0.49086582,0.57815108,0.78493317,0.57897504,0.166521637,0.427522128,0.428907423,0.408818183,0.559371769,0.176217638,0.56193467,0.832058493,0.167941507,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,GT Bank,Med,6,32 - 36,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.13264602,0.35365606,0.3905535,0.37747171,0.46248748,0.14478392,0.44856728,0.282221923,0.426607828,0.513676035,0.411287915,0.643074999,0.17566143,0.613191279,,,0.523917569,,,0.218212264,,0.21672975,0.490479841,0.484357831,0.522200687,0.651728264,0.222330091,0.581432863,0.16349634,0.37460246,0.46433301,0.29462459,0.73733129,0.21971816,0.74449966,0.22343925,0.506369518,0.500395429,0.510217502,0.627954126,0.234740512,0.613953157,0.677676595,0.322323405,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,Keystone Bank,Med,6,28 - 32,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.15087321,0.38703798,0.37621246,0.24217212,0.26627976,0.15927284,0.27438891,0.322631704,0.395965749,0.471707377,0.275749428,0.253837593,0.215917432,0.504677873,,,0.576956981,,,0.323688516,,0.204169585,0.482079303,0.548324043,0.37411253,0.74559696,0.224329351,0.557933149,0.65016484,0.54722767,0.50272085,0.31715883,0.4669142,0.4976077,0.42230932,0.215625338,0.505152594,0.508422959,0.502389428,0.741379755,0.226448487,0.784259266,0.543789304,0.456210696,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,1,0.39752306,0.70276047,0.59646611,0.73736255,0.74325737,0.41641623,0.73891743,0.320252005,0.730507579,0.51546863,0.584456291,0.711265751,0.310696384,0.706493854,,,0.630378941,,,0.358854838,,0.336027587,0.575026905,0.537366845,0.655403355,0.732894071,0.373838468,0.744839474,0.17002348,0.78095295,0.68488656,0.79683348,0.73719152,0.2774477,0.74441831,0.261255948,0.552987922,0.523707321,0.565670871,0.656649434,0.279598944,0.644561885,0.763864131,0.236135869,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,Diamond Bank,Low,3,Low - 28,60.17 - 60.23,Norm,1,Training,0,0,0,0,0,1,0.22270279,0.50727626,0.44459423,0.55114389,0.64522152,0.23032564,0.65912505,0.175558275,0.711197658,0.470658236,0.744389365,0.665174223,0.244618717,0.770208318,,,0.722350202,,,0.553466579,,0.292445084,0.578583105,0.572351097,0.59717686,0.692581969,0.269901129,0.70136243,0.3291234,0.75042124,0.59153465,0.79907414,0.73731777,0.28721501,0.74454242,0.245473062,0.548675113,0.508422959,0.591875408,0.719428295,0.265087277,0.747345078,0.789569604,0.210430396,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm,1,Validation,0,0,0,0,0,1,0.19720842,0.46909449,0.5225729,0.47463789,0.58390737,0.20058305,0.585482,0.210460261,0.592062913,0.528603143,0.481170059,0.493684618,0.207330158,0.532198331,,,0.537155719,,,0.214826996,,0.223066484,0.490479841,0.500117204,0.511553067,0.561289999,0.231213276,0.567446762,0.16422785,0.26695142,0.47762934,0.29099252,0.73717436,0.16576826,0.74435516,0.205750116,0.480253829,0.504499219,0.497386103,0.572212963,0.207527415,0.587948315,0.52203534,0.47796466,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm,1,Training,0,0,0,0,0,1,0.16362651,0.41287828,0.42704126,0.38786543,0.51059087,0.16801396,0.51100999,0.157252446,0.415154956,0.434896696,0.389498636,0.490098734,0.182664481,0.491909821,,,0.494703522,,,0.22366919,,0.203884208,0.469683096,0.513112949,0.466037565,0.550020013,0.218297172,0.543491448,0.16581279,0.24230478,0.35170596,0.22609406,0.5091094,0.16545968,0.50016732,0.20028609,0.472254668,0.504499219,0.477543157,0.55194808,0.199383751,0.562541879,0.547674764,0.452325236,Bad
SMOTE Generated Minority Cases,Bad,30,Yes,Savings,GT Bank,High,9,28 - 32,61.13 - High,Norm,1,Validation,0,0,0,0,0,1,0.37085665,0.67794877,0.66937781,0.72378753,0.72157083,0.38932497,0.7134288,0.285851508,0.543206117,0.539724539,0.563749181,0.682671643,0.257740449,0.446025293,,,0.573170991,,,0.175518207,,0.160115179,0.484358322,0.659041778,0.473523853,0.062238949,0.254852392,0.058377817,0.13376529,0.63449104,0.64679565,0.47799654,0.35925273,0.06756185,0.33998435,0.256947479,0.545780867,0.523707321,0.54803312,0.452331647,0.271951986,0.414728998,0.35328718,0.64671282,Good
SMOTE Generated Minority Cases,Bad,30,No,Savings,Fidelity Bank,Med,2,32 - 36,Low - 60.17,Norm,1,Validation,0,0,0,0,0,1,0.17383804,0.42901304,0.58117408,0.40974571,0.44888433,0.1914905,0.44343476,0.221639153,0.643533918,0.673531151,0.661487035,0.592448198,0.283366641,0.621529728,,,0.644431124,,,0.419848274,,0.21672975,0.504856268,0.484357831,0.517412958,0.74282462,0.222330091,0.705323768,0.72466543,0.70659866,0.55072383,0.57785164,0.68490968,0.70240919,0.6642829,0.208464661,0.491174752,0.577830162,0.492286102,0.691006668,0.219294143,0.7388689,0.722521021,0.277478979,Bad
SMOTE Generated Minority Cases,Bad,15,No,Other,Diamond Bank,Low,2.47789845,Low - 28,60.23 - 61.13,Norm,1,Training,0,0,0,0,0,1,0.10227326,0.28976147,0.23575597,0.25995345,0.37711305,0.10631047,0.38397229,0.136574456,0.240386601,0.263656694,0.190861032,0.451794556,0.155476864,0.60958785,,,0.441303127,,,0.298211525,,0.150188523,0.539328064,0.469018508,0.635556713,0.96763337,0.227877062,0.977629566,0.31007256,0.38293265,0.27183639,0.28591303,0.54903512,0.33903228,0.58199266,0.175283858,0.445939642,0.428907423,0.393449452,0.494779374,0.188430685,0.486873916,0.946137979,0.053862021,Bad
SMOTE Generated Minority Cases,Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm,1,Training,0,0,0,0,0,1,0.22336946,0.50834131,0.51944017,0.50437721,0.63136124,0.23313173,0.63995297,0.184872793,0.513159977,0.54351681,0.45875677,0.709676712,0.256476219,0.655180647,,,0.600420651,,,0.219946917,,0.218329272,0.511672044,0.581347358,0.51021482,0.629104061,0.259364424,0.6301177,0.16371841,0.48121296,0.59725702,0.46672602,0.73727322,0.16344115,0.7444698,0.217277893,0.502727934,0.504499219,0.491387503,0.656377639,0.22405774,0.663457922,0.679744914,0.320255086,Bad
SMOTE Generated Minority Cases,Bad,30,No,Other,GT Bank,Low,3,Low - 28,Low - 60.17,Norm,1,Training,0,0,0,0,0,1,0.14004493,0.36875224,0.39135349,0.37566523,0.45782932,0.14590697,0.4588142,0.144644386,0.407579047,0.442494961,0.391838919,0.565298929,0.191313547,0.647521578,,,0.384015126,,,0.091128947,,0.175279127,0.457261714,0.407745783,0.420918315,0.533822328,0.180406011,0.552667748,0.16223346,0.2628289,0.25113784,0.22569568,0.56735923,0.1639357,0.59754612,0.169466756,0.425872772,0.425066711,0.404198186,0.528181279,0.175966171,0.55673243,0.622830339,0.377169661,Bad
SMOTE Generated Minority Cases,Bad,30,No,Other,GT Bank,Low,1,28 - 32,Low - 60.17,Norm,1,Validation,0,0,0,0,0,1,0.10128176,0.28760468,0.30455436,0.27586002,0.33585679,0.103516,0.32911543,0.136014274,0.384239644,0.34047231,0.367587384,0.44923713,0.138455219,0.469388403,,,0.639662815,,,0.449708562,,0.175063843,0.618933993,0.62933564,0.435558368,0.801558009,0.182192901,0.561507071,0.18701308,0.32874169,0.2614927,0.41359849,0.34237196,0.17989636,0.34054006,0.14352642,0.380157589,0.41881441,0.371781856,0.410347157,0.142906088,0.417540469,0.800527778,0.199472222,Bad
SMOTE Generated Minority Cases,Bad,30,No,Savings,Union Bank,Low,3,Low - 28,Low - 60.17,Norm,1,Validation,0,0,0,0,0,1,0.32413558,0.63074043,0.38803006,0.6646501,0.44433233,0.32590462,0.44909973,0.32316496,0.773682393,0.524274062,0.793476101,0.6029451,0.342572261,0.774573184,,,0.656045596,,,0.489756402,,0.39120359,0.539267303,0.540304841,0.536925977,0.655779678,0.314975178,0.683389989,0.79643011,0.78097252,0.64579343,0.7905971,0.64462212,0.75064269,0.64768314,0.236262823,0.539087962,0.508422959,0.52115744,0.692070264,0.257695237,0.742683697,0.767389307,0.232610693,Bad
